Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
36.939,38.0994,70.0079,30.4994,1.22159,6.37846
3.93618,35.4684,75.4238,28.7586,1.28956,5.42019
3.85735,34.8756,74.4853,27.9731,1.29275,5.60972
14.5805,34.5506,74.4991,27.117,1.27824,6.15539
11.3511,35.4871,72.3957,28.3013,1.28246,5.90334
23.041,33.8977,75.4822,26.8721,1.27921,5.74639
17.3358,33.8542,74.7681,27.0547,1.27993,5.51948
5.16603,34.7825,74.8948,27.7977,1.28838,5.69642
13.0691,38.093,72.3381,29.9595,1.27602,6.85751
3.41133,35.2468,74.7033,28.2838,1.29012,5.67286
4.01786,34.7149,75.6064,28.2066,1.30042,5.20784
29.3793,35.5834,70.674,27.7034,1.26277,6.61722
4.51822,35.0131,74.0494,28.0658,1.28431,5.663
3.19937,35.1939,75.8895,28.4475,1.28564,5.46075
5.20866,33.6584,73.9586,26.9671,1.28606,5.40523
3.28091,34.4635,75.71,27.8051,1.29591,5.3625
2.6601,35.1628,73.8472,28.6698,1.29103,5.20201
2.14991,33.6812,75.3454,27.5427,1.29471,4.84379
2.26578,34.6584,74.4684,28.125,1.29681,5.23664
3.4852,36.2184,74.1134,29.1116,1.28846,5.81837
11.2076,35.0027,71.7743,27.6322,1.27233,6.09814
14.0071,33.4777,72.3003,25.9128,1.27899,6.28597
3.43949,34.004,73.9255,27.5469,1.28493,5.17221
3.06733,34.6361,75.6965,28.2584,1.29186,5.08583
2.53383,32.7961,70.6135,26.1624,1.28378,5.34991
5.26271,36.3705,73.3941,29.0605,1.28642,6.02357
2.45055,35.5473,75.6248,28.8713,1.29459,5.38147
6.06915,34.6898,75.2045,27.5097,1.28479,5.89524
2.11332,36.0142,76.0426,29.8135,1.29982,4.90093
5.995,34.3054,74.6605,27.5255,1.28008,5.49981
3.74209,35.521,76.2569,28.9347,1.29089,5.29543
8.22872,33.8177,74.1318,26.5896,1.28079,5.9473
3.69046,35.2178,72.9731,27.8672,1.28646,6.06412
15.1975,36.8956,72.9897,29.2643,1.29079,6.34051
4.97291,34.8544,74.6858,27.6345,1.2837,5.93613
6.48907,34.157,74.938,27.0875,1.28324,5.78627
7.25997,35.1535,73.6196,27.9987,1.28864,5.86609
30.3121,40.031,66.8373,31.5154,1.29425,7.2213
10.43,34.17,74.1224,27.2144,1.27546,5.68008
16.6283,34.5773,72.9926,27.0629,1.27948,6.23497
13.9379,38.0801,70.9638,29.3131,1.27891,7.48815
11.4064,34.7287,73.4828,27.6096,1.2771,5.84201
51.8947,38.4428,65.1337,29.6034,1.27561,7.56382
21.8562,39.399,69.1484,30.4021,1.27991,7.71696
5.20929,35.3366,74.7181,28.3932,1.29522,5.64821
14.276,35.3561,74.6571,28.2091,1.28256,5.86448
5.45739,36.295,72.9739,28.8532,1.29248,6.14938
2.93632,34.3445,74.2688,27.5673,1.29266,5.48457
4.30602,34.2768,73.5426,27.4674,1.284,5.52539
24.3392,35.3167,73.5844,27.5794,1.285,6.45235
