Optimisation time (ms),derivs time (ms),BP time (ms),FP time (ms),% derivs,surprise,expected,new cost
5.465,0.938,1.358,1.617,2.66667,0.252605,10.4013,7.36121
7.338,1.322,1.297,3.042,2.66667,0.161418,0.937988,3.41083
6.833,0.976,1.292,3.005,2.66667,0.795937,2.71299,2.35866
5.703,1.003,1.411,1.708,2.66667,1.13709,1.77728,0.337492
6.176,1.384,1.331,1.738,2.66667,1.47895,6.22299,0.913966
7.485,1.225,1.358,3.16,2.66667,0.0174811,0.295646,0.747651
7.589,1.231,1.446,3.227,2.66667,1.79845,0.443232,0.372399
11.162,1.023,1.324,7.164,2.66667,6.83124,0.638427,4.93467
5.536,1.062,1.336,1.589,2.66667,0.106806,11.2782,13.3436
10.058,1.072,1.446,5.918,2.66667,3.04283,1.30452,6.32505
8.732,1.267,1.323,4.369,2.66667,1.6554,3.17228,4.49478
7.078,1.159,1.327,2.989,2.66667,1.49002,1.56987,0.412157
5.295,0.824,1.326,1.547,2.66667,0.54284,28.6488,13.4851
5.407,0.871,1.326,1.589,2.66667,1.11911,9.90978,1.10616
5.479,0.877,1.373,1.594,2.66667,0.417585,1.03575,1.43697
5.643,1.17,1.321,1.585,2.66667,1.28446,2.50427,1.92513
5.72,1.193,1.391,1.523,2.66667,0.574525,7.23386,2.89352
5.365,1.01,1.32,1.535,2.66667,0.907776,6.08964,4.03867
11.301,0.96,1.332,7.372,2.66667,2.64018,0.192301,4.10307
5.615,1.101,1.36,1.548,2.66667,0.794225,10.3218,1.16078
11.59,1.012,1.407,7.667,2.66667,0,0.070504,1.63425
9.952,0.917,1.361,6.076,2.66667,0.564802,0.476171,1.93079
11.292,0.924,1.335,7.561,2.66667,0,0.218687,2.78126
5.29,0.817,1.397,1.522,2.66667,0.35577,6.41533,1.99327
11.379,0.973,1.335,7.574,2.66667,0,0.186133,3.44557
9.744,0.79,1.367,6.021,2.66667,0.177109,0.921996,3.33538
5.321,0.835,1.354,1.513,2.66667,0.43787,4.7371,1.65846
11.707,0.917,1.419,7.824,2.66667,2.32742,0.174732,2.93725
