Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.495141,665.596,6,10,16.75,354,0,269,1,76,63,208
0.164996,580.805,6,10,13.4,272,0,207,1,60,59,208
0.303598,596.185,6,10,13.4,286,0,223,0,57,62,210
0.195914,529.382,6,10,10.05,215,0,165,0,45,66,210
0.258998,521.836,6,10,10.05,217,0,167,3,46,65,202
0.518498,660.324,6,10,16.75,356,0,273,0,76,61,201
0.0523323,533.019,6,10,13.4,254,0,190,0,57,61,181
0.376757,668.298,6,10,16.75,359,0,279,1,72,61,206
0.257981,686.363,6,10,16.75,366,0,282,1,77,67,214
0.242081,685.883,6,10,16.75,375,0,291,1,77,61,209
0.196167,668.895,6,10,16.75,360,0,279,0,75,61,207
0.177024,489.464,6,10,6.7,159,0,123,2,32,67,227
0.308601,738.891,6,10,16.75,384,0,294,3,82,80,231
0.00420826,431.807,6,10,6.7,136,0,100,1,33,66,195
0.00022122,474.815,6,10,6.7,154,0,119,1,32,72,211
0.338051,634.27,6,10,13.4,303,0,234,0,64,66,225
0.261565,622.512,6,10,13.4,300,0,231,1,63,62,220
0.18113,618.987,6,10,13.4,303,0,234,0,63,64,213
0.663732,417.092,6,10,6.7,130,0,98,0,30,65,187
1.23474e-06,473.782,6,10,6.7,150,0,117,1,31,74,211
0.262315,679.215,6,10,16.75,366,0,286,1,75,66,205
0.314155,732.853,6,10,16.75,377,0,289,2,79,65,247
0.420759,745.467,6,10,20.1,435,0,333,2,93,62,205
0.379438,692.343,6,10,16.75,371,0,284,1,78,67,211
0.00121527,364.848,6,10,6.7,104,0,71,0,30,68,163
0.824273,591.55,6,10,20.1,303,0,197,0,96,68,180
0.367527,597.214,6,10,13.4,287,0,221,0,60,63,207
0.237866,711.537,6,10,16.75,381,0,296,2,78,62,222
0.0994539,599.106,6,10,13.4,288,0,223,1,59,61,207
0.128343,673.916,6,10,16.75,365,0,282,1,77,60,208
0.317154,497.089,6,10,10.05,196,0,147,0,45,62,203
0.264206,698.392,6,10,16.75,377,0,291,2,79,67,209
0.79971,599.801,6,10,16.75,312,0,231,0,75,62,185
0.134649,696.946,6,10,16.75,373,0,287,2,79,62,216
0.191441,410.724,6,10,6.7,131,0,97,0,31,64,181
0.224735,573.701,6,10,13.4,274,0,206,1,61,63,199
0.152796,531.874,6,10,10.05,224,0,175,0,46,64,204
0.330049,685.943,6,10,16.75,365,0,283,0,77,65,211
7.25023e-05,455.969,6,10,6.7,150,0,115,1,31,68,201
0.62853,675.449,6,10,16.75,355,0,266,3,82,69,207
0.289141,574.039,6,10,13.4,267,0,203,0,60,66,201
0.222108,421.295,6,10,6.7,128,0,96,0,29,72,188
0.508457,675.838,6,10,20.1,388,0,289,0,92,65,184
0.238403,653.136,6,10,13.4,308,0,240,1,64,68,234
