Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.0954205,344.505,6,10,0.133333,69,0,8,0,56,59,181
0.403093,381.348,6,10,0.166667,86,0,11,0,70,60,197
0.572034,406.283,6,10,0.166667,94,0,14,0,74,70,202
0.188433,389.151,6,10,0.133333,79,0,12,1,61,65,207
0.356898,383.557,6,10,0.166667,90,0,14,0,71,58,196
0.693666,434.911,6,10,0.2,112,0,16,0,88,60,218
0.188802,354.649,6,10,0.133333,73,0,11,0,59,61,184
0.12502,357.878,6,10,0.133333,71,0,9,0,57,61,189
0.179448,373.932,6,10,0.133333,75,0,11,1,59,59,198
0.527439,425.603,6,10,0.2,113,0,14,1,90,62,207
0.246898,403.184,6,10,0.166667,94,0,15,0,74,68,200
0.437386,426.037,6,10,0.2,111,0,17,0,90,63,208
0.170684,364.048,6,10,0.133333,71,0,8,0,57,61,192
0.303826,312.577,6,10,0.1,52,0,7,0,42,60,166
0.252711,378.98,6,10,0.166667,88,0,13,0,70,58,194
0.146749,342.232,6,10,0.1,53,0,6,0,42,61,191
0.31985,376.916,6,10,0.166667,88,0,12,0,71,57,190
0.111771,353.608,6,10,0.1,53,0,8,0,42,62,203
0.624926,357.675,6,10,0.133333,76,0,10,1,60,59,186
0.0446908,365.162,6,10,0.1,57,0,8,0,47,64,208
0.23701,393.855,6,10,0.166667,92,0,14,0,74,61,198
0.271645,412.736,6,10,0.166667,96,0,14,0,76,64,211
0.125399,338.477,6,10,0.1,53,0,6,0,42,59,189
0.405143,381.06,6,10,0.166667,89,0,12,0,70,61,192
0.0012459,296.694,6,10,0.0666667,38,0,5,1,32,64,164
0.00109192,291.903,6,10,0.0666667,39,0,5,0,32,64,158
0.140532,361.379,6,10,0.1,56,0,8,0,47,62,205
0.113836,387.005,6,10,0.133333,77,0,11,0,62,65,205
0.0562576,412.793,6,10,0.166667,100,0,16,2,79,61,208
0.195463,412.365,6,10,0.166667,95,0,12,0,77,62,215
0.531286,364.77,6,10,0.133333,75,0,8,0,61,61,191
0.566028,377.653,6,10,0.166667,89,0,11,0,71,60,189
1.9796e-05,306.467,6,10,0.0666667,38,0,5,0,31,60,173
0.115307,395.756,6,10,0.166667,91,0,12,0,72,64,200
0.449699,395.372,6,10,0.166667,98,0,13,1,79,63,191
0.218514,326.34,6,10,0.1,53,0,7,0,44,60,178
0.129305,349.392,6,10,0.1,53,0,6,0,43,60,196
0.335245,395.71,6,10,0.133333,77,0,10,0,63,63,213
0.11858,338.072,6,10,0.1,53,0,7,0,42,61,186
0.164426,320.648,6,10,0.0666667,39,0,6,1,30,63,186
0.117247,343.789,6,10,0.133333,72,0,10,0,57,59,176
0.238691,342.78,6,10,0.133333,68,0,7,0,57,60,179
0.0797941,314.025,6,10,0.1,52,0,6,0,42,63,167
0.527952,410.913,6,10,0.2,108,0,15,0,86,60,198
0.230757,387.388,6,10,0.166667,89,0,11,0,73,59,198
0.145673,325.557,6,10,0.0666667,36,0,5,0,29,60,193
0.439613,386.467,6,10,0.166667,90,0,10,0,71,60,197
0.26123,348.116,6,10,0.133333,73,0,8,0,57,61,179
0.525097,385.266,6,10,0.166667,90,0,13,0,71,60,197
0.211762,354.613,6,10,0.133333,69,0,8,0,57,62,185
0.000200977,305.769,6,10,0.0666667,39,0,6,0,31,65,168
0.0649186,368.538,6,10,0.133333,74,0,8,0,61,62,192
0.0911364,342.184,6,10,0.1,55,0,7,0,44,60,189
0.138001,363.508,6,10,0.133333,74,0,9,0,57,61,191
0.547606,406.199,6,10,0.2,108,0,15,0,86,60,196
0.282404,367.697,6,10,0.133333,74,0,8,0,60,66,190
0.099099,342.235,6,10,0.1,53,0,6,0,42,60,189
0.140108,343.076,6,10,0.1,54,0,7,0,42,62,188
0.172395,380.524,6,10,0.1,60,0,7,0,50,66,212
0.301164,344.997,6,10,0.133333,71,0,8,0,57,60,177
0.177914,387.04,6,10,0.166667,92,0,14,0,71,60,195
0.106053,350.303,6,10,0.0666667,40,0,6,0,31,64,208
0.303604,403.173,6,10,0.166667,93,0,15,0,73,61,206
0.156311,347.331,6,10,0.0666667,39,0,5,0,32,61,209
0.391799,394.196,6,10,0.166667,90,0,13,0,75,62,199
0.430153,389.13,6,10,0.166667,90,0,12,0,72,61,199
0.534042,296.919,6,10,0.0666667,35,0,4,0,29,61,168
0.52402,409.233,6,10,0.2,111,0,15,0,88,60,197
0.245074,394.143,6,10,0.166667,93,0,11,0,75,63,197
0.441456,424.667,6,10,0.166667,98,0,14,1,79,68,214
0.512647,437.728,6,10,0.2,112,0,15,0,90,64,217
0.556424,421.946,6,10,0.166667,97,0,15,0,77,64,216
0.135123,332.98,6,10,0.0666667,38,0,5,0,30,63,198
0.284419,448.006,6,10,0.2,118,0,16,0,95,63,222
0.305741,416.854,6,10,0.166667,99,0,12,1,80,62,212
0.0598843,334.201,6,10,0.0666667,37,0,5,0,30,62,198
0.261871,374.6,6,10,0.133333,75,0,8,0,61,63,196
0.540382,377.59,6,10,0.133333,75,0,8,0,61,65,196
0.373443,414.219,6,10,0.166667,95,0,15,0,75,64,212
0.0828377,350.724,6,10,0.1,58,0,8,1,45,66,189
0.635281,359.544,6,10,0.1,60,0,6,1,48,62,197
0.147458,381.286,6,10,0.1,59,0,8,0,47,64,219
0.365454,392.828,6,10,0.166667,91,0,12,0,71,60,198
0.145246,367.768,6,10,0.133333,73,0,10,0,58,62,193
0.299939,310.537,6,10,0.0666667,38,0,5,0,31,65,173
0.258748,387.43,6,10,0.166667,90,0,11,0,72,61,194
0.0901392,320.057,6,10,0.0666667,35,0,5,0,28,60,185
0.058297,333.482,6,10,0.1,52,0,6,0,44,60,182
0.268798,389.507,6,10,0.166667,89,0,10,0,74,60,200
0.225383,341.964,6,10,0.1,52,0,6,0,42,61,189
0.486901,387.776,6,10,0.166667,91,0,12,0,73,60,192
0.372834,384.458,6,10,0.166667,90,0,13,0,71,60,193
0.107407,317.865,6,10,0.0666667,36,0,5,0,28,61,184
0.445192,392.49,6,10,0.166667,90,0,14,0,73,60,200
0.23292,367.817,6,10,0.166667,86,0,10,0,70,60,182
0.221839,426.86,6,10,0.166667,99,0,14,0,80,63,222
0.23486,390.057,6,10,0.166667,91,0,12,0,72,60,198
0.230362,380.564,6,10,0.1,58,0,8,1,47,63,219
0.165388,391.847,6,10,0.1,63,0,8,0,52,70,218
0.118193,379.95,6,10,0.133333,79,0,11,0,64,62,199
