Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
21.8009,0.112532,0,100.157,9.23214,57.9057,20.0808,17.1496,0
29.6644,0.153382,0,89.9285,6.128,48.9994,20.5886,16.0634,0
22.1154,0.120573,0,117.666,13.25,73.2786,20.8336,18.1148,0
20.9301,0.0929248,0,104.043,10.963,61.6339,20.2949,17.2236,0
24.1007,0.126253,0,106.457,10.1509,63.0669,20.3401,17.7045,0
22.1405,0.134228,0,122.068,14.3226,77.1392,20.775,18.4335,0
20.1326,0.111122,0,103.876,10.0926,61.049,21.1382,16.8676,0
23.8358,0.166357,0,113.166,11.6,68.7767,20.6337,18.1375,0
24.6108,0.107038,0,105.452,10.9623,62.7728,20.4594,17.2671,0
33.9906,0.16242,0,94.9745,6.94915,53.8032,20.0154,16.4283,0
32.9496,0.158819,0,93.1345,7.15,52.0142,19.8894,16.5611,0
27.3549,0.143866,0,93.0518,7.91736,52.0605,20.1994,16.4131,0
31.6519,0.156609,0,100.431,9.5,58.7651,20.1446,16.8244,0
22.114,0.101184,0,92.621,7.73333,52.1253,20.0014,16.1348,0
31.65,0.164741,0,97.7479,9.18261,55.9667,20.2416,16.7983,0
30.2199,0.145568,0,91.8776,6.89256,51.7391,19.9361,15.9629,0
29.6292,0.154464,0,98.2232,8.5614,56.8167,19.8411,16.8667,0
20.9602,0.0914557,0,112.179,11.3861,67.7592,21.4958,17.6067,0
27.5809,0.140736,0,94.3002,7.39496,52.7787,19.9226,16.7937,0
24.9416,0.138376,0,108.366,9.38462,64.4296,20.3753,17.8937,0
18.2168,0.0469447,0,103.365,8.88073,59.6944,20.4147,17.8569,0
12.9645,0.0248253,0,95.0806,9.40909,53.9956,20.161,16.4794,0
17.6404,0.0326873,0,99.4737,7.69912,57.4758,20.0979,16.9231,0
18.0849,0.100667,0,98.577,9.39823,56.9221,20.3146,16.7387,0
19.9089,0.105871,0,98.8892,9.15789,57.1396,20.2307,16.7415,0
19.7817,0.0898084,0,101.12,9.62162,58.9885,20.1858,17.0212,0
17.1951,0.0808046,0,96.6339,8.46957,55.0333,20.2601,16.6002,0
17.0754,0.11179,0,110.433,10.699,66.5983,20.7352,17.6917,0
24.2974,0.134648,0,93.9274,7.56667,53.1733,20.0735,16.2004,0
29.0877,0.147095,0,92.0998,7.39344,51.3668,19.9318,16.3196,0
18.7824,0.0655756,0,103.082,9.11927,60.2405,20.4422,17.3085,0
40.6225,0.245778,0,102.179,9.2844,59.2668,20.4424,17.4044,0
20.9723,0.0814125,0,135.332,15.2857,87.787,22.1439,19.1735,0
11.9743,0.0334681,0,94.2845,8.2906,53.0677,20.0725,16.5979,0
22.5823,0.217381,0,100.133,8.19469,58.1939,19.8437,17.1314,0
38.5414,0.186163,0,95.7491,8.53448,54.5792,20.2396,16.407,0
20.5206,0.0884408,0,99.9081,8.71429,58.3671,19.9674,16.8005,0
33.2293,0.15897,0,94.4505,7.29412,52.1825,20.8909,16.7628,0
23.8262,0.102862,0,106.291,9.43396,62.6366,20.2958,17.8732,0
35.0346,0.170759,0,94.0336,7.76471,52.4423,20.2128,16.6616,0
19.6914,0.0696372,0,95.2304,8.22222,53.9083,20.1648,16.5657,0
29.6234,0.148315,0,94.3035,7.55932,53.2116,20.0753,16.3918,0
21.1466,0.114079,0,93.3181,6.93333,51.9652,19.9062,16.7462,0
16.3729,0.0249335,0,98.0875,8.78689,56.5373,20.0769,16.7626,0
17.4618,0.106317,0,111.585,10.7723,66.976,20.8024,18.1916,0
21.9279,0.0249146,0,112.683,12.1471,68.5496,20.5228,18.08,0
30.9398,0.160929,0,96.4709,7.56897,55.0482,20.1845,16.5815,0
16.747,0.0951337,0,100.478,9.39286,58.5222,20.2233,16.8736,0
19.6855,0.103275,0,90.8871,7.00813,49.7064,20.511,16.258,0
17.9247,0.055481,0,108.035,10.5577,64.6293,20.2828,17.8617,0
30.981,0.145765,0,94.0455,8.31667,52.6557,20.3567,16.4942,0
26.5046,0.131143,0,101.901,8.41818,59.2377,20.1942,17.3103,0
17.2221,0.0560849,0,97.3775,8.24348,55.2487,20.1735,17.0211,0
21.6727,0.10326,0,99.4576,8.79646,57.3424,20.0211,17.1344,0
34.4669,0.161122,0,92.4917,7.23967,51.5027,20.0223,16.4141,0
15.8158,0.0417466,0,90.9368,6.66129,49.9599,19.9087,16.4989,0
23.431,0.133856,0,98.9167,8.33333,57.4454,19.7972,16.8156,0
16.8769,0.0247355,0,95.481,8.86207,53.4614,20.2501,17.0137,0
20.549,0.0979352,0,107.26,10.1143,63.6854,20.4276,17.7546,0
24.0941,0.0912306,0,108.619,11.7692,65.3611,20.541,17.6114,0
22.355,0.107917,0,94.1606,7.2605,52.7726,19.8765,16.809,0
23.1257,0.123394,0,88.8726,7.408,48.1818,20.1688,16.1769,0
24.3569,0.12711,0,92.5731,7.4918,51.589,19.8691,16.5279,0
21.5172,0.0970939,0,99.8303,8.92035,57.8587,20.1325,16.9233,0
24.793,0.119129,0,108.807,9.49515,64.7148,20.5886,17.9602,0
24.1942,0.129421,0,96.4548,8.68966,55.2662,20.0671,16.5967,0
14.2421,0.0247228,0,90.8206,8.70588,50.8895,19.8957,15.9364,0
20.743,0.101139,0,95.4167,7.60684,54.2209,19.7328,16.6845,0
19.5853,0.0808636,0,102.616,9.31481,60.0583,20.2801,17.1299,0
15.9624,0.0249479,0,103.33,9.34483,60.9455,20.131,17.1523,0
50.778,0.384947,0,100.942,8.82143,58.1359,20.7817,17.1192,0
22.8944,0.0923933,0,104.863,10,62.5594,20.2633,17.1236,0
24.9851,0.110241,0,97.4551,8.12174,55.6245,20.0896,16.8627,0
19.0471,0.0249331,0,116.602,13.6491,72.2609,21.2142,17.7173,0
24.5097,0.135166,0,109.86,12.5049,67.0309,20.6537,17.2399,0
30.8957,0.161362,0,103.712,9.31481,60.5121,20.2006,17.6887,0
16.7006,0.0248819,0,98.1031,8.17544,55.676,20.8307,16.7274,0
27.0979,0.110949,0,100.005,7.875,57.8831,20.2853,16.9526,0
19.0332,0.085199,0,97.4421,8.27586,55.4653,19.9708,17.0832,0
19.8484,0.100108,0,98.7607,9.45133,57.1864,20.3733,16.6025,0
22.8219,0.103031,0,99.9623,9.03571,57.9719,20.1441,17.0644,0
23.7498,0.11407,0,102.834,9.72477,60.2345,20.443,17.2433,0
31.6978,0.158579,0,99.5436,8.80357,57.2153,20.1349,17.23,0
28.6638,0.133353,0,93.6813,6.98333,52.3723,19.8919,16.646,0
20.6345,0.10835,0,102.456,9.07273,59.8538,20.32,17.2235,0
13.9686,0.0249705,0,100.303,8.9,58.7938,20.0747,16.7419,0
20.127,0.106517,0,94.9612,8.23932,54.0305,20.2446,16.264,0
15.0364,0.0465204,0,98.6008,8.07018,56.5693,20.199,16.9775,0
34.8439,0.166475,0,95.2877,7.0339,52.6009,21.0572,16.7896,0
33.6272,0.17154,0,97.5037,9.25862,56.325,20.0323,16.5702,0
24.2352,0.121679,0,97.261,8.10435,55.9231,19.8923,16.6771,0
20.1479,0.0248234,0,119.623,11.3571,65.6977,31.6203,17.3092,0
15.5129,0.0248605,0,101.685,10.3571,59.9359,20.0091,16.9082,0
16.8074,0.0693253,0,92.2569,7.32787,51.4711,20.0809,16.1791,0
15.7436,0.0247728,0,103.988,10.9677,61.693,20.2043,17.2841,0
25.0752,0.116753,0,91.9403,7.70248,51.2025,20.0738,16.2204,0
22.5217,0.117319,0,89.2852,6.14286,49.0377,19.9213,15.9757,0
35.6958,0.191216,0,96.3955,8.23932,54.7385,19.9897,16.8131,0
22.2087,0.104474,0,104.174,9.85047,61.7278,20.526,17.0134,0
19.4596,0.127876,0,94.3885,8.18644,52.8463,20.134,16.7901,0
