Iteration,Cost,Cost reduction,time (ms)
0,5.0894186368464345,0.0,28.852224349975586
1,4.747074400922405,0.06726588248125664,175.20666122436523
2,3.967672826568123,0.22040745521641358,870.3889846801758
3,3.7285281967314483,0.2673960499657849,1470.700740814209
4,3.3998983638884166,0.3319672429236237,2701.9667625427246
5,2.5264916502796027,0.5035795184958302,3016.4151191711426
6,2.398444227080268,0.5287390568117186,3360.9819412231445
7,2.317547650051474,0.5446341094299328,3637.9554271698
8,2.3122867608096813,0.5456678010197158,4113.433837890625
9,2.3118240164524715,0.5457587238520132,5041.868209838867
