Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.206031,986.895,6,19,2.15,345,0,157,5,176,232,348
0.36215,835.396,6,19,1.38333,207,0,95,3,104,229,337
0.0452237,903.782,6,19,1.95,295,0,144,5,140,229,323
0.877592,1220.14,6,19,3.98772,537,0,297,7,223,242,374
0.286772,1027.06,6,19,2.4,367,0,172,5,180,237,359
0.273798,746.088,6,19,1.08333,142,0,70,2,68,227,319
0.00312777,766.509,6,19,1.15,154,0,79,2,69,223,332
0.54074,1221.96,6,19,4.36667,555,0,316,7,223,241,363
0.426491,1099.32,6,19,3.05,444,0,213,6,216,238,350
0.00318004,820.204,6,19,1.41667,204,0,93,3,103,228,332
0.493289,1078.96,6,19,2.95,408,0,211,6,182,237,372
0.687032,1167.32,6,19,4.3,488,0,288,5,186,240,376
0.149936,1084.55,6,19,3.25439,419,0,224,6,180,239,363
0.29985,1080.34,6,19,3.41667,437,0,243,5,182,240,344
0.53634,1037.51,6,19,2.41667,363,0,169,5,181,238,370
0.742256,1163.46,6,19,3.6,490,0,260,6,218,238,364
0.754074,874.89,6,19,1.71667,226,0,112,3,106,230,359
0.846415,996.672,6,19,2.46667,365,0,174,5,178,235,334
0.0189764,827.089,6,19,1.5,220,0,106,3,107,224,325
0.29828,967.668,6,19,3.26228,327,0,211,3,108,236,343
0.00732575,822.291,6,19,1.58333,188,0,112,3,70,232,343
0.214633,838.38,6,19,1.33333,206,0,96,3,103,230,344
0.33679,1048.83,6,19,2.78333,390,0,197,5,180,233,364
0.798355,1062.2,6,19,3.01667,443,0,211,6,216,237,320
0.37548,988.175,6,19,2.01667,334,0,143,6,178,232,356
0.509611,1040.64,6,19,3.53333,409,0,250,4,148,238,337
0.178452,1026.47,6,19,3.21667,398,0,207,5,180,236,330
0.56558,1290.99,6,19,5.95526,612,0,408,5,191,243,371
0.234562,770.357,6,19,1.6,179,0,104,2,70,228,311
0.506946,1004.49,6,19,2.08333,341,0,151,5,179,232,366
0.14335,823.246,6,19,1.16667,197,0,89,3,102,229,341
0.522136,1159.02,6,19,3.3,484,0,251,6,218,240,369
0.475922,1110.4,6,19,3.76667,460,0,263,5,185,239,350
0.867574,1123.97,6,19,3.82719,485,0,251,7,219,240,339
0.00135793,784.512,6,19,1.23333,160,0,85,2,69,226,340
0.540215,1194.06,6,19,2.95,461,0,215,8,231,255,412
0.466842,1118.44,6,19,3.56667,455,0,259,5,182,236,362
0.514352,940.418,6,19,2.2,301,0,149,4,142,232,347
0.77081,1132.81,6,19,4.01667,486,0,289,5,184,237,350
0.616186,1093.88,6,19,3.95877,468,0,266,5,188,240,324
0.170436,860.441,6,19,1.43158,214,0,102,3,104,231,356
0.558931,1358.67,6,19,6.83333,684,0,477,5,192,246,364
0.318178,955.634,6,19,3.11667,333,0,215,3,108,231,334
0.255494,1043.02,6,19,3.85526,414,0,256,4,147,237,333
0.216876,988.866,6,19,2.58333,332,0,180,5,142,233,361
0.487704,1057.87,6,19,2.71667,394,0,202,5,179,236,363
0.207542,1487.07,6,19,7.48772,793,0,545,6,230,246,382
0.453481,1263.75,6,19,5.43772,572,0,370,5,191,247,383
0.465175,1119.18,6,19,4.6,435,0,318,4,108,233,388
0.464243,1187.72,6,19,4.96667,518,0,313,7,189,246,362
0.221719,1149.43,6,19,4.76754,494,0,332,4,151,234,357
0.220551,1103.58,6,19,3.13333,422,0,227,6,180,237,378
0.393052,1046.49,6,19,3.45,392,0,237,4,145,237,356
0.281252,1147.8,6,19,4.33333,502,0,301,6,186,240,347
0.0198448,788.32,6,19,1.4,166,0,94,2,66,231,335
0.555556,2182.37,6,19,17.7939,1425,1,1206,6,203,255,437
0.385872,1156.32,6,19,4.35,492,0,294,5,185,243,359
0.635339,1009.17,6,19,3.03333,368,0,210,4,146,238,343
0.245156,762.174,6,19,1.58333,185,0,111,2,68,231,291
0.753202,1433.53,6,19,6.99386,758,0,512,7,227,244,369
0.00268847,733.233,6,19,1.21667,149,0,78,2,66,227,302
0.401457,1102.78,6,19,2.75,433,0,202,7,215,235,370
0.197108,820.585,6,19,1.58333,183,0,110,2,68,229,348
0.19218,1022.65,6,19,2.53333,374,0,183,5,176,236,352
0.608664,1186.1,6,19,4.58333,519,0,320,5,186,242,363
