Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.325647,1035.08,6,19,3.06667,378,0,223,4,145,236,356
0.754136,1182.46,6,19,3.74298,504,0,266,6,222,238,369
0.682632,1079.36,6,19,3.2,408,0,215,5,180,239,366
0.682755,1322.58,6,19,6.07544,658,0,411,7,229,246,357
0.539317,1445.47,6,19,6.9,742,0,498,6,229,247,392
0.536275,1106.54,6,19,3.21667,415,0,226,5,176,237,390
0.408435,1204.51,6,19,4.28596,540,0,302,6,222,240,358
0.0123762,888.008,6,19,1.98333,253,0,141,3,104,232,344
0.746118,1111.5,6,19,3.87105,460,0,264,6,183,239,348
0.0791949,908.574,6,19,2.31053,269,0,154,3,107,228,348
0.767247,1021.31,6,19,2.88333,388,0,196,5,180,238,334
0.468596,1155.96,6,19,4.08333,501,0,305,5,183,239,352
0.783893,1025.88,6,19,2.28333,365,0,173,5,179,233,364
0.10497,875.495,6,19,1.3,245,0,97,4,137,227,344
0.433706,1067.06,6,19,3.96667,430,0,271,4,148,239,340
0.087079,885.337,6,19,2.45,253,0,174,2,73,236,339
0.664594,1131.87,6,19,3.9114,483,0,288,6,181,237,347
0.59299,892.564,6,19,2.19386,265,0,149,4,108,234,339
0.198596,957.441,6,19,2.43333,325,0,171,6,142,232,340
0.271926,1042.62,6,19,2.75,390,0,199,5,179,236,355
0.00309333,838.49,6,19,1.63333,225,0,113,3,105,226,329
0.718256,998.352,6,19,2.3,386,0,156,6,214,235,319
0.127513,1016.16,6,19,2.68333,360,0,208,4,144,235,358
0.317408,1028.36,6,19,2.45,361,0,171,5,177,232,369
0.400534,1037.8,6,19,2.63333,374,0,182,5,179,234,366
0.627025,1393.99,6,19,7.16316,706,0,497,5,195,251,373
0.127208,836.064,6,19,1.91491,204,0,128,3,70,230,342
0.72095,1198.31,6,19,4.95965,543,0,341,5,187,243,349
0.290373,1050.13,6,19,2.98333,402,0,212,5,177,238,350
0.336204,1070.72,6,19,2.63333,419,0,191,6,214,236,348
0.879015,1166.68,6,19,4.39649,504,0,305,6,185,240,357
0.297019,1216.07,6,19,4.03333,539,0,300,6,221,240,371
0,704.589,6,19,0.583333,78,0,43,1,32,220,347
0.557949,841.976,6,19,1.73333,233,0,122,4,104,229,323
0.210122,871.953,6,19,1.66667,271,0,121,4,138,230,314
