Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0.631398,13.876,828.768,7,13,0.114286,87.498,0.021,13.194,2.331,71.94,535.575,158.788
0.693195,14.1155,371.914,7,13,0.0857143,67.107,0.015,10.303,1.956,54.823,90.433,168.035
0.763927,9.3259,317.642,7,13,0.0571429,45.589,0.009,7.035,1.484,37.056,77.33,149.526
0.573262,17.3093,410.162,7,13,0.0857143,67.932,0.019,11.548,2.108,54.248,108.609,186.511
0.422425,25.6496,378.927,7,13,0.0571429,44.885,0.008,7.629,1.306,35.937,97.623,192.753
0.554103,18.1416,487.241,7,13,0.114286,89.734,0.017,14.098,2.807,72.802,179.14,170.681
0.101954,43.3933,424.22,7,13,0.0571429,45.791,0.008,7.443,1.52,36.814,176.955,157.647
0.531021,18.1315,380.487,7,13,0.0571429,45.901,0.009,7.483,1.317,37.088,110.312,178.722
0.750597,11.3487,365.142,7,13,0.0571429,45,0.01,7.003,1.563,36.42,92.575,182.585
0.70998,12.6607,621.317,7,13,0.0857143,67.503,0.016,10.39,1.985,55.103,332.189,175.3
0.723829,11.965,451.107,7,13,0.114286,91.089,0.018,15.358,2.488,73.215,132.35,179.963
0.743019,10.7379,361.725,7,13,0.0857143,67.426,0.013,10.205,1.827,55.374,85.861,161.6
0.808127,8.95923,372.274,7,13,0.0857143,67.183,0.013,10.619,2.197,54.345,92.837,165.685
0.817075,9.04391,1312.82,10,13,0.12,137.025,0.028,20.303,5.183,111.492,897.808,218.966
0.520824,22.3089,368.285,7,13,0.0571429,46.619,0.011,7.182,2.049,37.371,105.757,170.132
0.799329,8.60355,727.982,7,13,0.0571429,47.473,0.008,7.485,2.332,37.641,487.457,147.454
0.753595,9.74335,906.791,7,13,0.0571429,44.047,0.008,7.011,1.092,35.931,662.62,154.652
0.546824,20.1308,388.661,7,13,0.0571429,45.911,0.01,7.125,1.672,37.1,118.811,177.955
0.651326,13.7007,435.057,7,13,0.0857143,67.012,0.013,10.073,1.674,55.246,171.873,151.1
0.706612,12.3864,411.142,7,13,0.142857,112.209,0.022,17.275,2.888,92.012,88.601,160.384
