Iteration,Cost,Cost reduction,time (ms)
0,5.044927436846436,0.0,319.8540210723877
1,4.70245401462568,0.06788470726445872,1329.5087814331055
2,4.0077087877904916,0.20559634643710667,3826.892375946045
3,3.6927546916331626,0.26802620298112967,5796.211004257202
4,2.730155511203506,0.4588315599420959,8319.363355636597
5,2.225619191092798,0.5588401976136204,10764.301776885986
6,2.142123973397002,0.5753905283648568,13154.00242805481
7,2.0177285237698404,0.6000480583659069,15624.324321746826
8,1.9163441494264122,0.6201443581863862,18023.72932434082
9,1.7556518801281589,0.6519966040927618,20684.625148773193
10,1.6886876626294427,0.6652701780612658,23138.454914093018
11,1.6715955568916225,0.6686581565707256,25635.868549346924
12,1.670153273337096,0.6689440444397943,27890.77925682068
13,1.6368488694751753,0.6755456069555754,30512.233018875122
14,1.6248338701690035,0.6779272069798727,33320.43528556824
15,1.600002215482516,0.6828493104188886,36053.4245967865
16,1.577271259890054,0.687355015580561,38891.21603965759
17,1.5744464903193756,0.6879149383160295,41870.63431739807
18,1.5392876523775185,0.6948840847273472,45002.52103805542
19,1.5339493263381008,0.6959422418775232,48395.440340042114
20,1.5246560513645684,0.6977843446807582,51224.38669204712
21,1.5225555837110123,0.6982006970822249,54340.019941329956
22,1.5161645566796078,0.699467519471924,57112.648248672485
23,1.5128344643767055,0.700127606726813,59953.06634902954
24,1.508533278978677,0.7009801829931462,62781.63814544678
25,1.5072507042658108,0.7012344135502597,65661.31639480591
26,1.5066126463024185,0.701360888702059,68545.48811912537
