baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI1000,SI1000,SI1000,SI1000,SI1000,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,
optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,
474.779,0.940841,100,23.6785,8,223.758,0.940779,20.0357,12.112,8,170.874,0.395332,0.142857,8.5798,5,218.314,0.941305,24.0536,11.7561,8,606.176,0.940854,35.0491,57.8561,8,184.613,0.940886,18.9509,9.53787,8,
436.274,0.924387,100,20.1116,8,295.746,0.587662,20.0357,9.84514,7,165.062,0,0.142857,3.18167,3,156.156,0.598286,39.7143,11.9553,3,810.266,0.671058,57.0781,61.0409,8,362.079,0.915153,32.2121,12.1991,8,
218.432,0.926851,100,15.0276,8,302.571,0.926872,20.0357,15.7319,8,129.361,0.77268,0.142857,9.29025,4,189.163,0.926665,16.2388,9.9375,8,533.233,0.926824,23.7455,45.681,8,242.457,0.927083,13.7589,12.4855,8,
159.838,0.893809,100,14.3973,6,173.949,0.893809,20.0357,12.7833,6,199.87,0.894406,0.142857,12.2995,6,190.508,0.893811,10.8036,12.7233,6,327.529,0.89384,5.59524,34.9722,6,192.145,0.89381,10.2351,11.2467,6,
364.906,0.739161,100,23.308,8,188.462,0.735975,20.0357,9.35263,8,148.739,0,0.142857,2.78767,3,152.587,0,30.9286,3.85667,3,574.153,0.73926,38.4464,54.3076,8,195.054,0.741145,24.6183,9.38238,8,
487.792,0.719084,100,16.6542,8,316.112,0.783466,20.0357,11.715,6,204.344,0.797743,0.142857,9.328,3,296.968,0.691797,34.1821,13.6178,5,614.278,0.849096,46.3423,62.967,6,266.889,0.774168,31.3103,10.1978,8,
343.384,0.852374,100,18.807,8,300.014,0.687472,20.0357,12.4656,8,147.031,0,0.142857,3.07667,3,247.867,0.36637,31.3,13.9072,5,704.115,0.765184,45.1339,59.9934,8,272.267,0.834299,27.1607,11.0283,8,
297.423,0.932984,100,19.6958,8,215.498,0.933079,20.0357,11.992,8,176.424,0.731552,0.142857,7.639,7,207.575,0.93305,19.5781,10.7859,8,541.93,0.932988,27.3192,51.8405,8,241.885,0.932975,16.2746,12.3771,8,
244.799,0.906229,100,16.8182,8,199.649,0.90621,20.0357,10.0339,8,154.74,0.572661,0.142857,14.174,3,240.34,0.906531,18.8884,11.6355,8,582.303,0.906224,27.7879,52.1715,8,93.236,0.764943,17.6607,9.316,4,
255.378,0.758101,100,14.7504,8,215.609,0.76028,20.0357,11.0216,8,151.614,0.547435,0.142857,11.1253,4,269.922,0.771775,24.1362,12.8696,8,567.073,0.758172,33.9844,52.0331,8,236.686,0.752238,21.7143,10.7285,8,
226.95,0.942424,100,13.5968,8,211.802,0.942444,20.0357,10.626,8,154.317,0.747687,0.142857,9.0296,5,237.954,0.942292,24.2455,11.2797,8,560.818,0.942447,38.9464,51.6733,8,238.13,0.94287,17.8973,11.7904,8,
227.22,0.908205,100,14.7741,8,259.603,0.913587,20.0357,14.1328,8,137.723,0,0.142857,3.117,3,202.492,0.929381,23.1228,10.0706,8,571.922,0.908491,34.7344,54.3104,8,242.436,0.900743,20.9866,12.9372,8,
266.274,0.897802,100,17.1129,8,296.113,0.897633,20.0357,14.0629,8,117.864,0.483445,0.142857,9.04425,4,202.64,0.89876,22.9174,10.959,8,599.741,0.897814,34.4598,54.608,8,186.086,0.897885,17.7902,9.9195,8,
305.022,0.808239,100,18.6551,8,300.486,0.80801,20.0357,13.1603,8,135.45,0,0.142857,2.32167,3,336.498,0.802912,29.8214,13.4933,8,622.347,0.808321,44.9754,57.2663,8,237.814,0.816079,24.6763,11.1199,8,
267.337,0.927543,100,19.5845,8,205.715,0.927549,20.0357,10.1289,8,196.896,0.75709,0.142857,9.37238,8,208.592,0.927534,17.5067,10.4399,8,490.597,0.927553,23.7054,44.2921,8,328.109,0.927502,14.3817,16.0453,8,
285.41,0.901066,100,17.4621,8,212.106,0.901114,20.0357,11.6109,8,134.659,0.708517,0.142857,8.71475,4,221.448,0.901139,16.75,11.9198,8,506.028,0.901372,25.0379,47.0326,8,189.082,0.901097,14.7589,11.1538,8,
282.965,0.891564,100,19.8602,8,233.558,0.891621,20.0357,11.931,8,142.415,0,0.142857,3.01667,3,204.719,0.891541,19.0201,10.0716,8,576.154,0.891581,29.4621,51.4709,8,202.228,0.891043,17.2031,10.7759,8,
318.736,0.897905,100,19.1349,8,217.057,0.897816,20.0357,11.1604,8,129.067,0.618615,0.142857,9.3645,4,178.852,0.89831,14.6027,9.5255,8,505.838,0.897908,16.8705,46.033,8,285.01,0.897664,12.654,14.7396,8,
296.439,0.728253,100,14.7647,8,350.512,0.62458,20.0357,13.1683,6,216.499,0,0.142857,3.10367,3,299.671,0.620995,30.5842,10.5287,7,706.789,0.759148,46.6808,58.5709,8,134.586,0.294477,28.7262,8.28633,3,
339.156,0.913447,100,21.7244,8,257.418,0.913386,20.0357,12.6587,8,126.392,0.702742,0.142857,9.9805,4,335.111,0.913866,20.5223,16.0155,8,575.118,0.913445,30.3415,50.6861,8,224.241,0.9135,15.7634,13.1409,8,
250.125,0.895145,100,16.8758,8,214.843,0.895209,20.0357,10.6844,8,234.079,0.0825611,0.142857,10.1263,3,248.919,0.895186,18,12.615,8,503.883,0.895171,27.9397,47.164,8,255.401,0.894894,16.3013,12.1594,8,
253.43,0.895681,100,15.9635,8,207.212,0.895655,20.0357,12.1417,8,231.122,0.664636,0.142857,10.3973,7,276.516,0.895782,19.7165,13.3409,8,503.981,0.895674,26.7522,45.6647,8,334.781,0.895284,17.7991,17.347,8,
251.122,0.911051,100,15.5765,8,240.388,0.911071,20.0357,12.9648,8,128.698,0.725345,0.142857,9.39725,4,253.959,0.911071,14.5379,12.7708,8,485.06,0.911181,19.0045,42.4352,8,213.059,0.911071,12.692,10.6005,8,
199.151,0.701856,100,18.1716,5,307.621,0.776652,20.0357,10.5803,8,144.216,0,0.142857,3.02133,3,268.372,0.802916,22.3683,9.673,8,649.936,0.809339,36.1696,51.8713,8,243.283,0.804558,20.6362,10.2545,8,
302.084,0.617185,100,17.2546,8,247.438,0.614073,20.0357,12.2505,8,193.985,0,0.142857,3.671,3,223.016,0.606042,31.6808,10.9938,8,626.766,0.61733,46.3504,60.5131,8,241.972,0.620218,27.9888,10.3894,8,
408.969,0.714214,100,20.232,8,273.169,0.712711,20.0357,11.6756,8,156.647,0,0.142857,2.45367,3,281.607,0.735278,31.933,13.0693,8,749.806,0.688094,50.9397,62.8023,8,365.002,0.679557,25.7522,12.3816,8,
398.98,0.831126,100,17.9655,8,340.591,0.855544,20.0357,11.172,8,204.882,0,0.142857,4.22767,3,254.833,0.902564,26.4754,12.3423,8,770.215,0.823374,44.7902,60.7726,8,297.503,0.819387,27.817,10.7054,8,
225.364,0.82599,100,17.7604,7,206.248,0.825993,20.0357,12.6019,7,99.615,0.275932,0.142857,8.90633,3,211.284,0.826268,14.9732,11.0849,8,436.4,0.826001,18.8571,44.7243,7,210.654,0.825862,15.102,10.5859,7,
233.626,0.608688,100,15.2222,6,93.405,0.388453,20.0357,13.3147,3,103.855,0.425547,0.142857,8.29867,3,273.333,0.761775,26.4063,11.3149,8,244.92,0.382856,44.25,64.1197,3,150.042,0.530676,29.0848,12.0685,4,
274.295,0.899129,100,19.8995,8,197.689,0.899053,20.0357,10.711,8,227.069,0.679251,0.142857,8.76667,6,256.842,0.899427,15.0223,12.6017,8,502.868,0.89907,18.2054,45.8631,8,248.161,0.898799,13.3281,14.7128,8,
317.155,0.911916,100,18.4941,8,266.303,0.911868,20.0357,13.0443,8,97.304,0.660876,0.142857,8.40767,3,209.969,0.91225,18.9554,11.1976,8,561.66,0.911887,28.6071,49.9535,8,200.988,0.91158,14.9241,11.169,8,
212.404,0.87508,100,14.6554,8,247.173,0.876986,20.0357,14.2439,8,198.55,0.837389,0.142857,9.32625,8,207.67,0.879636,19.6964,10.1514,8,530.424,0.875391,26.1027,47.65,8,210.871,0.871278,19.3594,10.1525,8,
335.236,0.87134,100,15.4483,8,330.605,0.859787,20.0357,12.1256,8,143.539,0,0.142857,3.21867,3,184.31,0.635836,31.1042,11.7862,6,719.369,0.858207,47.1897,58.6738,8,100.77,0.511439,29.3929,9.88067,3,
193.088,0.887577,100,15.335,6,146.954,0.887583,20.0357,10.3303,6,194.14,0.78547,0.142857,9.24837,8,137.423,0.887592,12.4464,9.96783,6,380.894,0.887586,10.7351,43.226,6,142.137,0.887582,11.6667,7.85633,6,
332.07,0.901236,100,20.2705,8,191.791,0.901152,20.0357,10.9737,8,121.611,0.634487,0.142857,8.7525,4,201.146,0.901599,14.6205,10.6491,8,466.788,0.901227,16.2321,41.0621,8,185.242,0.901023,12.7589,9.39413,8,
239.002,0.788672,100,15.83,8,218.798,0.789429,20.0357,11.9135,8,137.998,0,0.142857,2.61333,3,223.722,0.791555,26.1629,11.6555,8,618.268,0.788711,37.8906,59.2108,8,227.206,0.78981,21.8817,11.7651,8,
367.966,0.804049,100,17.7427,8,360.428,0.806949,20.0357,11.9615,8,150.846,0.00457081,0.142857,7.47967,3,243.807,0.588416,29.6179,12.439,5,750.47,0.751953,42.6138,57.9911,8,415.273,0.64338,30.3906,12.6607,8,
256.032,0.926167,100,18.093,8,290.03,0.926588,20.0357,16.0141,8,216.459,0.590367,0.142857,8.97257,7,173.854,0.92171,22.9531,9.33725,8,570.801,0.926265,35.0156,50.8854,8,222.775,0.92312,18.8482,10.422,8,
243.889,0.894777,100,15.2778,8,211.159,0.894766,20.0357,11.0443,8,134.011,0.725432,0.142857,8.84167,6,197.869,0.894719,16.7076,10.5303,8,506.484,0.894787,20.5491,45.9923,8,219.298,0.89472,16.0335,10.8597,8,
273.088,0.893783,100,17.0707,8,221.98,0.893713,20.0357,12.9009,8,126.192,0.586281,0.142857,10.1775,4,188.169,0.89411,16.9442,9.89525,8,537.186,0.893798,21.5759,46.6867,8,205.005,0.893558,14.9286,9.84062,8,
250.493,0.929996,100,16.0536,8,176.689,0.930052,20.0357,9.67688,8,146.041,0.653524,0.142857,9.2925,4,214.015,0.929654,25.9107,11.961,8,595.814,0.930044,42.1094,54.785,8,269.288,0.929878,20.4174,13.1562,8,
255.371,0.896628,100,17.3722,8,217.674,0.89667,20.0357,11.6729,8,198.651,0.442041,0.142857,16.6047,4,225.667,0.89669,18.3616,11.1666,8,521.949,0.896622,27.779,49.397,8,205.331,0.896714,16.5714,10.3107,8,
280.752,0.887756,100,18.5862,8,216.979,0.887683,20.0357,10.9517,8,137.957,0.535288,0.142857,9.36275,4,209.54,0.888117,17.0201,10.7629,8,469.755,0.887737,23.154,42.1849,8,196.542,0.887518,15.3147,10.7476,8,
377.198,0.726924,100,15.8441,8,244.489,0.791105,20.0357,9.99575,8,101.948,0.429733,0.142857,9.29467,3,278.649,0.729973,26.1607,10.6384,8,703.637,0.726989,40.8192,54.046,8,239.842,0.801085,24.3259,11.2672,8,
230.299,0.767354,100,15.1488,8,210.885,0.780552,20.0357,10.7537,8,159.485,0.448521,0.142857,8.4745,6,225.049,0.755152,19.317,11.3849,8,517.598,0.767421,25.1897,47.228,8,278.681,0.736079,17.8348,12.556,8,
254.839,0.883363,100,14.326,8,251.37,0.883379,20.0357,13.3082,8,168.112,0.594477,0.142857,9.5054,5,222.34,0.883428,19.5558,11.7459,8,556.755,0.883371,30.5871,52.2839,8,255.68,0.883388,17.1964,13.1858,8,
