baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI1000,SI1000,SI1000,SI1000,SI1000,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,
optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,
45503.6,0.421221,100,14362.9,3,11099.1,0.42824,20.0357,2932.96,3,2828.13,0,0.142857,26.416,3,3096.75,0.115128,1.05435,136.816,3,3476.5,0,2.1087,227.218,3,6486.69,0.0811375,10.1064,1223.88,3,
31517.9,0.0899017,100,9789.24,3,8548.03,0.263136,20.0357,2046.47,3,2346.78,0.0860081,0.142857,46.9613,3,2752.2,0.198906,1.18556,178.277,3,5643.46,0.15405,5.66848,1070.65,3,5430.89,0.17284,9.0854,1095,3,
17792.3,0,100,5010.2,3,5764.78,0,20.0357,1009.87,3,2790.14,0,0.142857,25.7467,3,2982.87,0,1.18323,85.2597,3,3170.93,0.0307724,1.99457,371.986,3,4327.03,0,7.45963,565.769,3,
48271.7,0.0810191,100,11251.6,4,12432.4,0.157213,20.0357,2310.47,4,2754.53,0.311556,0.142857,62.2913,4,3047.53,0.139372,1.07376,154.242,3,3872.4,0.000262598,1.59239,405.04,3,5611.54,0.046008,8.21506,1141.86,3,
33754.6,0.204881,100,10371.3,3,5766.92,0,20.0357,1057.52,3,2558.2,0,0.142857,28.0883,3,2879.52,0.130182,1.0528,135.327,3,3965.04,0.00174303,2.24922,585.331,3,4219.14,0,9.01863,549.432,3,
30404.5,0.573484,100,9339.17,3,8087.58,0.697949,20.0357,1904.18,3,2511.88,0.569596,0.142857,47.78,3,2829.53,0.603527,1.11491,164.227,3,3040.04,0,0.987578,151.64,3,5205.77,0.50329,6.59783,1022.88,3,
45089,0.404864,100,14337.8,3,14077.9,0.475719,20.0357,2792.15,4,3064.09,0.234403,0.142857,42.7378,4,2556.53,0.122904,1.14053,149.034,3,3410.63,0,1.43944,231.059,3,4033.63,0,7.82609,465.521,3,
34283.9,0.523732,100,10532.6,3,9128.71,0.0094703,20.0357,2119.43,3,2765.05,0.46481,0.142857,42.91,3,3248.22,0.0612039,1.19099,187.836,3,3613.64,0,1.76242,276.904,3,6396.05,0.0106942,10.2616,1264.93,3,
17019,0,100,4850.89,3,5401.27,0,20.0357,981.07,3,2619.86,0.013717,0.142857,36.2393,3,2650.39,0,1.06211,64.1537,3,2824.48,0,1.0854,121.647,3,3779.34,0,7.32919,440.413,3,
30486.7,0.0655172,100,9348.32,3,10385.1,0.280098,20.0357,2847.73,3,2695.33,0.451153,0.142857,52.1995,4,2826.94,0.369125,1.23835,188.696,3,3096.55,0,1.49534,183.458,3,5274.55,0.0628188,7.93711,954.873,3,
31865.9,0.0959534,100,9877.69,3,8438.06,0.74376,20.0357,2014.97,3,2664.29,0.643672,0.142857,38.8217,3,2934.01,0.592959,1.04115,127.043,3,3471.28,0.185224,1.43271,607.791,3,5515.83,0.677034,10.2158,1208.5,3,
44343.5,0.704927,100,14106.9,3,10640.6,0.877785,20.0357,2889.39,3,2068.73,0.0775803,0.142857,37.2843,3,2832.12,0.329298,1.03649,118.831,3,2963.32,0,1.55745,175.444,3,5268.66,0.152193,8.56832,995.332,3,
31246,0.363478,100,9621.5,3,8292.72,0.367229,20.0357,1967.52,3,2472.44,0.393167,0.142857,36.5973,3,2733.9,0.368601,1.03649,119.782,3,2866.64,0,0.871118,124.022,3,4390.36,0.363475,5.27252,668.404,3,
43511.4,0.849159,100,10246.6,4,7972.37,0.251511,20.0357,1865.71,3,2597.96,0,0.142857,23.958,3,2729.21,0,1.06832,74.2667,3,3850.77,0.13447,1.60973,384.512,4,3838.71,0,7.22826,414.693,3,
32731.7,0.0244073,100,10073.7,3,8250.27,0.10492,20.0357,2024.43,3,2015.17,0.807203,0.142857,52.4743,3,2445.29,0.259644,1.0955,157.073,3,3634.9,0,3.31211,310.128,3,5016.98,0.648212,6.97981,895.685,3,
46550,0.506322,100,10884.6,4,8535.68,0.673647,20.0357,2015.75,3,2682.24,0.602223,0.142857,52.696,3,2864.48,0.69527,1.0528,129.657,3,3300.13,0.00601015,1.8354,398.434,3,5185.75,0.867509,7.95419,984.434,3,
30316,0.0106037,100,9396.68,3,8339.04,0.0204914,20.0357,1934.5,3,2785.49,0.214032,0.142857,47.0773,3,3008.35,0.116167,1.03649,116.915,3,2885.64,0.0282109,1.4736,251.905,3,4816.78,0.0780564,6.32686,834.54,3,
17124,0,100,4876.84,3,8137.85,0.107776,20.0357,2022.45,3,2664.11,0.109363,0.142857,54.155,3,2652.4,0,1.03571,69.4807,3,3405.32,0.0202843,2.4045,452.548,3,4165.27,0,8.44255,562.48,3,
46807.1,0.866293,100,14909.5,3,18089.7,0.924353,20.0357,3014.54,5,2125.07,0.924627,0.142857,60.1497,3,3111.6,0.974183,1.07453,219.137,4,5919.28,0.884978,2.41925,551.483,5,10314.6,0.932294,9.033,1430.79,5,
44809.5,0.443255,100,14307.3,3,8370.47,0.152672,20.0357,1923.17,3,2636.77,0.117253,0.142857,45.0437,3,2473.15,0.835982,1.05072,191.711,3,2912.24,0,1.24845,128.309,3,5198.71,0.163564,7.72826,886.109,3,
45503.3,0.492317,100,10671.9,4,10397.6,0.646488,20.0357,2833.5,3,2696.49,0.321468,0.142857,54.9603,3,2167.94,0.472988,1.04451,183.734,3,3567.15,0,1.86025,309.206,3,4630.55,0.438404,6.41537,836.687,3,
28263.2,0.362684,100,8600.52,3,7701.03,0.362884,20.0357,1748.75,3,2591.39,0.61634,0.142857,38.9663,3,2781.08,0.559701,1.03649,107.798,3,2724.47,0,0.701863,73.774,3,4279.93,0.361096,5.24457,611.294,3,
30573.7,0.475152,100,9467.93,3,7681.13,0.776484,20.0357,1930.83,3,2777.71,0.188724,0.142857,47.19,3,2578.09,0.517829,1.1118,161.381,3,3731.51,0,2.94565,360.159,3,4572.8,0.494283,6.69798,787.93,3,
31376.1,0.595227,100,9681.85,3,10865.4,0.585384,20.0357,2996.08,3,2129.23,0.538696,0.142857,72.5253,3,2389.16,0.423568,1.07453,208.331,3,3275.31,0,2.0264,214.759,3,5369.32,0.406983,7.86491,979.819,3,
33241.3,0.345246,100,10136.7,3,8944.14,0.334921,20.0357,2062.2,3,3062.52,0.325472,0.142857,48.975,4,3075.81,0.666946,1.12578,249.388,3,3725.67,0.00140079,2.25466,479.913,3,6347.13,0.329297,9.80124,1238.89,3,
29291.8,0.521172,100,9088.46,3,8295.39,0.063566,20.0357,1955.24,3,2438.38,0.117315,0.142857,52.3583,3,2849.04,0.0491612,1.03882,129.93,3,3116.24,0,1.73758,159.17,3,4679.26,0.40698,6.13665,915.638,3,
28526.3,0.0560327,100,8748.55,3,7632.32,0.0545123,20.0357,1789.57,3,2402.52,0.147745,0.142857,46.2937,3,2595.42,0.0725057,1.03571,110.672,3,1990.69,0.616056,0.594203,185.778,3,5374.54,0.232811,7.80176,1280.53,3,
32610.4,0.639587,100,10006.3,3,8561.51,0.622358,20.0357,2005.76,3,2651.14,0.608809,0.142857,37.1093,3,2902.92,0.541763,1.03571,121.636,3,3099.07,0,1.23758,148.118,3,5479.07,0.669198,7.76863,985.092,3,
30620.2,0.287961,100,9499.35,3,7985.28,0.0789122,20.0357,1974.16,3,2415.71,0.372358,0.142857,38.7217,3,2833.72,0.478434,1.62966,275.785,3,4157.55,0.0118316,3.24146,651.469,3,4094.57,0,9.35714,530.454,3,
29793.6,0.479159,100,9126.9,3,7770.53,0.0754391,20.0357,1883.41,3,2724.03,0.3499,0.142857,38.1,3,2477.36,0.0465354,1.05021,175.273,3,3322.93,0,2.28261,219.548,3,5532.99,0.631473,9.04581,1050.45,3,
33415.3,0.128321,100,10229.1,3,8410.28,0.500966,20.0357,2088.75,3,2627.55,0.789273,0.142857,49.4878,4,2673.76,0.255986,1.11102,162.963,3,3681.51,0,2.48602,323.595,3,5426.35,0.427336,8.86724,1123.11,3,
34297.6,0.0631155,100,10513,3,9222.57,0.0619695,20.0357,2166.5,3,2676.16,0,0.142857,21.5063,3,3115.4,0.0177949,1.03571,131.196,3,3134.47,0,1.11491,120.793,3,6376.89,0.194142,10.2523,1230.65,3,
45963.6,0.768467,100,14739.3,3,14524,0.784779,20.0357,2954.1,4,2547.83,0.756772,0.142857,38.6843,3,3331.75,0.14557,1.04296,139.828,4,3049.99,0,1.30435,152.594,3,5311.14,0.523298,8.5,1060.75,3,
39882.4,0.784151,100,12650.1,3,9565.87,0.786067,20.0357,2550.5,3,2735.95,0.817979,0.142857,41.6105,4,2367.93,0.776926,1.03675,160.748,3,2594.52,0,0.861801,105.173,3,4085.05,0.143758,5.28339,695.378,3,
32103.9,0.506431,100,10055.5,3,8596.45,0.000465072,20.0357,2041.48,3,2797.25,0.000796587,0.142857,38.2263,3,3007.15,0,1.21273,86.7137,3,3775.33,0.000515476,2.15373,616.996,3,4647.95,0,9.25932,628.055,3,
30391.8,0.310414,100,9290.01,3,7749.51,0.34956,20.0357,1900.87,3,1976.2,0.37139,0.142857,38.201,3,2956.92,0,1.68323,128.824,3,5846.46,0.545738,4.84472,632.269,4,5264,0.60579,9.14286,1050.34,3,
33075.6,0.127655,100,10131.2,3,8769.24,0.127577,20.0357,2048.71,3,2704.72,0.12823,0.142857,40.4643,3,2965.07,0.126443,1.03571,123.848,3,3102.57,0.328045,1.39079,478.662,3,7375.88,0.128905,7.32867,1115.39,4,
29407.8,0.223026,100,8964.63,3,7770.46,0.143028,20.0357,1851.06,3,2520.5,0,0.142857,17.0477,3,2532.84,0,1.10093,72.6013,3,3698.6,0.0903978,2.61413,512.098,3,4082.61,0,8.40994,528.455,3,
16369.9,0,100,4591.22,3,7776.47,0.0900251,20.0357,1834.7,3,2399.05,0.251829,0.142857,46.546,3,2561.66,0.0137867,1.31832,106.599,3,4742.33,0.474154,5.38742,875.251,3,4073.59,0,10.0963,552.166,3,
32213.2,0.00521303,100,9763.94,3,9110.44,0.0164131,20.0357,2081.95,3,3382.28,0.325379,0.142857,42.4925,4,3140.06,0,1.17391,107.125,3,4656.92,0.00474642,3.17081,654.246,3,6189.05,0.015603,8.82531,1132.13,3,
30245.7,0.172432,100,9280.07,3,8112.1,0.170958,20.0357,1914.54,3,2468.15,0.225404,0.142857,36.2083,3,2731.47,0.188846,1.0559,121.985,3,3258.93,0.000705763,1.10947,232.927,3,5439.92,0.367019,8.27562,973.585,3,
61420.2,0.420305,100,11522.5,5,8351.12,0.353705,20.0357,1919.49,3,2377.71,0.793678,0.142857,36.6227,3,2979.27,0.762293,1.07816,206.255,3,6594.6,0.633742,2.64014,796.796,5,5144.96,0.620951,6.19953,857.713,3,
15949.3,0,100,4572.21,3,5031.06,0,20.0357,918.481,3,2414.5,0,0.142857,17.9177,3,2461.53,0,1.05124,58.5527,3,3041.59,0,2.72981,251.063,3,5165.61,0.267334,8.36957,987.029,3,
32752.8,0.244461,100,10023.4,3,8644.57,0.211328,20.0357,2008.9,3,2715.3,0.249109,0.142857,37.5473,3,2971.32,0.201373,1.03804,122.988,3,4793.71,0.508441,1.03067,293.231,5,5854.85,0.200628,8.7205,1082.15,3,
47323.1,0.654459,100,15068.6,3,11553.1,0.676218,20.0357,3144.95,3,2377.42,0.76827,0.142857,67.3243,3,3181.06,0.691019,1.04309,190.064,4,4263.7,0.72149,1.43595,593.413,4,6173.58,0.674504,6.77484,1375.41,3,
31543.3,0.258049,100,9651.42,3,8430.98,0.280268,20.0357,1989.32,3,2082.48,0.763361,0.142857,40.9953,3,3021.51,0.183291,1.48913,248.356,3,3611.25,0,2.49845,269.019,3,5578.75,0.0970004,8.70264,1132,3,
32059.8,0.67289,100,9941.35,3,7996.91,0.262747,20.0357,2023.65,3,2508.77,0,0.142857,27.323,3,2957.73,0.581592,1.27717,194.641,3,4007.66,0.317217,2.89752,679.808,3,5505.31,0.0278247,9.16537,1027.51,3,
40425.9,6.15807e-12,100,12953.2,3,6628.8,5.90938e-12,20.0357,1764.04,3,1287.95,6.22313e-12,0.142857,53.0293,3,1940.33,4.04088e-12,1.05124,165.01,3,2325.13,2.25886e-12,0.919255,189.605,3,4090.36,5.24425e-12,6.29037,775.848,3,
18133,0,100,5097.71,3,6051.18,0,20.0357,1078.46,3,2949.17,0.0178452,0.142857,41.2487,3,2906.91,0,1.03571,60.6543,3,3594.04,0.00663819,2.26398,468.47,3,5511.08,0.000400323,9.07686,1048.79,3,
