baseline,baseline,baseline,baseline,baseline,setInterval5,setInterval5,setInterval5,setInterval5,setInterval5,setInterval20,setInterval20,setInterval20,setInterval20,setInterval20,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_accel,adaptive_accel,adaptive_accel,adaptive_accel,adaptive_accel,iterative_error,iterative_error,iterative_error,iterative_error,iterative_error,setInterval5_bpp,setInterval5_bpp,setInterval5_bpp,setInterval5_bpp,setInterval5_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,
optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,
14.6788,0.40754,100,1.80003,4,13.4945,0.432707,20.0455,0.416157,6,7.92851,0.41218,5.04545,0.156024,4,8.22108,0.386903,3.01212,0.215682,4,8.11172,0.400311,2.52424,0.185078,4,7.20445,0.0121354,0.754545,0.137152,4,5.62804,0.421879,20.0455,0.417344,5,4.72665,0.410378,5.04545,0.154645,5,5.10376,0.421153,2.95152,0.200149,6,4.15389,0.377087,2.05455,0.14697,5,4.43247,0.482544,1.69394,0.18862,5,
12.7538,0.556754,100,1.38446,4,7.64167,0.224059,20.0455,0.31518,4,7.71861,0.66077,5.04545,0.127365,4,7.28615,0.0615952,2.17879,0.161362,4,7.73484,0.814272,3.51515,0.205848,4,15.2775,0.825802,5.33636,0.374264,7,6.59151,0.788562,20.0455,0.369152,6,4.14062,0.580108,5.04545,0.129433,5,4.90917,0.907182,2.98485,0.19177,5,4.67866,0.880693,3.50606,0.197734,5,5.24321,0.728318,3.94848,0.321598,5,
15.8858,0.595857,100,1.69489,5,12.9492,0.736449,20.0455,0.397513,6,7.52913,0.613377,5.04545,0.137175,4,7.83781,0.671641,3.81818,0.201558,4,11.7408,0.685835,3.33333,0.205791,6,8.06731,0.739367,1.47879,0.173728,4,5.29511,0.661071,20.0455,0.416164,5,4.70841,0.715264,5.04545,0.143243,5,4.51845,0.682972,2.32727,0.156415,5,4.67901,0.724976,2.16364,0.146194,5,4.84335,0.766751,1.39394,0.185213,5,
14.456,0.327369,100,1.75426,4,8.99774,0.285757,20.0455,0.406056,4,9.58857,0.290404,5.04545,0.150911,5,8.13309,0.276367,2.38788,0.22383,4,7.74803,0.267402,1.9697,0.181262,4,8.15647,0.355541,1.52727,0.182992,4,5.87855,0.33696,20.0455,0.402793,6,4.84477,0.265928,5.04545,0.14783,6,5.08979,0.300148,2.31515,0.210365,6,5.12034,0.312509,1.90303,0.176511,6,4.39839,0.368671,1.21515,0.161957,5,
18.8358,0.418357,100,1.89402,5,9.12766,0.320357,20.0455,0.435475,4,7.98928,0.318618,5.04545,0.153198,4,7.97458,0.275252,1.5303,0.127997,4,9.80068,0.270931,1.67273,0.133439,5,7.87446,0.291065,1.12121,0.158877,4,5.22368,0.48218,20.0455,0.426639,5,5.13225,0.546585,5.04545,0.158154,5,5.43147,0.371796,1.64545,0.127915,6,4.41899,0.142048,1.65758,0.130456,5,4.84613,0.448838,2.24242,0.242636,5,
14.1375,0.415899,100,1.69176,4,11.0846,0.472373,20.0455,0.38159,5,7.83862,0.401826,5.04545,0.142867,4,9.80708,0.477262,1.81515,0.13958,5,7.83865,0.382921,1.71515,0.130662,4,7.79095,0.39652,0.772727,0.123608,4,5.11874,0.421998,20.0455,0.366993,5,4.97604,0.402356,5.04545,0.136594,6,5.11935,0.412644,1.71515,0.133396,6,4.47743,0.390928,1.65758,0.128217,5,4.05865,0.341183,0.978788,0.121428,5,
18.3732,0.210398,100,1.77947,5,11.2791,0.269049,20.0455,0.418187,5,8.05263,0.259246,5.04545,0.149053,4,7.8595,0.369133,1.9,0.145946,4,7.76752,0.245911,1.72727,0.132559,4,8.06399,0.228896,1.27879,0.187755,4,4.94077,0.101143,20.0455,0.390347,5,4.27201,0.114568,5.04545,0.146205,5,4.36889,0.132096,1.94848,0.157218,5,4.3838,0.125237,1.63939,0.139553,5,4.51777,0.142901,0.863636,0.149393,5,
12.3183,0.32414,100,1.68663,4,8.71456,0.371016,20.0455,0.37444,4,7.81515,0.368718,5.04545,0.141485,4,7.79856,0.380493,1.59091,0.116367,4,7.76058,0.293973,1.44848,0.119317,4,7.90394,0.334922,1.29091,0.157366,4,5.33475,0.344823,20.0455,0.370902,5,4.29315,0.359821,5.04545,0.137602,5,4.33439,0.305943,1.58182,0.126216,5,4.49508,0.298769,1.64242,0.123925,5,4.13653,0.367214,0.684848,0.136275,5,
12.2457,0.212322,100,1.64373,4,11.3003,0.533438,20.0455,0.393529,5,7.83742,0.326245,5.04545,0.143686,4,7.77636,0.323686,1.55758,0.118996,4,9.60628,0.307923,1.67273,0.121026,5,7.16122,0.0509742,0.260606,0.071352,4,5.9777,0.540182,20.0455,0.372803,6,4.65597,0.415991,5.04545,0.140909,5,4.30922,0.395045,1.76061,0.128523,5,4.02683,0.307497,1.7303,0.120954,5,3.74984,0.00359097,0.263636,0.081331,5,
14.4874,0.245063,100,1.77066,4,8.90759,0.198568,20.0455,0.398767,4,7.85307,0.231967,5.04545,0.151534,4,10.2606,0.238126,3.83636,0.240209,5,9.77128,0.138222,3.15758,0.216383,5,7.79686,0.0191432,1.28182,0.164647,4,5.73186,0.232152,20.0455,0.401221,5,5.30839,0.311428,5.04545,0.145135,6,5.26906,0.254278,3.54545,0.230722,5,4.70259,0.231758,2.80303,0.188687,5,5.71709,0.270756,2.50303,0.220867,6,
12.2992,0.297323,100,1.71534,4,10.4859,0.312002,20.0455,0.408785,5,7.4813,0.285642,5.04545,0.146072,4,7.65433,0.352809,2.22121,0.169076,4,9.61207,0.327626,1.80606,0.16229,5,10.1607,0.387974,2.39091,0.222444,5,5.18247,0.319344,20.0455,0.39799,5,4.73162,0.290772,5.04545,0.144637,6,4.97252,0.311713,1.84242,0.162513,6,4.54215,0.326715,1.63636,0.141382,5,4.73229,0.26726,1.61212,0.172408,5,
11.9108,0.271404,100,1.56906,4,10.4206,0.339027,20.0455,0.367762,5,11.4476,0.485193,5.04545,0.139092,6,7.66619,0.37499,2.05152,0.164603,4,9.58206,0.353916,1.95152,0.161079,5,7.8167,0.396912,1.37576,0.150601,4,5.21747,0.347588,20.0455,0.362286,5,4.54255,0.436859,5.04545,0.131876,5,4.92782,0.411955,2.09394,0.169846,5,4.85369,0.476627,2.12121,0.163685,5,4.32334,0.318206,0.827273,0.134559,5,
11.9743,0.747615,100,1.59023,4,10.7403,0.569108,20.0455,0.344442,5,7.19024,0.000644905,5.04545,0.119075,4,7.21567,0.000162917,1.31818,0.105217,4,6.95528,0.00217793,1.32424,0.092742,4,7.42221,0.728669,0.624242,0.103194,4,5.9789,0.725672,20.0455,0.363776,6,4.14256,0.479901,5.04545,0.120393,5,4.23799,0.684305,1.51818,0.117782,5,4.26479,0.364325,1.87576,0.13046,5,4.24322,0.692061,0.515152,0.0942695,5,
14.0758,0.399366,100,1.67068,4,8.81607,0.42499,20.0455,0.390721,4,7.88336,0.356374,5.04545,0.140483,4,13.7603,0.446586,2.32727,0.188187,7,8.00862,0.416336,2.08788,0.175258,4,7.74614,0.532693,1.01212,0.144984,4,4.89401,0.373763,20.0455,0.377235,5,4.50508,0.391709,5.04545,0.136126,5,4.73394,0.392574,2.07273,0.156531,5,4.25337,0.421629,1.97879,0.153836,5,4.6253,0.411562,1.87576,0.184941,5,
8.50749,0,100,1.63368,4,7.2692,0,20.0455,0.403631,4,6.93143,0,5.04545,0.141128,4,6.79557,0,1.57879,0.127691,4,6.93575,0,1.38182,0.107558,4,6.90337,0,1.3697,0.131506,4,5.19403,0.0860249,20.0455,0.382608,5,4.93204,0.259041,5.04545,0.140672,6,3.99425,0.000724866,1.56364,0.130799,5,4.10724,0.000805935,1.37879,0.108637,5,4.28641,0.0527652,1.39697,0.146279,5,
13.7968,0.221667,100,1.62445,4,10.515,0.242238,20.0455,0.377517,5,9.40502,0.121244,5.04545,0.139155,5,7.33185,0.00158395,1.75152,0.155132,4,7.26166,0.00100268,1.44848,0.109247,4,9.4933,0.241619,1.23636,0.147814,5,4.96268,0.225807,20.0455,0.362226,5,4.41125,0.148287,5.04545,0.136515,5,4.02288,0.0452264,1.7,0.153141,5,3.87182,0,1.4,0.109422,5,4.20603,0.245759,1.38485,0.159921,5,
14.1132,0.3129,100,1.69996,4,10.9818,0.280769,20.0455,0.385091,5,9.78182,0.259725,5.04545,0.141486,5,7.7654,0.266446,1.60606,0.129423,4,7.78379,0.395428,1.80909,0.13635,4,7.92548,0.400388,1.48182,0.164548,4,5.43487,0.374675,20.0455,0.401649,5,4.43695,0.34063,5.04545,0.141696,5,4.57576,0.327128,1.52121,0.119554,5,5.22996,0.376602,1.74242,0.13921,6,4.64114,0.432973,2.65152,0.243128,5,
17.4219,0.433148,100,1.64455,5,8.84568,0.41361,20.0455,0.37801,4,7.94999,0.418964,5.04545,0.138999,4,7.9003,0.466976,2.13333,0.154599,4,7.89384,0.517295,1.86061,0.151192,4,7.73256,0.322621,0.433333,0.0872045,4,5.6426,0.293996,20.0455,0.389914,6,5.11646,0.337756,5.04545,0.136557,6,5.10873,0.362431,2.3,0.159157,6,4.80605,0.716483,2.95758,0.183188,5,5.39143,0.462985,2.01818,0.197851,6,
13.7639,0.128899,100,1.60869,4,8.73063,0.182701,20.0455,0.386116,4,9.57441,0.206908,5.04545,0.138233,5,8.0547,0.350679,2.50303,0.20853,4,11.8641,0.378301,2.65455,0.202466,6,7.33694,0.0141507,0.781818,0.118855,4,4.67416,0.397173,20.0455,0.391098,5,4.28428,0.407213,5.04545,0.146046,5,4.5697,0.43903,2.61515,0.204096,5,4.17422,0.416443,1.92727,0.153682,5,4.74676,0.371208,1.56061,0.180737,5,
15.3786,0.387697,100,1.5944,5,8.29954,0.308382,20.0455,0.377124,4,7.50469,0.317874,5.04545,0.131813,4,7.76052,0.378119,1.57576,0.120352,4,11.5284,0.393319,1.6697,0.137181,6,7.39394,0.321781,0.448485,0.0952367,4,4.98255,0.387504,20.0455,0.374641,5,4.26974,0.322329,5.04545,0.13268,5,4.43846,0.342087,1.58788,0.126056,5,4.3418,0.311877,1.65455,0.130382,5,3.80922,0.368662,0.645455,0.102407,5,
17.8243,0.263864,100,1.7219,5,9.08399,0.213966,20.0455,0.404585,4,9.97153,0.250625,5.04545,0.142461,5,7.9837,0.212313,2.3303,0.182675,4,8.09033,0.163288,2.17576,0.169011,4,7.54347,0.0636888,0.845455,0.131847,4,4.80524,0.0511014,20.0455,0.406209,5,4.23597,0.104198,5.04545,0.145486,5,4.69786,0.238802,2.07879,0.164055,5,4.45983,0.240076,1.94242,0.161587,5,5.2071,0.344286,2.74848,0.234052,5,
18.0264,0.392992,100,1.7961,5,11.1137,0.392,20.0455,0.410993,5,7.82661,0.353476,5.04545,0.146111,4,10.0943,0.334786,2.23636,0.182854,5,9.82246,0.418019,2.14848,0.157163,5,8.29199,0.367263,2.36061,0.235866,4,5.86578,0.338805,20.0455,0.421894,5,4.62354,0.319215,5.04545,0.149709,5,4.46833,0.33627,1.83636,0.136671,5,4.87353,0.333653,2.06667,0.150939,5,4.43001,0.0795833,2.38182,0.241624,5,
14.8924,0.25203,100,1.84044,4,11.3275,0.308425,20.0455,0.42047,5,7.99431,0.315074,5.04545,0.156683,4,8.23125,0.314227,2.78788,0.225695,4,8.06493,0.279842,2.26667,0.173659,4,8.11512,0.25706,2.01818,0.211158,4,5.74773,0.245792,20.0455,0.464112,5,4.6722,0.278177,5.04545,0.157407,5,4.57992,0.288936,2.6,0.183071,5,4.21385,0.248058,1.9303,0.14757,5,4.64884,0.319233,1.69091,0.20048,5,
12.9538,0.85518,100,1.4282,4,12.3039,0.87441,20.0455,0.353347,6,7.42208,0.833655,5.04545,0.127483,4,7.50511,0.896533,1.53636,0.147414,4,7.56651,0.872567,2.05455,0.16891,4,7.69099,0.578153,2.54848,0.224492,4,4.81693,0.839169,20.0455,0.347545,5,4.11056,0.828992,5.04545,0.13449,5,4.81878,0.462469,1.47879,0.132556,6,4.54258,0.872342,2.09091,0.183553,5,4.29389,0.914576,2.16061,0.187592,5,
13.1822,0.109526,100,1.97869,4,11.4586,0.248894,20.0455,0.433657,5,8.14618,0.13242,5.04545,0.157749,4,8.45327,0.0872513,4.19091,0.255949,4,8.0783,0.072508,3.92424,0.265304,4,8.7426,0.121341,3.87576,0.305911,4,6.39219,0.0866484,20.0455,0.448279,5,4.55938,0.0835438,5.04545,0.182956,5,4.93097,0.154231,3.19091,0.197279,6,4.23675,0.0891721,3.41212,0.215595,5,4.30686,0.261737,1.22424,0.144219,5,
13.0944,0.139757,100,1.43905,4,10.9743,0.503844,20.0455,0.369253,5,9.363,0.0812224,5.04545,0.128021,5,7.39156,0.241165,1.18485,0.0973463,4,7.53044,0.203176,1.34545,0.126919,4,7.75969,0.178826,1.64242,0.154554,4,4.81659,0.128374,20.0455,0.338103,5,3.94163,0.0771247,5.04545,0.121509,5,3.82522,0.101729,1.18182,0.102433,5,4.17123,0.102611,1.33333,0.120823,5,4.94317,0.164237,0.6,0.0926114,5,
9.41297,0.0151799,100,1.26591,4,7.70195,0.118535,20.0455,0.307737,4,7.41274,0.119742,5.04545,0.112943,4,7.03485,0.122374,1.13939,0.0966255,4,9.46208,0.724356,1.68485,0.143077,5,7.34842,0.686928,0.354545,0.0886297,4,4.34706,0.010799,20.0455,0.305815,5,3.92085,0.0670502,5.04545,0.113676,5,4.04621,0.512792,1.14545,0.094061,5,3.80462,0.10246,1.15758,0.097267,5,4.16801,0.137239,0.393939,0.0926195,5,
13.744,0.412899,100,1.55993,4,13.4117,0.480179,20.0455,0.374189,6,9.84866,0.400945,5.04545,0.13838,5,8.19065,0.430172,3.73939,0.217931,4,10.2016,0.457842,3.05455,0.197055,5,8.34826,0.355781,4.01515,0.3114,4,4.77544,0.424698,20.0455,0.372588,5,4.87918,0.396239,5.04545,0.148773,6,5.14322,0.438831,3.82727,0.221223,5,4.64479,0.460709,2.91818,0.169878,5,4.75806,0.51822,2.33939,0.222188,5,
20.8597,0.4778,100,1.63761,6,8.82636,0.547292,20.0455,0.391597,4,11.8897,0.614812,5.04545,0.149162,6,12.3449,0.593015,3.89697,0.232567,6,8.11952,0.462152,3.26667,0.211149,4,8.43127,0.499392,3.11212,0.265461,4,5.25665,0.442799,20.0455,0.386156,5,4.17933,0.393,5.04545,0.145131,5,5.11431,0.445499,4.31212,0.234937,5,4.71726,0.423872,3.32424,0.197244,5,5.26327,0.59596,2.59394,0.236525,5,
11.7628,0.0542163,100,1.51984,4,8.11863,0.4122,20.0455,0.353721,4,7.55982,0.4129,5.04545,0.137647,4,7.6127,0.437078,1.56061,0.144144,4,7.97486,0.428791,2.79697,0.196756,4,7.84918,0.285287,1.81818,0.245522,4,4.47101,0.23846,20.0455,0.354721,5,4.08068,0.25837,5.04545,0.136775,5,4.69551,0.414065,1.31818,0.114616,6,4.49215,0.288963,2.68788,0.182325,5,4.39391,0.14547,1.82121,0.235024,5,
14.2622,0.443499,100,1.70804,4,11.2322,0.433995,20.0455,0.399174,5,7.96006,0.419011,5.04545,0.142536,4,10.3809,0.454868,2.95455,0.236336,5,7.84278,0.235593,2.37879,0.221981,4,7.76989,0.379659,0.636364,0.11682,4,5.45327,0.397321,20.0455,0.399229,5,4.34251,0.326862,5.04545,0.147475,5,4.56587,0.205063,2.36061,0.207902,5,4.6646,0.302358,2.41515,0.197629,5,4.87674,0.44109,0.448485,0.109031,5,
12.2606,0.367889,100,1.67597,4,8.4768,0.311479,20.0455,0.377409,4,7.96872,0.412829,5.04545,0.139692,4,8.21242,0.464421,2.75758,0.189263,4,7.85312,0.270924,2.28485,0.177382,4,7.90402,0.47557,0.706061,0.124581,4,4.96751,0.348831,20.0455,0.388605,5,5.67977,0.413118,5.04545,0.147118,7,4.55958,0.381121,3.04545,0.189765,5,4.39953,0.0536256,2.46061,0.171013,5,5.01816,0.552181,0.7,0.129441,5,
9.99532,0.0121722,100,1.4889,4,7.39098,0.0121121,20.0455,0.346561,4,7.08478,0,5.04545,0.1278,4,7.15462,0.00703411,1.42727,0.116785,4,7.2339,0.0142456,1.26667,0.104401,4,6.98675,0,0.290909,0.079348,4,4.785,0.354952,20.0455,0.343824,5,4.3943,0.499597,5.04545,0.139762,5,4.40721,0.423668,1.48485,0.108608,5,4.37475,0.394022,1.60909,0.123851,5,4.14374,0.2447,0.290909,0.075486,5,
11.7321,0.438714,100,1.53169,4,8.26574,0.460733,20.0455,0.354301,4,7.60381,0.422677,5.04545,0.13331,4,7.83483,0.46966,1.65455,0.149787,4,7.65459,0.421339,1.54545,0.146972,4,7.41529,0.394049,0.451515,0.097255,4,5.01386,0.424761,20.0455,0.367203,5,4.53025,0.376634,5.04545,0.137627,5,4.65792,0.387728,1.36061,0.112952,5,4.31179,0.400731,1.4,0.114334,5,4.34119,0.450797,1.2303,0.168123,5,
14.1547,0.49248,100,1.69946,4,8.35806,0.455434,20.0455,0.397919,4,7.67333,0.433929,5.04545,0.140618,4,9.84684,0.495353,2.17576,0.162054,5,11.2215,0.377145,1.9697,0.147118,6,7.87281,0.50572,0.839394,0.132432,4,5.12068,0.388343,20.0455,0.381549,5,3.9244,0.473559,5.04545,0.133782,5,4.66982,0.484833,1.95455,0.151443,5,4.10027,0.490545,1.71818,0.126559,5,4.72497,0.526481,1.53333,0.172228,5,
18.0178,0.308664,100,1.77181,5,8.97894,0.234246,20.0455,0.392942,4,7.83525,0.209164,5.04545,0.139424,4,10.2895,0.29552,2.90303,0.224917,5,8.32017,0.240272,2.49394,0.186986,4,10.1838,0.458993,2.22727,0.211104,5,5.37864,0.285325,20.0455,0.395472,5,4.35727,0.16827,5.04545,0.144582,5,4.82763,0.222803,2.12424,0.173579,5,6.30542,0.283003,2.67576,0.187402,7,5.32682,0.314063,3.07879,0.332328,5,
12.5226,0.205262,100,1.33919,5,8.0469,0.398269,20.0455,0.318842,4,7.36212,0.592786,5.04545,0.116979,4,7.43064,0.620853,1.6303,0.125401,4,7.31934,0.616272,1.53939,0.117552,4,10.8583,0.536251,0.512121,0.0942027,6,4.36766,0.0355039,20.0455,0.327639,5,3.87576,0.0611027,5.04545,0.126841,5,4.11426,0.0461947,1.14848,0.094403,5,3.80231,0.0281939,1.16061,0.101331,5,3.75825,0.118802,0.524242,0.092284,5,
14.1944,0.356154,100,1.33938,5,10.1296,0.328438,20.0455,0.320437,5,9.20952,0.302413,5.04545,0.123041,5,7.36051,0.286663,1.96364,0.147671,4,7.69105,0.346086,1.94242,0.144656,4,9.23745,0.346175,0.409091,0.106268,5,4.93812,0.291973,20.0455,0.325996,5,4.55984,0.306753,5.04545,0.121513,5,4.46938,0.297699,1.71818,0.162065,5,4.36993,0.300005,1.62424,0.135733,5,4.08258,0.167159,0.336364,0.0787125,5,
14.0533,0.312476,100,1.69953,4,8.8778,0.407321,20.0455,0.406628,4,9.54805,0.268027,5.04545,0.148842,5,7.84209,0.374165,1.72424,0.140857,4,7.96394,0.36032,1.80303,0.154241,4,8.11191,0.366031,2.44242,0.218795,4,5.88376,0.429327,20.0455,0.425755,5,4.738,0.35171,5.04545,0.147877,5,4.52182,0.335714,2.57879,0.15696,5,4.31447,0.38306,2.2303,0.159228,5,5.77842,0.436607,3.11212,0.279432,6,
17.3072,0.58506,100,1.63518,5,8.81593,0.427715,20.0455,0.384637,4,7.41173,0.0585458,5.04545,0.139132,4,7.17031,0,1.96364,0.162396,4,10.1918,0.580255,2.33636,0.186243,5,8.20033,0.490127,2.23636,0.20443,4,5.13903,0.489606,20.0455,0.398575,5,4.40986,0.384933,5.04545,0.143769,5,4.70948,0.249695,2.28182,0.171717,5,4.15073,0,2.09091,0.181936,5,4.75849,0.382205,1.88788,0.193789,5,
13.5022,0.499987,100,1.56042,4,15.1832,0.641963,20.0455,0.355383,7,11.843,0.575919,5.04545,0.132491,6,10.1172,0.394671,2.64242,0.196657,5,10.0148,0.478666,2.43636,0.179125,5,8.357,0.320274,3.04242,0.270482,4,5.27239,0.326882,20.0455,0.355158,5,5.08331,0.514627,5.04545,0.132548,5,4.64135,0.197448,2.38485,0.178341,5,4.68713,0.19985,2.56364,0.170589,5,4.58614,0.134588,3.55455,0.293394,5,
15.5119,0.715301,100,1.67528,5,10.4273,0.741877,20.0455,0.391029,5,7.77026,0.782626,5.04545,0.145623,4,9.5842,0.781507,1.88182,0.16122,5,7.58467,0.774508,1.44545,0.132056,4,7.72407,0.721912,1.04848,0.129791,4,5.33542,0.616002,20.0455,0.391609,6,4.20326,0.592373,5.04545,0.138986,5,4.3437,0.598917,1.94848,0.163647,5,4.39489,0.695509,1.72727,0.152167,5,4.13557,0.591279,0.475758,0.0938767,5,
14.162,0.407734,100,1.70494,4,8.37537,0.265665,20.0455,0.39544,4,9.85337,0.37501,5.04545,0.14416,5,8.00327,0.310544,2.2,0.172912,4,7.95028,0.389661,2.35758,0.17266,4,8.12758,0.414728,1.94545,0.215317,4,6.12663,0.275435,20.0455,0.409733,6,4.62456,0.388486,5.04545,0.143663,5,4.70117,0.0833555,2.14545,0.181109,5,4.49972,0.236414,2.15455,0.171391,5,4.6174,0.475521,0.745455,0.141336,5,
13.6065,0.504429,100,1.56753,4,10.5367,0.486087,20.0455,0.369915,5,7.76285,0.605532,5.04545,0.134844,4,7.88746,0.460748,1.80606,0.151574,4,7.95768,0.470368,2.07879,0.169744,4,9.8541,0.471784,2.66061,0.234777,5,5.59088,0.470518,20.0455,0.335861,6,4.5421,0.474207,5.04545,0.130689,6,4.57823,0.476191,1.84848,0.134853,6,4.73406,0.543877,1.78182,0.130701,6,4.81143,0.482916,0.572727,0.100397,6,
14.0436,0.55518,100,1.68035,4,8.27315,0.525449,20.0455,0.389107,4,9.56196,0.525362,5.04545,0.148584,5,7.83496,0.56998,1.70606,0.139784,4,7.81705,0.576587,1.60303,0.130096,4,7.68994,0.501584,0.736364,0.112699,4,4.87047,0.485269,20.0455,0.36711,5,4.49827,0.507097,5.04545,0.141939,5,4.54032,0.608546,1.57273,0.129416,5,5.04797,0.563434,1.91515,0.151757,5,4.17408,0.487912,0.663636,0.107154,5,
12.6385,0.0834796,100,1.79619,4,10.7469,0.0983941,20.0455,0.41707,5,11.6197,0.186908,5.04545,0.154817,6,7.4308,0.000983597,2.72727,0.200959,4,7.42895,0.00207584,2.55455,0.19561,4,9.98163,0.246607,1.11818,0.160359,5,5.29386,0.140942,20.0455,0.427519,5,4.6136,0.193607,5.04545,0.147751,5,4.66241,0.126031,2.79697,0.192744,5,5.07164,0.296806,2.87879,0.195953,5,5.89966,0.236776,2.3697,0.235957,6,
14.138,0.383619,100,1.67061,4,8.85394,0.37351,20.0455,0.388545,4,7.90785,0.278523,5.04545,0.150532,4,8.26005,0.319433,2.60606,0.255438,4,9.89678,0.389321,2.06061,0.195233,5,11.9755,0.414963,1.49394,0.162872,6,4.67999,0.372173,20.0455,0.37848,5,4.26804,0.33208,5.04545,0.140079,5,4.61646,0.263642,2.42727,0.202466,5,4.22776,0.395294,1.90303,0.164781,5,3.98915,0.358047,0.675758,0.108403,5,
12.2935,0.469111,100,1.72461,4,8.28712,0.452981,20.0455,0.390781,4,7.81081,0.633028,5.04545,0.14499,4,11.584,0.551373,2.03636,0.170414,6,7.99065,0.573128,2.02727,0.167256,4,9.52355,0.508187,1.44848,0.15479,5,5.22786,0.477309,20.0455,0.385778,5,4.5811,0.471737,5.04545,0.148157,5,4.41691,0.546592,1.73333,0.130007,5,4.66298,0.523542,2.10606,0.162117,5,4.30191,0.482471,1.16061,0.134706,5,
13.7066,0.375036,100,1.59804,4,8.72826,0.378837,20.0455,0.376121,4,7.88128,0.39877,5.04545,0.135177,4,7.76349,0.368793,1.47576,0.124255,4,7.37197,0.0190309,1.3697,0.108796,4,8.13098,0.340047,2.16667,0.213414,4,4.74347,0.335613,20.0455,0.390536,5,4.25964,0.338114,5.04545,0.142579,5,4.05437,0.34829,1.46364,0.127402,5,5.00219,0.348704,1.58788,0.133839,6,4.53019,0.374254,0.790909,0.137146,5,
14.0114,0.977687,100,1.67047,4,11.0477,0.979845,20.0455,0.392251,5,11.4821,0.975807,5.04545,0.138887,6,9.81725,0.967856,2.07273,0.16654,5,8.06733,0.976422,2.5303,0.18968,4,11.508,0.975498,1.0303,0.159299,6,4.57654,0.970939,20.0455,0.374718,5,5.04334,0.978268,5.04545,0.14504,6,4.80276,0.969337,2.10909,0.175662,5,4.44074,0.965996,2.16364,0.188829,5,5.49381,0.983465,1.14545,0.169401,6,
18.0919,0.480493,100,1.75021,5,11.2016,0.572732,20.0455,0.396649,5,12.1272,0.571093,5.04545,0.145768,6,8.27923,0.450063,3.70606,0.235373,4,12.5664,0.488569,3.80606,0.231492,6,8.5819,0.575667,3.44545,0.301885,4,5.34943,0.51187,20.0455,0.396005,5,4.71305,0.506029,5.04545,0.146199,5,5.50285,0.515715,4.04242,0.230368,5,4.91423,0.512852,3.41212,0.213819,5,4.66961,0.474379,2.24545,0.208142,5,
12.2665,0.455131,100,1.72065,4,17.7622,0.684757,20.0455,0.417145,8,7.81838,0.413637,5.04545,0.146863,4,12.5001,0.60316,3.59697,0.251522,6,10.2445,0.532335,3.48182,0.222322,5,8.37447,0.4472,2.82727,0.26975,4,5.01764,0.478898,20.0455,0.417252,5,4.31418,0.388238,5.04545,0.152144,5,5.0746,0.418855,3.27879,0.230692,6,4.84199,0.519058,3.56364,0.243004,5,4.90755,0.514961,3.88485,0.316376,5,
16.6442,0.456764,100,1.53211,5,7.92098,0.0113687,20.0455,0.383871,4,7.39381,0.0101434,5.04545,0.13672,4,9.70074,0.228044,1.94848,0.173033,5,7.61168,0.223081,1.90606,0.155614,4,9.90656,0.262652,2.35758,0.249711,5,4.44302,0.25727,20.0455,0.36288,5,4.7416,0.256138,5.04545,0.132221,5,4.33572,0.14431,2.14848,0.174486,5,4.31966,0.0300572,2.30303,0.181659,5,5.92439,0.334514,1.72121,0.160087,7,
11.8645,0.32134,100,1.56397,4,8.33861,0.338902,20.0455,0.367336,4,7.71631,0.0463363,5.04545,0.137839,4,7.77544,0.261913,1.64848,0.16269,4,7.70496,0.17588,2.00606,0.1935,4,7.74478,0.251711,1.7,0.199045,4,4.39938,0.096527,20.0455,0.359362,5,3.89993,0.00621099,5.04545,0.139657,5,4.20628,0.0062298,1.85455,0.163234,5,4.50431,0.151872,1.97879,0.178015,5,4.55123,0.318278,2.3,0.206757,5,
