baseline,baseline,baseline,baseline,baseline,setInterval100,setInterval100,setInterval100,setInterval100,setInterval100,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_accel,adaptive_accel,adaptive_accel,adaptive_accel,adaptive_accel,iterative_error,iterative_error,iterative_error,iterative_error,iterative_error,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval20_bpp,setInterval100_bpp,setInterval100_bpp,setInterval100_bpp,setInterval100_bpp,setInterval100_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_jerk_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,adaptive_accel_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,iterative_error_bpp,
38.1123,15.6868,100,4.28089,5,13.3489,17.0893,1.04545,0.149205,4,13.1278,17.0791,0.545455,0.131376,4,13.547,17.011,0.598485,0.147624,4,13.9774,16.8366,0.589015,0.144382,4,13.4951,17.0936,0.628788,0.218379,4,7.6857,17.0604,1.04545,0.147468,5,7.86692,17.1203,0.545455,0.12472,5,8.15616,17.1028,0.577652,0.141982,5,7.51958,17.0295,0.575758,0.13307,5,7.68825,17.1226,0.632576,0.222051,5,
28.9056,15.3301,100,3.85417,4,20.5195,13.4161,1.04545,0.139643,6,13.2802,17.2628,0.545455,0.119775,4,13.4872,17.1632,0.625,0.152432,4,13.4588,17.2411,0.619318,0.144819,4,13.4738,17.2425,0.609848,0.203083,4,8.07382,17.1725,1.04545,0.155223,5,7.55288,17.2456,0.545455,0.119458,5,8.25393,17.2284,0.638258,0.148711,5,7.79803,17.2169,0.636364,0.143587,5,7.90265,17.2346,0.647727,0.213455,5,
17.353,15.4551,100,4.73297,4,12.9576,15.4551,1.04545,0.147628,4,13.3813,15.4308,0.545455,0.122368,4,13.2972,15.4537,0.55303,0.137653,4,12.9642,15.455,0.556818,0.128246,4,13.5987,15.2839,0.458333,0.190276,4,7.64336,15.4551,1.04545,0.152987,5,6.89925,15.4551,0.545455,0.125564,5,6.85738,15.4551,0.55303,0.152396,5,8.2108,15.4461,0.554924,0.133947,5,6.95869,15.4551,0.401515,0.165611,5,
20.8062,17.0314,100,3.9762,4,13.6415,16.9943,1.04545,0.143363,4,20.4896,12.6469,0.545455,0.123714,6,13.1247,17.0182,0.581439,0.142093,4,13.4127,13.3544,0.587121,0.13996,4,13.6711,16.6934,0.653409,0.212888,4,7.63596,17.017,1.04545,0.144031,5,7.87254,17.0338,0.545455,0.125548,5,7.72443,16.9285,0.583333,0.141424,5,8.15122,17.0384,0.590909,0.136009,5,8.59182,16.9794,0.642045,0.22521,5,
28.9344,15.49,100,3.92103,4,13.6232,16.0078,1.04545,0.156061,4,13.5995,15.6045,0.545455,0.11826,4,13.3135,17.1501,0.640152,0.148073,4,13.8731,13.7689,0.583333,0.128585,4,13.1903,17.1566,0.57197,0.184282,4,8.40549,17.1411,1.04545,0.146931,5,7.82049,17.1533,0.545455,0.119731,5,8.12682,17.1527,0.649621,0.157989,5,7.81491,17.1386,0.613636,0.132128,5,7.9144,17.1108,0.543561,0.18462,5,
38.346,15.949,100,4.34706,5,13.7656,17.0135,1.04545,0.142988,4,16.8466,15.5678,0.545455,0.126793,5,13.5214,17.3714,0.643939,0.152766,4,13.464,17.3209,0.594697,0.137549,4,13.5015,17.406,0.613636,0.195937,4,8.33675,17.3696,1.04545,0.148657,5,8.01396,17.4039,0.545455,0.123723,5,8.01608,17.4034,0.626894,0.15449,5,7.79528,17.4011,0.61553,0.145332,5,7.70871,17.3999,0.604167,0.190892,5,
37.4754,15.4012,100,4.18886,5,17.437,13.0208,1.04545,0.142574,5,20.8397,14.1739,0.545455,0.121937,6,13.7656,16.3652,0.573864,0.139981,4,13.2749,16.7214,0.570076,0.130849,4,12.9185,16.7558,0.541667,0.180974,4,7.30918,16.7536,1.04545,0.150919,5,7.91282,16.6339,0.545455,0.12729,5,8.10541,16.7169,0.573864,0.146028,5,7.4994,16.7524,0.558712,0.129046,5,7.76487,16.7557,0.539773,0.176599,5,
39.1465,14.7587,100,4.50094,5,13.8693,14.894,1.04545,0.15226,4,13.6669,16.8705,0.545455,0.125015,4,13.1161,17.1377,0.554924,0.136443,4,13.1374,17.196,0.55303,0.132381,4,14.2494,16.1893,0.592803,0.206046,4,7.80219,17.1876,1.04545,0.156417,5,7.71871,17.1823,0.545455,0.120168,5,7.87256,17.1673,0.560606,0.137728,5,7.91765,17.1888,0.554924,0.129762,5,8.37139,17.1677,0.628788,0.224511,5,
16.3248,15.9691,100,3.80198,4,12.8576,15.969,1.04545,0.135862,4,20.0418,14.9086,0.545455,0.117746,6,13.3195,15.4996,0.579545,0.140198,4,13.1589,15.8349,0.577652,0.127337,4,17.5673,12.3715,0.799242,0.239557,5,7.72328,15.969,1.04545,0.137012,5,7.0142,15.9688,0.545455,0.119693,5,7.19623,15.802,0.587121,0.139975,5,7.42392,15.969,0.583333,0.130673,5,7.45834,15.9685,0.776515,0.213302,5,
31.6633,15.3826,100,4.54856,4,20.8384,14.6352,1.04545,0.153061,6,13.8765,16.5271,0.545455,0.124784,4,20.9299,10.3786,0.632576,0.156031,6,13.7342,16.6545,0.575758,0.144397,4,21.381,14.658,0.753788,0.232675,6,8.70937,16.7745,1.04545,0.15297,5,7.88811,16.8886,0.545455,0.120646,5,8.45138,16.7965,0.587121,0.149089,5,7.44072,16.8851,0.587121,0.14246,5,8.50756,16.7219,0.820076,0.215937,5,
36.1271,15.5846,100,4.87934,5,24.1432,10.9203,1.04545,0.142726,7,17.1587,13.2332,0.545455,0.121139,5,13.7089,17.3021,0.628788,0.155916,4,17.3234,14.4263,0.632576,0.149574,5,13.2728,17.3307,0.679924,0.189795,4,7.62022,17.3172,1.04545,0.141361,5,8.56609,16.508,0.545455,0.125198,5,7.80585,17.3453,0.636364,0.154924,5,7.85093,17.3971,0.628788,0.144096,5,7.65162,17.3728,0.731061,0.198105,5,
43.4437,13.2615,100,3.93147,6,13.9942,16.333,1.04545,0.142885,4,17.1043,15.9726,0.545455,0.120103,5,13.757,16.1345,0.570076,0.134787,4,13.6166,16.577,0.5625,0.127678,4,13.5799,16.6776,0.630682,0.202514,4,7.48714,16.6299,1.04545,0.149168,5,7.43916,16.7369,0.545455,0.120396,5,7.36838,16.7574,0.570076,0.136351,5,7.75789,16.754,0.556818,0.122739,5,8.30178,16.5683,0.590909,0.207555,5,
16.4297,15.4611,100,3.63603,4,12.9553,15.4612,1.04545,0.147704,4,13.0364,15.4602,0.545455,0.113853,4,12.9438,15.4611,0.55303,0.128023,4,12.7531,15.4612,0.55303,0.125999,4,13.1457,15.4426,0.371212,0.167088,4,7.76548,15.4471,1.04545,0.137845,5,7.61011,15.4539,0.545455,0.11604,5,7.68615,15.4467,0.55303,0.141892,5,7.76229,15.4484,0.55303,0.121105,5,7.94967,15.4512,0.450758,0.188171,5,
20.8749,17.2471,100,4.00551,4,13.4822,17.2867,1.04545,0.147415,4,13.1178,17.2615,0.545455,0.120914,4,13.5381,17.2874,0.581439,0.150845,4,13.0071,17.2944,0.57197,0.134926,4,13.2367,17.2743,0.717803,0.195833,4,8.04183,17.2788,1.04545,0.143318,5,7.73942,17.2725,0.545455,0.126777,5,7.66941,17.2938,0.568182,0.142209,5,7.7018,17.2942,0.570076,0.148457,5,7.83737,17.261,0.693182,0.198182,5,
37.5575,14.8924,100,4.18234,5,12.7988,17.2037,1.04545,0.141074,4,12.7862,17.2037,0.545455,0.120349,4,12.9983,17.2036,0.632576,0.150401,4,13.1212,17.2031,0.619318,0.138317,4,12.876,17.2037,0.579545,0.190993,4,8.04788,17.2034,1.04545,0.14934,5,7.19584,17.2032,0.545455,0.123985,5,6.93478,17.2037,0.632576,0.166391,5,7.81571,17.2037,0.625,0.139716,5,7.49398,17.2028,0.577652,0.197741,5,
46.2423,14.0052,100,4.35828,6,13.5573,17.1603,1.04545,0.157786,4,13.626,17.2673,0.545455,0.119649,4,13.9591,16.9765,0.592803,0.143501,4,13.4757,17.2776,0.619318,0.14289,4,13.9049,17.2395,0.625,0.205799,4,8.46824,17.2593,1.04545,0.151226,5,8.21019,17.314,0.545455,0.124853,5,8.04116,17.3182,0.645833,0.161439,5,8.12476,17.3147,0.626894,0.14722,5,7.95978,17.2973,0.632576,0.211572,5,
21.5798,17.2219,100,4.34933,4,13.7386,17.0849,1.04545,0.151537,4,13.1023,17.2234,0.545455,0.119137,4,13.0554,17.2216,0.602273,0.151251,4,13.4914,17.2214,0.589015,0.139804,4,13.3314,17.222,0.780303,0.220329,4,7.65232,17.2216,1.04545,0.156662,5,8.07005,17.1758,0.545455,0.127035,5,7.77701,17.2224,0.590909,0.146143,5,7.51406,17.2201,0.590909,0.137557,5,7.69402,17.222,0.683712,0.226356,5,
37.4936,14.9931,100,4.14909,5,13.8227,16.8475,1.04545,0.146641,4,13.6019,17.2049,0.545455,0.118152,4,13.0568,17.2084,0.560606,0.14421,4,13.3287,17.2035,0.560606,0.128286,4,14.0069,16.1113,0.534091,0.181716,4,8.02663,17.1977,1.04545,0.155564,5,8.19913,17.2279,0.545455,0.124496,5,8.48897,17.2473,0.566288,0.144459,5,7.56592,17.2712,0.560606,0.129939,5,7.60444,17.2712,0.617424,0.190432,5,
29.4512,15.2405,100,3.98789,4,13.1183,17.4159,1.04545,0.141304,4,13.7214,17.3226,0.545455,0.116106,4,13.3652,17.4194,0.651515,0.153314,4,13.1521,17.4157,0.647727,0.144219,4,13.2568,17.4117,0.598485,0.185157,4,7.77714,17.3868,1.04545,0.14001,5,7.78026,17.407,0.545455,0.11698,5,7.9723,17.4163,0.651515,0.166666,5,7.97912,17.3897,0.649621,0.14116,5,7.57229,17.4024,0.589015,0.200664,5,
31.9257,16.9277,100,4.6441,4,13.8442,16.6536,1.04545,0.15292,4,17.2156,14.0285,0.545455,0.126478,5,14.051,15.2885,0.611742,0.156293,4,24.4798,11.5536,0.655303,0.14874,7,17.8839,13.5424,0.742424,0.25084,5,8.39262,17.2461,1.04545,0.156412,5,7.6326,17.2518,0.545455,0.129839,5,8.03089,17.2757,0.587121,0.156209,5,8.30844,17.2389,0.581439,0.143212,5,8.38291,17.2985,0.600379,0.223102,5,
23.2603,15.3795,100,3.41708,4,13.4929,15.3455,1.04545,0.139028,4,13.3003,15.4371,0.545455,0.12149,4,13.2721,15.3057,0.558712,0.136779,4,12.9731,15.5725,0.556818,0.120085,4,13.3905,15.4124,0.350379,0.150356,4,8.31775,15.5302,1.04545,0.140039,5,7.87257,15.5032,0.545455,0.116137,5,7.44501,15.5304,0.558712,0.131773,5,8.3065,15.5066,0.560606,0.12524,5,7.81421,15.5399,0.363636,0.156646,5,
50.0125,8.79034,100,3.84977,7,13.6368,14.8851,1.04545,0.145598,4,16.9461,11.6834,0.545455,0.118872,5,20.6257,6.76481,0.592803,0.14405,6,13.5549,14.1437,0.55303,0.12358,4,13.9225,11.2401,0.666667,0.212467,4,8.46262,14.9616,1.04545,0.145132,5,8.1124,14.4899,0.545455,0.114905,5,8.69375,14.5281,0.57197,0.140064,5,9.01489,14.504,0.568182,0.129044,6,8.73319,14.6716,0.579545,0.197869,5,
20.5498,17.2649,100,3.84745,4,13.7458,17.2048,1.04545,0.147777,4,13.5412,17.2546,0.545455,0.117208,4,13.3063,17.2207,0.57197,0.15468,4,13.6363,17.122,0.575758,0.135845,4,13.6014,17.246,0.583333,0.200469,4,7.46829,17.261,1.04545,0.138029,5,7.91246,17.2376,0.545455,0.125801,5,7.86449,17.2043,0.570076,0.144759,5,7.91502,17.2332,0.57197,0.134669,5,7.51478,17.2604,0.640152,0.190789,5,
16.474,16.8753,100,3.70665,4,13.0676,16.8774,1.04545,0.142699,4,13.8627,16.3965,0.545455,0.122999,4,12.9328,16.8772,0.598485,0.147728,4,13.0521,16.8774,0.592803,0.133662,4,12.9769,16.8758,0.526515,0.183902,4,7.9198,16.8754,1.04545,0.139914,5,7.40252,16.8779,0.545455,0.122247,5,7.63093,16.8772,0.600379,0.150806,5,8.02317,16.8764,0.589015,0.134535,5,7.32949,16.8767,0.570076,0.188616,5,
26.1132,16.9737,100,4.34146,4,14.0032,16.6962,1.04545,0.150943,4,17.0621,14.1403,0.545455,0.122384,5,13.4545,16.837,0.564394,0.138015,4,13.3629,17.1749,0.55303,0.127732,4,13.0576,17.1754,0.795455,0.231276,4,7.77948,17.1213,1.04545,0.149218,5,7.50375,17.0134,0.545455,0.143673,5,7.58688,17.0267,0.556818,0.147809,5,8.15902,16.983,0.55303,0.140765,5,8.20683,17.0249,0.761364,0.22632,5,
28.3523,13.4376,100,3.07793,5,13.1847,15.214,1.04545,0.138529,4,12.9811,15.7866,0.545455,0.107836,4,16.5554,14.2593,0.549242,0.124568,5,13.0878,15.2719,0.551136,0.114172,4,13.1626,15.5246,0.594697,0.179299,4,8.01965,15.3738,1.04545,0.128825,5,7.41557,15.9074,0.545455,0.107632,5,7.17102,15.9133,0.551136,0.121828,5,6.87647,15.957,0.549242,0.11243,5,7.77974,15.8629,0.583333,0.177013,5,
15.6161,15.6008,100,2.99325,4,12.9323,15.6008,1.04545,0.133859,4,12.7295,15.6008,0.545455,0.109219,4,12.7242,15.6008,0.55303,0.124838,4,12.7314,15.6008,0.55303,0.117278,4,12.9469,15.6006,0.496212,0.163678,4,7.35271,15.6008,1.04545,0.128293,5,7.21486,15.6008,0.545455,0.110059,5,7.51896,15.6008,0.55303,0.126045,5,7.0567,15.6008,0.55303,0.112691,5,7.66345,15.6008,0.496212,0.166976,5,
19.8594,15.09,100,3.47243,4,13.0218,15.0473,1.04545,0.131825,4,13.172,15.0554,0.545455,0.113855,4,13.1569,15.0675,0.558712,0.130456,4,13.1435,15.0551,0.558712,0.120731,4,12.9631,15.0571,0.229167,0.125687,4,7.74346,15.0431,1.04545,0.138254,5,7.47683,15.0534,0.545455,0.120743,5,7.82335,15.0749,0.560606,0.132193,5,7.72314,15.0726,0.5625,0.12165,5,7.87311,15.0762,0.274621,0.132199,5,
29.8255,13.2752,100,4.11826,4,13.8792,14.137,1.04545,0.140579,4,13.7932,14.4884,0.545455,0.122283,4,13.8966,14.9137,0.558712,0.143231,4,17.53,14.8121,0.564394,0.133864,5,14.2475,13.9445,0.731061,0.236685,4,8.95259,14.4176,1.04545,0.150182,5,9.30259,13.5122,0.545455,0.12284,6,10.024,12.7389,0.585227,0.149196,6,8.49555,14.1344,0.575758,0.143206,5,8.74026,14.3776,0.42803,0.17505,5,
26.0162,15.3294,100,4.30939,4,13.0479,15.7721,1.04545,0.146104,4,13.0265,15.7094,0.545455,0.123476,4,13.1322,15.8677,0.581439,0.151223,4,13.0328,15.7365,0.585227,0.14762,4,13.1587,15.2746,0.433712,0.164417,4,7.54156,15.7153,1.04545,0.160358,5,8.17926,15.2586,0.545455,0.127096,5,8.17617,15.537,0.619318,0.174933,5,7.73592,15.4432,0.606061,0.163023,5,8.17515,15.8567,0.583333,0.194789,5,
33.9843,12.8796,100,3.4865,5,20.551,12.6917,1.04545,0.138905,6,13.6176,14.5156,0.545455,0.116475,4,13.7063,13.7551,0.556818,0.136621,4,13.3818,13.0885,0.564394,0.12802,4,13.9418,15.7058,0.67803,0.211422,4,12.0535,13.5127,1.04545,0.135786,8,10.4122,11.2366,0.545455,0.117454,7,7.90511,16.3428,0.5625,0.132275,5,9.71107,15.5536,0.590909,0.139788,6,9.58169,14.2101,0.549242,0.187722,6,
16.3848,15.4138,100,3.80257,4,12.7288,15.4138,1.04545,0.138625,4,12.7004,15.4138,0.545455,0.115795,4,12.7156,15.4138,0.556818,0.128918,4,12.6935,15.4138,0.554924,0.11948,4,12.7635,15.4138,0.431818,0.179703,4,6.94962,15.4138,1.04545,0.140461,5,6.79745,15.4138,0.545455,0.113449,5,7.08538,15.4138,0.556818,0.131825,5,7.15045,15.4138,0.554924,0.131892,5,7.12507,15.4138,0.431818,0.179863,5,
34.9013,13.1299,100,3.68285,5,24.0361,6.07479,1.04545,0.137646,7,17.0737,8.73394,0.545455,0.117517,5,17.1254,11.6844,0.568182,0.137358,5,20.6103,7.07972,0.604167,0.136267,6,24.461,10.8451,0.674242,0.210479,7,9.16582,14.8419,1.04545,0.139527,5,9.73514,14.621,0.545455,0.116001,6,8.56335,14.7343,0.573864,0.138695,5,9.71332,14.4354,0.577652,0.131863,6,9.76154,14.2237,0.566288,0.187762,6,
21.4447,16.5365,100,4.15203,4,13.2732,17.1549,1.04545,0.146969,4,14.0618,15.1733,0.545455,0.123868,4,13.2885,17.1373,0.642045,0.164801,4,17.582,15.1626,0.63447,0.155252,5,14.1753,16.4401,0.683712,0.219541,4,8.73785,16.8104,1.04545,0.148605,5,8.45481,16.4365,0.545455,0.124253,5,8.1055,17.1236,0.640152,0.162666,5,8.52223,16.642,0.630682,0.148004,5,8.5535,16.5872,0.685606,0.211234,5,
24.1635,16.9987,100,3.66777,4,13.4014,17.1634,1.04545,0.143874,4,16.9674,16.2218,0.545455,0.121156,5,13.3543,17.1018,0.657197,0.157869,4,13.6668,17.1156,0.632576,0.146552,4,13.7687,17.054,0.5,0.181239,4,7.7926,17.1715,1.04545,0.142519,5,7.5954,17.1656,0.545455,0.116654,5,7.90596,17.1839,0.647727,0.158452,5,7.70881,17.1671,0.642045,0.148689,5,7.47735,17.1849,0.583333,0.195278,5,
16.4229,15.0595,100,3.83979,4,12.9184,15.0587,1.04545,0.139273,4,13.0278,15.038,0.545455,0.123133,4,13.0857,15.0406,0.617424,0.148738,4,12.7628,15.0595,0.604167,0.144738,4,13.0696,15.0457,0.287879,0.14988,4,6.95903,15.0595,1.04545,0.137646,5,6.77982,15.0595,0.545455,0.115436,5,7.22928,15.0595,0.607955,0.140802,5,7.91139,15.0595,0.604167,0.135323,5,7.13275,15.0595,0.276515,0.140242,5,
31.1361,17.0994,100,4.42361,4,13.9329,17.4017,1.04545,0.150611,4,20.7003,15.0853,0.545455,0.12385,6,13.5942,17.2908,0.600379,0.148018,4,13.2317,17.4292,0.61553,0.139099,4,14.1969,17.4203,0.607955,0.212368,4,8.39096,17.4048,1.04545,0.146693,5,8.24261,17.4041,0.545455,0.1209,5,8.38891,17.4169,0.619318,0.149751,5,7.79301,17.4194,0.606061,0.140471,5,7.61526,17.424,0.604167,0.204999,5,
18.7093,16.2034,100,2.95621,4,12.6234,16.2039,1.04545,0.131666,4,12.6001,16.2039,0.545455,0.109909,4,13.2047,16.0103,0.55303,0.125774,4,13.1674,15.9984,0.55303,0.11483,4,12.8234,16.2039,0.488636,0.170479,4,7.31577,16.1979,1.04545,0.129026,5,6.76755,16.2039,0.545455,0.109448,5,7.16794,16.2039,0.55303,0.122639,5,6.68711,16.2039,0.55303,0.11449,5,7.15986,16.2039,0.488636,0.169882,5,
16.5323,17.1874,100,3.89025,4,12.9962,17.1867,1.04545,0.146606,4,12.7914,17.1874,0.545455,0.116402,4,13.1491,17.1799,0.643939,0.150788,4,12.7726,17.1874,0.628788,0.142504,4,17.5614,15.2751,0.651515,0.210702,5,7.76643,17.1714,1.04545,0.144096,5,6.87782,17.1874,0.545455,0.119712,5,7.40111,17.1872,0.640152,0.158352,5,7.75769,17.1796,0.623106,0.14158,5,7.51113,17.1104,0.602273,0.205702,5,
20.5651,17.2903,100,3.85373,4,13.6172,17.2599,1.04545,0.14147,4,13.0524,17.2662,0.545455,0.125751,4,13.0866,17.3193,0.583333,0.143253,4,13.4037,17.301,0.57197,0.1378,4,13.5729,17.2622,0.57197,0.194754,4,7.30166,17.3129,1.04545,0.143826,5,7.13073,17.3087,0.545455,0.123196,5,7.53913,17.3038,0.609848,0.156348,5,7.49117,17.3239,0.577652,0.128485,5,8.43803,17.2656,0.549242,0.189883,5,
36.4262,14.1264,100,3.97439,5,17.3233,15.6285,1.04545,0.150333,5,27.3212,12.7754,0.545455,0.120568,8,13.7799,17.1647,0.592803,0.148282,4,13.0757,17.33,0.564394,0.127747,4,13.4184,17.3235,0.607955,0.218096,4,8.1094,17.3204,1.04545,0.146884,5,7.58457,17.3176,0.545455,0.120495,5,8.16947,17.2991,0.602273,0.150164,5,8.1214,17.3247,0.587121,0.139086,5,8.37048,17.3294,0.600379,0.212845,5,
