baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI1000,SI1000,SI1000,SI1000,SI1000,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,adaptive_jerk_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,iterative_error_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,magvel_change_5,
optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,
1383.67,0.869507,100,156.063,5,612.176,0.869504,20.0357,44.2266,5,514.064,0.86952,0.142857,14.0554,5,491.128,0.869524,1.05204,16.211,5,613.604,0.869579,0.119388,38.6926,5,564.933,0.869485,1.16327,28.6418,5,
1560.7,0.846488,100,213.438,5,754.754,0.846486,20.0357,58.0872,5,538.379,0.846441,0.142857,14.3602,5,553.455,0.84648,1.05102,18.3538,5,681.716,0.84655,0.131633,31.006,5,769.095,0.846488,1.17143,31.2896,5,
1366.65,0.789884,100,182.685,5,685.483,0.789904,20.0357,52.7996,5,459.022,0.790566,0.142857,12.5926,5,578.45,0.790079,1.05,18.6288,5,589.2,0.79015,0.427551,37.91,5,605.525,0.790034,1.38367,31.6094,5,
1297.41,0.793884,100,174.041,5,709.044,0.793882,20.0357,50.226,5,505.687,0.793696,0.142857,12.0862,5,522.717,0.793868,1.05204,14.6812,5,745.308,0.796579,0.12585,39.1058,6,558.867,0.793877,1.21633,25.9966,5,
1495.88,0.79729,100,203.118,5,774.503,0.797291,20.0357,55.859,5,500.789,0.797542,0.142857,13.9152,5,570.9,0.797257,1.04694,19.2114,5,719.272,0.798087,0.129592,34.9126,5,620.228,0.797283,1.25816,26.4902,5,
1462.28,0.0351998,100,331.805,3,1076.42,0.115831,20.0357,84.404,4,400.959,0.149374,0.142857,16.144,3,548.786,0.0942566,1.18197,29.7093,3,1110.24,0.118445,3.67474,87.892,4,587.166,0.0926246,2.0102,35.8673,3,
1623.39,0.814826,100,211.306,5,896.916,0.814826,20.0357,69.8034,5,487.008,0.814686,0.142857,11.8546,5,620.649,0.814846,1.05,18.0198,5,827.325,0.814325,0.111224,34.501,5,679.987,0.814823,1.13163,27.9544,5,
1437.68,0.287035,100,202.949,4,791.932,0.247115,20.0357,79.3803,3,682.146,0.260221,0.142857,16.056,4,652.66,0.231292,1.12372,17.7348,4,580.354,0.255399,2.17177,52.332,3,477.746,0.246545,1.55272,27.651,3,
1678.24,0.840079,100,176.746,6,809.656,0.849797,20.0357,50.739,6,884.096,0.058089,0.142857,9.33867,3,1313.58,0.848847,1.04665,16.8664,8,777.884,0.84948,0.335034,31.995,6,933.463,0.848363,2.04167,30.907,6,
