Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time QP (ms),Total time FP (ms)
0,134.171,2456.78,7,13,14.2857,393.529,0.096,361.372,0,32.057,1739.84,260.646
0,59.7457,2376.43,7,13,14.2857,345.911,0.095,321.932,0,23.882,1729.49,241.856
0,52.8884,2387.1,7,13,14.2857,351.827,0.103,327.901,0,23.821,1725.08,249.851
0.0183305,122.863,3128.35,7,13,42.8571,1046.66,0.295,974.138,0,72.221,1760.58,253.309
0,61.728,2446.47,7,13,14.2857,387.03,0.103,362.167,0,24.757,1739.08,258.473
0.0319391,63.0587,3636.01,7,13,57.1429,1545.72,0.385,1443.26,0,102.062,1762.89,255.567
0.854398,22.1599,2295.77,7,13,57.1429,1464.04,0.4,1360.39,0,103.241,490.14,273.448
0,96.1903,2445.98,7,13,14.2857,376.164,0.1,349.969,0,26.092,1757.44,251.508
0.000424481,130.462,2933.66,7,13,28.5714,812.792,0.193,761.689,0,50.905,1784.09,268.845
0.000701219,102.918,2872.6,7,13,28.5714,780.574,0.204,729.129,0,51.237,1762.14,260.297
0.035735,165.78,3242.67,7,13,42.8571,1161.29,0.303,1083.18,0,77.796,1758.81,255.835
0.0223222,138.949,3219.39,7,13,42.8571,1131.57,0.296,1055.56,0,75.702,1766.35,254.677
0.000456964,146.367,3204.22,7,13,42.8571,1094.88,0.305,1019.52,0,75.041,1793.03,250.295
0.110556,121.952,3215.73,7,13,42.8571,1099.66,0.305,1023.72,0,75.626,1790.53,259.358
0.54441,59.6499,3344.93,7,13,42.8571,1195.27,0.295,1119.69,0,75.273,1799.36,276.231
0.0281282,81.2158,2891.3,7,13,28.5714,768.912,0.201,717.033,0,51.673,1796.93,257.254
0,151.157,2468.55,7,13,14.2857,380.091,0.104,354.412,0,25.572,1768.58,258.323
0.168867,123.11,3999.55,7,13,71.4286,1874.51,0.497,1747.15,0,126.852,1793.77,258.846
0.541472,23.5362,3111.94,7,13,85.7143,2328.06,0.619,2177.81,0,149.621,434.589,273.447
0,160.657,2477.99,7,13,14.2857,367.999,0.1,342.676,0,25.221,1788.75,258.029
0.00638527,152.193,2943.34,7,13,28.5714,795.808,0.203,744.788,0,50.811,1805.91,271.853
0.00145461,58.8639,3387.46,7,13,42.8571,1197.62,0.324,1120.59,0,76.698,1848.95,270.84
0,101.499,2508.91,7,13,14.2857,361.765,0.105,336.24,0,25.418,1831.04,253.675
0.000455573,132.41,2884.03,7,13,28.5714,736.782,0.199,685.207,0,51.37,1824.38,257.502
0.160239,131.557,3584.8,7,13,57.1429,1603.13,0.416,1501.4,0,101.308,1629.41,278.949
0,105.31,2556.7,7,13,14.2857,395.736,0.108,370.498,0,25.12,1819.49,275.754
0,111.948,2479.3,7,13,14.2857,357.263,0.103,331.658,0,25.499,1808.87,251.413
0.00261623,90.7463,2929.96,7,13,28.5714,780.441,0.202,729.455,0,50.778,1809.13,270.394
0.374482,104.449,4516.14,7,13,85.7143,2330.97,0.623,2178.3,0,152.035,1826.28,281.798
0.0002734,106.036,2958.33,7,13,28.5714,797.905,0.209,746.912,0,50.779,1818.91,273.743
0.645773,32.1455,4378.24,9,13,44.4444,1573.16,0.415,1470.2,0,102.539,2347.68,380.205
0,170.294,2477.9,7,13,14.2857,356.529,0.104,330.958,0,25.464,1808.63,250.926
0.2735,53.7369,3982.95,7,13,71.4286,1989.14,0.513,1862.09,0,126.535,1627.6,287.336
0.780736,12.347,3554.37,10,13,60,2321.32,0.613,2167.32,0,153.37,730.394,414.546
0.026946,72.1143,4544.23,7,13,85.7143,2346.74,0.632,2185.79,0,160.308,1850.57,267.577
0.847622,12.9688,4870.38,9,13,88.8889,3060.34,0.821,2822.57,0,236.927,1382.27,337.065
0,183.878,2544.58,7,13,14.2857,441.871,0.105,410.576,0,31.187,1772.5,265.603
