Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.0653675,477.131,4,19,0.2,84,124,213
0.073234,528.637,4,19,0.2,128,127,216
0.0982036,514.289,4,19,0.2,126,125,208
0.447971,526.921,4,19,0.2,124,126,219
0.0656338,528.042,4,19,0.2,126,126,218
0.427083,651.294,5,19,0.2,163,156,272
0.000788964,432.572,4,19,0.2,41,125,211
0.222851,695.625,5,19,0.2,206,156,274
0.507966,696.658,5,19,0.2,208,155,272
0.206603,525.807,4,19,0.2,123,126,218
0.45225,930.051,7,19,0.2,253,218,393
0.110516,531.183,4,19,0.2,123,125,223
0.218266,529.557,4,19,0.2,124,124,222
0.332176,812.109,6,19,0.2,244,187,320
0.0728034,535.699,4,19,0.2,126,125,223
0.441072,521.188,4,19,0.2,125,125,215
0.335147,775.846,6,19,0.2,209,186,320
0.309946,516.38,4,19,0.2,124,124,212
0.179926,454.72,4,19,0.2,81,125,196
0.194004,645.818,5,19,0.2,164,157,268
0.154239,658.695,5,19,0.2,164,157,275
0.0826398,466.913,4,19,0.2,83,125,205
0.0722599,524.217,4,19,0.2,125,124,215
0.37823,501.61,4,19,0.2,123,124,201
0.222752,668.684,5,19,0.2,169,156,281
0.639212,559.07,4,19,0.2,164,125,213
0.385744,781.816,6,19,0.2,207,187,327
0.0532078,473.25,4,19,0.2,83,125,211
0.27873,557.018,4,19,0.2,165,124,210
0.125005,484.323,4,19,0.2,86,127,217
0.054624,511.79,4,19,0.2,123,125,208
0.222784,655.61,5,19,0.2,167,157,272
0.000898152,425.405,4,19,0.2,41,124,205
0.781774,501.796,4,19,0.2,123,126,201
0.762033,702.244,5,19,0.2,205,156,280
0.207139,660.327,5,19,0.2,166,156,277
0.0656261,654.515,5,19,0.2,167,156,272
0.136638,652.878,5,19,0.2,166,155,272
0.207938,633.815,5,19,0.2,163,156,258
0.0745881,451.477,4,19,0.2,83,125,192
0.263759,576.178,4,19,0.2,167,125,224
0,415.593,4,19,0.2,40,125,200
0.270328,655.081,5,19,0.2,169,157,271
0.398101,776.571,6,19,0.2,209,188,318
0.430059,568.811,4,19,0.2,165,125,218
0.22598,521.274,4,19,0.2,125,124,216
0.191546,657.803,5,19,0.2,167,156,275
0.118475,531.008,4,19,0.2,124,124,224
0.114023,537.84,4,19,0.2,123,124,229
0.0880765,535.744,4,19,0.2,127,124,224
0.42552,788.249,6,19,0.2,208,187,332
0.136159,538.186,4,19,0.2,123,124,232
0.00611924,424.845,4,19,0.2,41,124,206
0.432913,680.517,5,19,0.2,205,155,262
0.332716,831.53,6,19,0.2,245,186,335
0,435.262,4,19,0.2,42,126,210
0.236498,782.414,6,19,0.2,208,187,328
0.283012,684.31,5,19,0.2,204,156,265
0.052569,705.43,5,19,0.2,209,157,278
0.241769,525.409,4,19,0.2,125,126,218
0.000433033,433.714,4,19,0.2,41,125,213
0.142224,524.121,4,19,0.2,124,124,219
0.309807,482.424,4,19,0.2,85,124,216
0.0970093,532.463,4,19,0.2,128,124,222
0.0708155,490.601,4,19,0.2,85,127,220
0,436.778,4,19,0.2,41,126,215
0.319225,511.508,4,19,0.2,123,125,207
0.140323,481.445,4,19,0.2,82,126,218
0.20519,530.046,4,19,0.2,125,125,221
0.50924,573.058,4,19,0.2,167,124,221
0.411648,581.965,4,19,0.2,166,124,229
0.338808,698.883,5,19,0.2,205,155,277
0.759538,508.904,4,19,0.2,121,125,207
0.0658428,471.046,4,19,0.2,81,125,210
0.641103,574.341,4,19,0.2,166,125,222
0.318293,512.257,4,19,0.2,126,125,207
0.150935,473.534,4,19,0.2,84,124,208
0.554622,522.981,4,19,0.2,124,127,216
0.327409,522.862,4,19,0.2,123,128,216
0.0993907,520.35,4,19,0.2,125,126,214
0.304816,489.714,4,19,0.2,85,125,223
0.20027,525.803,4,19,0.2,126,125,215
0.252351,551.737,4,19,0.2,163,123,209
0.418803,789.908,6,19,0.2,209,188,332
0.0533045,527.641,4,19,0.2,124,124,221
0.303517,563.733,4,19,0.2,165,124,214
0.12397,633.758,5,19,0.2,169,156,254
0.189324,528.76,4,19,0.2,126,126,219
0.0414663,530.883,4,19,0.2,125,125,221
0.223417,478.583,4,19,0.2,84,124,212
0.684992,694.615,5,19,0.2,206,155,271
0.273946,521.626,4,19,0.2,126,123,215
0.475163,688.693,5,19,0.2,204,156,268
0.254769,651.841,5,19,0.2,164,155,275
7.53501e-05,435.917,4,19,0.2,41,123,215
0.731834,569.844,4,19,0.2,167,126,217
0.688955,915.845,7,19,0.2,250,218,384
0.686671,529.414,4,19,0.2,126,125,223
0.473325,508.589,4,19,0.2,124,124,206
0.23071,651.738,5,19,0.2,166,155,269
