Iteration,Cost,Cost reduction,time (ms)
0,4537.49,0.00142223,152.476
1,4498.9,0.00991372,246.391
2,4449.14,0.0208639,344.232
3,4003.93,0.118844,458.431
4,3142.94,0.308323,587.883
5,2563.86,0.435765,769.463
