Iteration,Cost,Cost reduction,time (ms)
0,7.693418636846477,0.0,39.087533950805664
1,7.608175224709003,0.011080043367094783,242.47479438781738
2,5.6645745377797,0.2637116469068682,510.27560234069824
3,4.668731557457923,0.3931525401337539,2131.9947242736816
4,3.894979812076295,0.49372574197095265,2792.0942306518555
5,3.5187239861602664,0.5426319361710197,3454.8163414001465
6,3.321199652844954,0.5683063915255351,4253.077268600464
7,3.3041599957342305,0.5705212270771993,5189.410448074341
8,3.2926003147500817,0.5720237686038993,6863.615036010742
9,2.908549107820891,0.6219432159988239,7800.331115722656
10,2.62560549594257,0.6587205740543449,8524.174928665161
11,2.3857986192869043,0.689890966304566,9153.578758239746
12,2.3202437116678176,0.6984118736818301,9880.556583404541
13,2.007686305197442,0.7390384691167163,10528.245687484741
14,2.0066422203443564,0.7391741805477939,11440.665245056152
15,2.00654453503306,0.7391868778044892,12430.500268936157
