Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
55.324,0,100,44.001,3.393,4.452,0,0,0
57.571,0,100,45.556,3.807,4.807,0,0,0
57.835,0,100,46.806,3.887,4.067,0,0,0
59.423,0,100,47.022,4.562,4.161,0,0,0
65.124,0,100,51.751,4.723,4.504,0,0,0
65.827,0,100,52.145,4.773,4.556,0,0,0
66.553,0,100,52.918,4.687,4.566,0,0,0
67.471,0,100,53.455,4.777,4.575,0,0,0
68.213,0,100,54.42,4.747,4.745,0,0,0
69.688,0,100,55.849,4.661,4.751,0,0,0
65.917,0,100,52.038,4.772,4.607,0,0,0
68.289,0,100,54.133,4.737,4.816,0,0,0
76.067,0,100,60.889,4.794,5.584,0,0,0
98.412,0,100,81.512,5.059,6.305,0,0,0
133.744,0,100,115.047,4.722,7.195,0,0,0
142.807,0,100,123.307,4.837,7.487,0,0,0
145.083,0,100,125.773,4.757,7.559,0,0,0
144.387,0,100,124.573,4.771,8.12,0,0,0
144.012,0,100,125.317,4.787,7.226,0,0,0
145.225,0,100,126.017,4.914,7.316,0,0,0
146.095,0,100,126.616,4.879,7.634,0,0,0
145.248,0,100,126.056,4.783,7.531,0,0,0
141.018,0,100,121.466,4.748,7.951,0,0,0
138.327,0,100,119.172,4.867,7.49,0,0,0
140.906,0,100,121.456,4.911,7.44,0,0,0
138.082,0,100,118.934,4.805,7.475,0,0,0
133.89,0,100,114.442,4.998,7.432,0,0,0
137.692,0,100,118.184,4.836,7.443,0,0,0
129.601,0,100,110.02,5.002,7.507,0,0,0
141.285,0,100,122.265,4.768,7.062,0,0,0
137.15,0,100,118.051,4.814,7.294,0,0,0
135.224,0,100,115.602,5.062,7.135,0,0,0
130.688,0,100,108.533,5.017,6.836,0,0,0
125.436,0,100,107.274,4.786,6.677,0,0,0
123.418,0,100,105.133,5.113,6.69,0,0,0
122.328,0,100,104.494,4.903,6.7,0,0,0
121.044,0,100,102.99,4.944,6.817,0,0,0
122.983,0,100,104.942,4.73,6.931,0,0,0
122.573,0,100,104.675,4.802,6.82,0,0,0
120.164,0,100,101.775,4.76,7.319,0,0,0
122.274,0,100,104.421,4.763,6.782,0,0,0
121.382,0,100,103.829,4.79,6.502,0,0,0
122.104,0,100,104.401,4.791,6.568,0,0,0
123.276,0,100,105.425,4.711,6.727,0,0,0
122.023,0,100,104.102,4.759,6.775,0,0,0
124.076,0,100,106.163,4.863,6.676,0,0,0
121.648,0,100,103.816,4.78,6.758,0,0,0
122.351,0,100,104.243,4.883,6.911,0,0,0
122.84,0,100,104.842,4.804,6.696,0,0,0
124.264,0,100,106.147,4.808,6.778,0,0,0
122.884,0,100,104.753,4.803,7.036,0,0,0
125.678,0,100,107.784,4.795,6.717,0,0,0
125.721,0,100,107.561,4.783,6.924,0,0,0
123.747,0,100,105.851,4.775,6.776,0,0,0
123.9,0,100,106.19,4.845,6.595,0,0,0
122.079,0,100,104.112,4.991,6.765,0,0,0
125.276,0,100,107.143,4.836,6.86,0,0,0
124.223,0,100,106.129,4.864,6.843,0,0,0
124.634,0,100,106.613,4.825,6.766,0,0,0
124.825,0,100,106.968,4.872,6.738,0,0,0
122.644,0,100,104.379,4.956,6.765,0,0,0
126.005,0,100,107.698,4.9,6.674,0,0,0
122.02,0,100,104.134,4.889,6.713,0,0,0
125.709,0,100,107.277,5.362,6.697,0,0,0
128.59,0,100,108.562,5.001,7.128,0,0,0
126.892,0,100,108.364,4.829,6.648,0,0,0
121.931,0,100,103.651,4.951,6.887,0,0,0
124.703,0,100,106.593,4.84,6.888,0,0,0
122.65,0,100,104.523,4.894,6.686,0,0,0
123.799,0,100,105.41,4.858,7.073,0,0,0
125.591,0,100,107.652,4.758,6.727,0,0,0
123.046,0,100,104.983,4.799,6.861,0,0,0
124.749,0,100,106.515,4.882,6.932,0,0,0
123.395,0,100,106.034,4.697,6.416,0,0,0
