Iteration,Cost,Cost reduction,time (ms)
0,4.913239436846438,0.0,82.74412155151367
1,4.5703786638811055,0.06978303772335548,385.5152130126953
2,4.032783070519895,0.17920078547844265,965.9547805786133
3,4.0237208697634195,0.18104523065009748,2200.202703475952
4,3.513456300772659,0.28490024841374917,2926.0904788970947
5,2.3096453291120143,0.5299139480581757,3874.5803833007812
6,1.9796435681875417,0.5970797691353353,4593.17946434021
7,1.866155313630116,0.6201782270908605,5273.5435962677
8,1.8090826765722672,0.631794318224103,6088.8352394104
9,1.6653670048541016,0.6610450139342248,6902.959108352661
10,1.640646291751669,0.6660764628225166,7767.273187637329
11,1.615234059048472,0.6712486578742416,8618.571043014526
12,1.53191516272221,0.6882066949081013,9366.838455200195
13,1.5152065782766695,0.6916074215896133,10196.357250213623
14,1.5042833931191524,0.6938306360895213,11041.960954666138
15,1.504241587187237,0.6938391449221262,11916.634321212769
