Iteration,Cost,Cost reduction,time (ms)
0,53.7145,0.227087,917.66
1,44.8645,0.354432,1716.79
2,41.9273,0.396696,2554.96
3,41.9273,0.396696,3356.88
4,36.2477,0.478421,3871.53
5,36.2477,0.478421,4695.23
