Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
534.833,0,0,6.91271,21,3.24237,0.869895,1.59252,0
740.282,0,0,6.91809,21,3.2478,0.869875,1.59665,0
950.12,0,0,6.90719,21,3.24765,0.871265,1.59433,0
198.569,0,0,7.09903,21,3.37043,0.876705,1.60705,0
195.329,0,0,7.08212,21,3.35959,0.870762,1.60997,0
596.534,0,0,6.97256,21,3.28051,0.872999,1.59725,0
172.463,0,0,7.08832,21,3.35204,0.876436,1.61463,0
184.472,0,0,7.05929,21,3.33904,0.872569,1.6054,0
176.299,0,0,7.15004,21,3.40269,0.879213,1.61713,0
396.845,0,0,6.96958,21,3.27627,0.867753,1.59931,0
184.678,0,0,7.06429,21,3.33183,0.877121,1.61235,0
728.544,0,0,6.94934,21,3.26416,0.872484,1.60267,0
702.771,0,0,6.87546,21,3.22154,0.874032,1.57884,0
347.093,0,0,7.04736,21,3.31827,0.87471,1.61887,0
175.439,0,0,7.10536,21,3.36211,0.876112,1.6132,0
395.658,0,0,7.06492,21,3.28922,0.876904,1.60472,0
225.591,0,0,7.04246,21,3.32327,0.874444,1.61176,0
516.438,0,0,6.93473,21,3.26424,0.875692,1.5827,0
201.292,0,0,7.12135,21,3.37303,0.874141,1.62251,0
747.293,0,0,6.8589,21,3.2103,0.865239,1.58662,0
416.072,0,0,6.90129,21,3.2401,0.871522,1.58521,0
336.803,0,0,6.96995,21,3.27155,0.868603,1.60486,0
772.16,0,0,6.99019,21,3.3021,0.87235,1.59325,0
296.606,0,0,7.04787,21,3.32223,0.872757,1.6128,0
203.301,0,0,7.18017,21,3.41043,0.879928,1.62952,0
208.844,0,0,7.02393,21,3.29712,0.872786,1.61534,0
373.571,0,0,7.00537,21,3.2871,0.877278,1.61685,0
182.196,0,0,7.14223,21,3.37705,0.877031,1.62898,0
171.749,0,0,7.16127,21,3.40762,0.87598,1.61792,0
729.09,0,0,6.83851,21,3.19242,0.868956,1.58904,0
796.943,0,0,6.95512,21,3.2839,0.873431,1.59347,0
910.53,0,0,6.81253,21,3.20406,0.865072,1.54709,0
675.798,0,0,6.93862,21,3.26714,0.872053,1.59405,0
195.091,0,0,7.06271,21,3.33815,0.876813,1.6034,0
188.871,0,0,7.06828,21,3.33424,0.872394,1.61836,0
488.747,0,0,6.95793,21,3.25431,0.874253,1.61251,0
460.042,0,0,7.00497,21,3.29475,0.873826,1.6083,0
195.542,0,0,7.07948,21,3.33857,0.872123,1.62099,0
860.374,0,0,6.91207,21,3.23717,0.870541,1.59828,0
514.722,0,0,6.88859,21,3.22628,0.873494,1.58455,0
186.908,0,0,7.15029,21,3.40678,0.871338,1.61672,0
190.229,0,0,7.12467,21,3.37611,0.883288,1.61972,0
887.812,0,0,6.90701,21,3.2495,0.869631,1.58469,0
203.941,0,0,7.10365,21,3.36318,0.876149,1.61296,0
199.013,0,0,7.1253,21,3.36775,0.88169,1.62341,0
913.904,0,0,6.87012,21,3.22256,0.869242,1.58482,0
176.715,0,0,7.17731,21,3.42546,0.878447,1.61612,0
179.79,0,0,7.20337,21,3.4377,0.883958,1.61674,0
687.83,0,0,6.93632,21,3.25575,0.868594,1.60593,0
770.759,0,0,6.84914,21,3.20638,0.868019,1.578,0
719.023,0,0,6.80075,21,3.16561,0.86455,1.58526,0
497.15,0,0,6.83067,21,3.1721,0.864713,1.59511,0
218.238,0,0,7.04294,21,3.30781,0.872824,1.62096,0
346.452,0,0,6.98446,21,3.28392,0.866908,1.60671,0
186.182,0,0,7.02822,21,3.31813,0.868742,1.60188,0
197.158,0,0,7.19175,21,3.4292,0.881809,1.62419,0
180.141,0,0,7.0896,21,3.33627,0.872891,1.62983,0
207.358,0,0,7.10554,21,3.35593,0.872877,1.62315,0
215.16,0,0,7.11428,21,3.37222,0.880135,1.6123,0
459.886,0,0,6.94895,21,3.25542,0.872179,1.60033,0
357.688,0,0,6.92252,21,3.2276,0.874744,1.60257,0
637.334,0,0,6.88535,21,3.21935,0.870014,1.5873,0
191.391,0,0,7.0865,21,3.32298,0.88344,1.62928,0
207.704,0,0,7.1794,21,3.4065,0.876688,1.62886,0
222.839,0,0,7.11207,21,3.36624,0.878095,1.62079,0
944.821,0,0,6.92533,21,3.25112,0.875859,1.59699,0
895.4,0,0,6.93677,21,3.26352,0.874877,1.5933,0
827.868,0,0,6.93741,21,3.25189,0.866859,1.60918,0
542.934,0,0,6.9871,21,3.28429,0.869313,1.61137,0
187.727,0,0,7.04826,21,3.31292,0.878547,1.61409,0
201.093,0,0,7.0955,21,3.35345,0.873227,1.61961,0
712.124,0,0,6.92335,21,3.26393,0.868956,1.5898,0
188.65,0,0,7.14774,21,3.39445,0.878318,1.62008,0
216.627,0,0,7.06798,21,3.31951,0.871286,1.63454,0
771.809,0,0,6.8968,21,3.23895,0.868024,1.5918,0
436.364,0,0,6.98718,21,3.28865,0.872758,1.59706,0
750.362,0,0,6.84897,21,3.20552,0.866886,1.58149,0
415.255,0,0,7.06353,21,3.33791,0.870752,1.62398,0
180.943,0,0,7.14029,21,3.38721,0.879381,1.62029,0
189.987,0,0,7.0747,21,3.34111,0.874991,1.61035,0
317.694,0,0,6.99285,21,3.29296,0.876165,1.59166,0
501.083,0,0,6.92595,21,3.23304,0.875532,1.59886,0
207.331,0,0,7.08737,21,3.36342,0.878147,1.60124,0
225.891,0,0,7.13484,21,3.37688,0.879887,1.62578,0
194.857,0,0,7.13127,21,3.3781,0.876311,1.62205,0
199.554,0,0,7.10356,21,3.35349,0.878634,1.62009,0
287.098,0,0,7.04433,21,3.31048,0.871934,1.62443,0
788.063,0,0,6.89797,21,3.23247,0.871641,1.58688,0
