Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.943519,841.863,7,7,100,534,74,189
0.956393,887.684,8,7,100,569,74,196
0.952337,1141.71,10,7,100,734,90,265
0.953477,1072.57,9,7,100,698,82,242
0.943833,1141.83,10,7,100,726,90,272
0.939408,936.095,8,7,100,611,72,206
0.9307,788.557,7,7,100,507,64,173
0.937158,933.976,8,7,100,608,72,206
0.949884,822.298,7,7,100,532,64,182
0.92824,810.785,7,7,100,524,63,180
0.926008,666.026,6,7,100,422,56,149
0.951148,824.694,7,7,100,532,63,184
0.956871,834.804,7,7,100,537,63,191
0.963942,1018.76,9,7,100,655,81,231
0.955756,751.783,7,7,100,475,63,170
0.932624,678.68,6,7,100,432,55,149
0.9519,842.999,7,7,100,537,63,199
0.93668,925.046,8,7,100,604,72,203
0.923405,924.988,8,7,100,601,73,204
0.921954,784.265,7,7,100,499,63,177
0.921626,1075.04,9,7,100,683,86,257
0.949994,1124.97,7,7,100,703,89,286
0.931862,1294.42,10,7,100,853,100,288
0.949565,1029.8,7,7,100,598,74,310
0.945152,724.861,5,7,100,439,59,177
0.945588,923.969,7,7,100,588,70,217
0.954629,1282.27,9,7,100,752,93,386
0.947899,1035.43,7,7,100,579,77,332
0.944813,610.914,5,7,100,395,51,127
0.916541,1091.51,9,7,100,719,84,238
0.945271,744.675,6,7,100,480,56,168
0.94366,818.707,7,7,100,523,66,184
0.933847,828.613,7,7,100,537,64,182
0.946892,1164.28,8,7,100,799,73,245
0.946484,933.56,8,7,100,608,75,204
0.932733,725.126,6,7,100,457,56,171
0.962034,1041.96,9,7,100,677,85,232
0.956052,951.152,8,7,100,610,74,219
0.923536,814.788,7,7,100,525,67,179
0.931029,1082.21,9,7,100,696,85,255
0.951369,1018.78,9,7,100,659,81,226
0.944965,580.056,5,7,100,364,47,130
0.948568,817.735,7,7,100,528,67,180
0.960043,1020.7,9,7,100,661,83,226
0.956943,1065.76,9,7,100,693,81,241
0.96361,1164.61,10,7,100,757,94,263
0.931251,1110.69,9,7,100,728,83,250
0.944194,826.145,7,7,100,534,64,183
0.955459,941.406,8,7,100,612,75,207
0.925372,798.115,7,7,100,509,64,182
0.944049,826.791,7,7,100,535,64,184
0.929427,825.158,7,7,100,533,64,181
0.930951,699.813,6,7,100,452,56,150
0.938321,935.302,8,7,100,607,74,205
0.936098,959.708,8,7,100,632,76,207
0.92546,707.06,6,7,100,452,56,156
0.950513,939.1,8,7,100,609,72,210
0.938067,816.934,7,7,100,532,63,177
0.953706,707.992,6,7,100,454,54,158
0.924562,959.846,8,7,100,624,74,215
0.946707,970.692,8,7,100,635,74,215
0.944057,1250.85,10,7,100,824,92,279
0.941936,827.332,7,7,100,538,66,179
0.959375,921.772,8,7,100,595,73,206
0.94408,1205.8,10,7,100,792,94,268
0.94719,708.739,6,7,100,456,55,155
0.948053,1049.7,9,7,100,684,84,232
0.93997,707.727,6,7,100,453,54,156
0.92769,571.971,5,7,100,361,45,126
0.947243,828.037,7,7,100,527,65,193
0.942076,948.201,8,7,100,610,74,217
0.953407,924.766,8,7,100,598,74,205
0.957672,1186.72,10,7,100,778,95,261
0.963597,1180.13,9,7,100,774,82,275
0.956946,1031.08,9,7,100,668,82,229
0.960995,897.714,8,7,100,569,72,208
0.94757,944.617,8,7,100,616,74,209
0.943009,685.236,6,7,100,435,54,153
0.945062,837.775,7,7,100,540,66,189
0.918604,1164.83,10,7,100,763,91,258
0.942714,687.626,6,7,100,435,56,157
0.924602,965.698,8,7,100,636,75,206
0.965527,1164.29,10,7,100,738,92,281
0.931592,701.844,6,7,100,449,55,154
0.932471,827.809,7,7,100,537,65,181
0.939372,821.072,7,7,100,523,65,187
0.9327,691.316,6,7,100,442,56,152
0.953856,932.674,8,7,100,606,73,206
0.952201,948.812,8,7,100,605,75,221
0.923473,694.26,6,7,100,442,55,154
0.949265,812.041,7,7,100,523,66,179
0.945568,1041.4,8,7,100,658,78,259
0.941618,833.544,7,7,100,547,64,177
0.946989,915.92,8,7,100,581,75,212
0.929496,1170.16,10,7,100,761,93,266
0.967676,1158.35,10,7,100,757,94,256
0.941886,1044.22,9,7,100,674,84,238
0.939991,698.659,6,7,100,446,57,153
0.939369,721.608,6,7,100,467,56,159
0.925122,975.155,8,7,100,642,73,212
