Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.59938,22.801,74.856,19.2095,1.27533,2.31623
0.162469,22.6369,75.2908,19.094,1.27678,2.26613
0.203713,23.3558,73.9914,19.7604,1.28121,2.31421
4.06723,22.8379,73.2893,18.9564,1.26948,2.61205
20.1865,25.3873,72.8125,20.8763,1.27839,3.23265
16.2399,24.9961,72.9209,20.4878,1.27809,3.23015
12.0446,24.3789,73.9649,20.0967,1.27438,3.00784
0.327364,22.6685,73.3717,18.8578,1.27142,2.53932
0.213527,22.1447,74.8235,18.574,1.27067,2.30008
0.10491,21.9572,74.6982,18.4459,1.26774,2.24362
24.8424,25.3486,69.7914,20.133,1.25898,3.95663
0.128379,22.5655,75.1089,18.9619,1.27426,2.32937
0.355951,22.8369,74.0522,19.2276,1.27772,2.33152
0.262605,23.2804,73.6756,19.4555,1.27789,2.5471
0.235355,23.0166,74.2437,19.2228,1.27463,2.51916
0.212157,22.9363,71.9979,19.1639,1.27861,2.4938
0.203223,23.1977,74.199,19.6487,1.27993,2.26904
0.130518,22.7948,73.6216,19.1432,1.27439,2.37721
0.0932762,22.1544,74.1129,18.5244,1.27504,2.35503
27.7051,26.414,72.5101,21.4895,1.27744,3.64713
0.112427,22.122,75.8466,18.7178,1.26935,2.13492
0.615509,22.8836,71.8161,19.1285,1.27501,2.48008
0.21124,22.7664,75.2704,19.182,1.27847,2.30598
21.1559,25.3718,73.0541,20.6717,1.27977,3.42033
0.239648,22.7028,73.2745,19.026,1.27764,2.39913
0.18278,23.5341,75.1765,19.8913,1.28769,2.3552
21.5887,25.1898,71.9431,20.3808,1.27905,3.52993
0.20765,23.3077,74.2849,19.6459,1.27912,2.38267
0.126268,22.69,73.7399,19.066,1.27374,2.35019
21.8091,24.6422,71.9716,19.9044,1.27849,3.45937
1.31752,22.8788,70.85,18.8334,1.27372,2.77175
5.88616,23.3867,71.8512,19.2563,1.27384,2.85653
0.182049,22.3888,75.3858,18.9182,1.28114,2.1895
0.144213,22.8247,73.768,19.1642,1.28805,2.37237
0.293896,22.5842,76.4205,18.9979,1.27491,2.31137
1.10124,22.7335,70.3688,18.7697,1.27467,2.68922
0.173009,23.4657,75.5259,19.8902,1.28506,2.2904
0.119381,23.0046,74.1062,19.3828,1.27754,2.34426
19.2357,12.1708,26.3038,7.65722,1.01032,3.50323
22.8775,22.9989,62.4095,18.2053,1.17363,3.61999
0.134792,23.3124,74.7523,19.696,1.2867,2.32962
1.20025,22.669,75.0378,19.021,1.27316,2.37482
0.237724,23.4459,75.0248,19.781,1.28237,2.38253
0.164845,22.5221,74.4249,18.886,1.27004,2.36603
0.505208,22.9945,72.6996,19.1428,1.28754,2.56415
0.158379,23.2492,74.8424,19.6977,1.28382,2.26772
0.130731,22.922,75.3682,19.4211,1.28243,2.21849
0.154158,22.9583,75.2076,19.3426,1.27836,2.33732
6.37926,22.9061,69.9277,18.8044,1.27352,2.82821
0.197379,23.6486,73.8576,19.9768,1.28474,2.38697
0.226136,22.7389,73.6018,19.0814,1.28556,2.3719
2.5253,23.4036,73.9639,19.5309,1.27996,2.59268
0.296329,23.154,74.7892,19.3675,1.28018,2.5063
0.249988,23.0159,74.0333,19.3096,1.27652,2.42974
0.171028,22.6433,73.8954,19.1121,1.27524,2.25597
0.522699,22.3584,74.2272,18.4892,1.26572,2.60348
19.4958,25.6379,72.1575,20.9292,1.27894,3.42983
0.103332,22.692,74.6306,19.1632,1.28053,2.24828
0.283346,23.3786,73.5746,19.454,1.28366,2.64089
0.618543,23.0842,75.0246,19.314,1.27722,2.49297
0.335997,22.7526,74.9792,19.1739,1.28291,2.29574
0.665489,22.8358,70.0788,18.9092,1.27214,2.65441
0.100098,22.9959,73.8141,19.3778,1.2858,2.33233
0.355087,23.3954,73.5081,19.5817,1.27807,2.53566
0.149199,23.33,74.2465,19.4912,1.27736,2.56147
10.3659,22.2137,65.916,17.8612,1.24794,3.10455
0.228518,22.5038,75.054,18.9052,1.27298,2.3257
0.386517,23.1004,73.6182,19.2911,1.28031,2.52904
