Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.187564,17.4678,53.7128,13.9323,1.2262,2.30925
0.0777297,16.9201,49.4977,13.1589,1.21428,2.54694
0.140968,17.2831,51.8321,13.7285,1.23382,2.32079
0.111411,17.1587,51.003,13.4448,1.21474,2.49911
14.3029,17.3641,47.4348,13.0022,1.22401,3.13783
0.171356,17.0094,50.9039,13.3042,1.21591,2.48928
0.303843,17.0103,49.8037,13.2494,1.21361,2.54733
0.20059,17.5145,54.7814,13.9699,1.22671,2.3179
0.183602,16.5857,47.7897,12.8825,1.20975,2.4934
8.14834,17.1264,49.13,13.0622,1.21177,2.85245
0.351501,16.9687,50.4616,13.2662,1.22329,2.4792
0.299092,17.4214,52.8857,13.9181,1.23646,2.26685
0.283209,16.8773,49.6486,13.2557,1.22025,2.40127
3.17855,16.272,45.592,12.296,1.1966,2.77946
0.194684,15.6171,43.5125,11.8236,1.19865,2.59478
0.356405,17.1925,51.0208,13.4418,1.22341,2.52737
0.28223,16.8911,50.3877,13.2272,1.22027,2.44355
2.94032,17.2193,51.3851,13.4202,1.21739,2.58168
0.202528,17.3733,48.1234,13.4172,1.21388,2.74219
0.059389,16.602,49.8544,13.0102,1.2149,2.37692
0.140283,17.0957,51.8903,13.5999,1.22167,2.27408
8.86596,16.5946,48.0724,12.5123,1.20049,2.88181
0.488856,21.3694,52.1768,17.2265,1.37294,2.76993
22.7847,20.1501,46.8914,14.9555,1.29598,3.8986
2.41999,18.5918,50.0763,14.5488,1.30232,2.74071
0.958781,18.0876,51.7814,13.9975,1.25758,2.83257
0.130159,16.9179,48.9348,13.4484,1.24258,2.22692
3.44858,16.9765,49.4884,12.9172,1.21619,2.84306
0.165842,17.1693,50.6162,13.5109,1.23332,2.42508
26.7334,18.5192,47.3494,13.456,1.213,3.8503
0.193059,17.1027,52.4611,13.6625,1.22434,2.21583
0.139691,16.7929,50.1975,13.1978,1.22641,2.36871
0.47174,17.0866,48.7502,13.2919,1.2244,2.57034
0.447199,17.1332,49.4493,13.2212,1.21342,2.69859
0.23052,17.7725,52.5759,13.909,1.22876,2.63473
0.537097,17.5177,50.9181,13.5855,1.2187,2.71347
0.791355,17.0424,49.1699,13.1951,1.22655,2.62072
0.659344,17.1708,50.6459,13.172,1.23014,2.76866
0.750717,17.5071,51.7627,13.6729,1.23115,2.60306
0.570408,17.7001,50.3463,13.7807,1.22422,2.69524
0.247392,17.6426,53.8814,13.9933,1.23256,2.41673
0.218619,17.2276,52.0357,13.6579,1.23363,2.33605
0.141828,17.1792,53.5869,13.6621,1.22955,2.2875
0.743971,17.4909,50.6576,13.6932,1.22608,2.5716
0.911932,17.2951,50.734,13.385,1.22316,2.68693
3.62827,16.0734,46.8107,12.2517,1.21559,2.60616
17.2752,18.1148,47.0545,13.3066,1.21767,3.59055
0.352755,17.239,50.6432,13.4417,1.22093,2.5764
0.388643,17.2465,52.2726,13.6579,1.23324,2.3553
11.7943,17.0624,45.2765,12.5908,1.19735,3.27425
5.74133,17.021,48.8808,12.9655,1.21145,2.84403
1.93505,17.1198,50.4757,13.0565,1.22175,2.84152
0.279545,16.9206,49.6791,13.1597,1.21772,2.54315
0.87575,16.9971,50.8285,13.1424,1.21327,2.64141
0.332956,17.1125,51.0404,13.4039,1.22113,2.48741
0.275524,17.1436,52.3266,13.5238,1.22617,2.39362
0.130032,17.1793,51.4086,13.5833,1.22183,2.3742
0.139852,17.1233,51.2879,13.5009,1.22942,2.39298
0.788235,17.7035,49.8789,13.511,1.21484,2.97766
15.8882,17.5707,45.1016,12.7896,1.20214,3.57901
0.26866,17.3576,51.0444,13.5386,1.22361,2.59531
0.241383,17.2479,52.7994,13.5558,1.22815,2.46389
0.339511,18.0593,51.5135,14.1834,1.24095,2.63489
0.263993,17.0748,48.0826,13.258,1.21903,2.59774
0.638081,17.7191,51.3647,13.7782,1.21943,2.72139
1.0963,18.1115,51.3857,14.009,1.22235,2.88012
0.229624,17.2552,51.8192,13.6279,1.22417,2.40312
0.370196,17.369,50.7647,13.4497,1.2298,2.68951
19.5899,17.4747,44.9761,12.6661,1.20369,3.60496
0.191747,17.1634,51.2631,13.3995,1.20397,2.55999
0.180065,17.4613,51.5865,13.7068,1.22025,2.53425
0.369735,17.4075,51.4855,13.5655,1.22076,2.6212
0.318697,16.7146,50.7515,12.9679,1.21966,2.52707
1.17244,17.2273,47.3294,12.9189,1.2224,3.08601
0.530453,17.9518,51.6381,13.8317,1.22813,2.89198
0.728324,17.7317,52.413,13.7921,1.22961,2.70997
0.242132,17.2427,51.7842,13.6339,1.22493,2.38393
0.378318,17.825,51.2331,14.0066,1.227,2.59133
0.553099,17.7104,51.8873,13.8867,1.23075,2.59297
0.0890774,17.0065,52.1454,13.3271,1.21252,2.46694
0.394169,17.4012,52.3398,13.6042,1.22158,2.57544
26.2884,18.3407,46.663,13.3088,1.20848,3.82342
0.167596,17.609,54.4545,13.991,1.22926,2.3887
0.162946,17.6682,53.2574,14.0151,1.23336,2.41973
0.233386,17.9251,53.7794,14.066,1.23206,2.62707
0.220237,16.7262,46.6249,12.5825,1.19586,2.94778
0.26084,17.7275,51.6594,13.7515,1.22533,2.75073
0.277867,17.8621,51.6964,14.0218,1.22822,2.6121
0.186683,16.9991,50.8804,13.2079,1.22237,2.56887
0.700549,17.4929,51.6748,13.6755,1.22101,2.59642
0.204713,17.6714,52.9522,13.8687,1.23746,2.56524
0.496969,17.563,50.2956,13.5332,1.21268,2.81709
0.345658,17.531,49.4785,13.4432,1.22309,2.86472
0.357255,17.0491,49.1311,13.1172,1.21125,2.7206
20.111,14.6202,35.5901,9.94877,1.08821,3.58317
0.137059,17.849,52.4486,14.0825,1.23433,2.53214
0.360263,16.6026,48.0596,12.7444,1.21333,2.64484
0.789931,16.7108,47.9776,12.7646,1.21054,2.73574
0.343329,17.7615,52.3903,13.8372,1.21893,2.70538
12.2707,17.6013,48.09,13.1034,1.20859,3.28938
