Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.16217,13.3722,36.6112,9.88613,1.17804,2.30798
0.0858578,13.3306,37.0265,10.0092,1.18102,2.14032
0.113353,13.321,36.2339,9.93814,1.18664,2.19617
0.0547556,13.4109,35.404,10.0882,1.18554,2.13709
0.0536507,12.7439,34.7186,9.43857,1.17319,2.13217
0.0467612,13.1378,35.6359,9.81641,1.18315,2.13826
0.184863,13.6637,34.8945,9.94936,1.17908,2.53523
0.121955,13.4778,36.5551,10.001,1.18195,2.29476
1.49093,13.3876,35.2697,9.7877,1.1806,2.4193
1.97599,13.7898,34.0595,9.74941,1.16687,2.87348
0.0602846,13.3813,35.5839,9.97822,1.18515,2.21794
6.2192,13.6954,35.6449,9.9882,1.1834,2.52379
0.0926189,13.2979,35.4806,9.7931,1.17865,2.32619
0.0794624,13.3808,34.1096,9.85299,1.17826,2.34952
0.798594,13.1875,34.7595,9.57902,1.17328,2.43522
0.230464,13.6358,36.3503,9.98379,1.17613,2.47593
0.273774,13.5023,35.0235,9.69553,1.16995,2.63685
24.5334,14.835,34.3291,9.92266,1.1622,3.75019
0.0698866,13.174,33.9979,9.6126,1.17376,2.38766
0.390756,13.9949,36.4095,10.1771,1.17993,2.63787
0.336896,13.0484,34.9628,9.42888,1.16876,2.45072
0.122605,13.5603,36.4863,10.074,1.18046,2.30583
0.0749016,13.2438,35.9169,9.87325,1.18251,2.18801
0.167107,13.7635,36.1154,10.166,1.18571,2.41184
0.412245,13.8611,36.5308,10.1074,1.1767,2.57704
0.0964014,13.5121,35.7774,9.9866,1.18104,2.34446
0.0764571,13.4578,35.1041,9.92191,1.18199,2.35393
0.182854,13.4127,35.5256,9.73396,1.17927,2.49946
0.25149,13.8341,35.7478,9.95781,1.17565,2.70061
0.104535,13.6917,37.9559,10.0489,1.18394,2.45893
0.101944,13.7804,36.4472,10.2246,1.18664,2.36921
0.0721748,13.5759,35.5347,10.0252,1.18033,2.37034
0.229192,13.607,36.464,9.87765,1.17716,2.55218
0.389977,13.2897,34.2338,9.51883,1.16704,2.60385
0.0697974,13.3806,36.4854,9.91138,1.1818,2.28739
0.232881,13.5313,35.2419,9.87063,1.17797,2.48267
0.281941,13.7523,34.7593,10.0157,1.17896,2.55755
0.805401,13.8329,36.9615,10.0078,1.18153,2.64358
0.272463,13.297,35.379,9.7004,1.17792,2.41865
0.149812,13.7504,36.274,10.1497,1.18539,2.4153
0.226577,13.8056,35.9139,10.0779,1.17733,2.55032
0.11965,13.7756,36.4379,10.2049,1.1844,2.38626
0.0503358,13.1401,35.4928,9.82369,1.17951,2.13694
1.00893,13.8334,36.1051,10.0186,1.18074,2.63409
0.430977,13.6253,36.1738,9.95742,1.17972,2.48817
0.132912,13.6246,35.6684,9.94711,1.17503,2.5025
0.480356,13.4792,35.0407,9.73662,1.17749,2.56506
0.0604382,13.4448,36.1984,9.97159,1.1842,2.28897
0.276177,13.299,34.8178,9.71659,1.17189,2.41056
0.141707,13.7882,35.8936,10.0397,1.17809,2.57047
