Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.284012,28.2394,93.9039,24.6417,1.31789,2.27981
21.2413,30.2743,93.6777,25.7161,1.30922,3.24897
0.347282,29.1064,93.1712,25.0726,1.31699,2.71687
0.380529,28.1558,94.9127,24.5245,1.31493,2.31636
4.82435,29.4994,93.755,25.5795,1.31563,2.60424
0.225776,28.5776,95.0338,24.8593,1.32587,2.39246
0.268049,28.187,94.9877,24.5639,1.31422,2.30891
0.265898,28.133,94.3894,24.3104,1.31295,2.50966
2.70193,28.1404,94.8134,24.2192,1.30765,2.61352
0.20293,26.9194,94.8335,23.2996,1.30906,2.31077
0.321076,28.8996,94.9429,25.161,1.31895,2.41965
0.244843,28.469,94.5961,24.8324,1.31958,2.3171
0.253799,27.8969,94.3634,24.2286,1.31209,2.35619
10.8904,29.2573,95.1733,25.0944,1.3131,2.84983
12.8261,30.175,94.883,25.8835,1.31621,2.97537
0.2899,28.3121,94.7455,24.4954,1.31893,2.49783
0.575007,28.1247,94.6176,24.3781,1.31077,2.4358
0.42841,28.622,94.9353,24.826,1.31395,2.48198
10.8923,30.4834,94.5005,26.3281,1.31674,2.8385
0.233702,28.8407,94.5712,25.1501,1.32311,2.36752
0.257084,28.2091,94.5229,24.4549,1.31669,2.43751
0.26033,27.9725,94.6181,24.2394,1.31871,2.41442
0.304444,28.7237,93.8577,24.8067,1.31473,2.60225
0.331063,28.3493,94.7997,24.4472,1.31391,2.58816
0.237202,27.6485,94.8926,24.018,1.31328,2.3172
0.188339,27.9024,94.3179,24.244,1.31655,2.3419
14.5427,30.6484,92.6307,26.2018,1.3165,3.13013
13.3854,31.3803,94.0799,26.9574,1.32327,3.09958
0.195376,28.6927,94.5484,24.9467,1.32166,2.4243
0.265784,29.3311,93.9697,25.4767,1.3176,2.53675
0.1885,27.9557,94.6111,24.3615,1.31243,2.28183
0.294474,28.1087,94.9535,24.4968,1.31537,2.29645
0.371845,28.8329,94.7005,24.9972,1.31455,2.52114
1.04169,30.8612,93.2255,26.3925,1.31862,3.15012
0.234287,27.7946,95.0559,24.1461,1.31434,2.33422
25.6434,20.0889,54.8195,15.0717,1.13961,3.87754
0.238332,27.6484,88.5509,23.5828,1.29787,2.76768
0.666716,28.9785,94.4573,24.9281,1.30919,2.74121
22.98,22.4325,62.1089,17.3055,1.1758,3.95118
0.2934,28.8645,93.9687,24.9943,1.31803,2.55218
0.267702,29.246,94.4965,25.3245,1.31568,2.60582
0.249657,28.7388,94.5371,24.9787,1.32058,2.43949
0.25786,28.1947,94.7615,24.4317,1.32097,2.44209
9.33434,30.8065,94.4505,26.3869,1.31878,3.10077
14.9691,30.1973,94.3853,25.6085,1.31354,3.2752
0.170768,28.4745,94.3062,24.7734,1.31575,2.38534
0.213517,28.3451,94.6386,24.5347,1.31401,2.49646
0.747759,28.3848,94.3889,24.518,1.3159,2.55094
0.349973,29.1371,94.3802,25.1894,1.32134,2.62634
0.327673,29.1278,94.684,25.3335,1.31844,2.4759
