Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP
0.0910191,22.9216,76.2817,19.3786,1.28529,2.25772
0.165091,24.0172,75.2749,20.2556,1.28944,2.47216
7.50214,24.233,75.306,20.1536,1.28673,2.79268
0.140106,23.0316,77.0178,19.3666,1.28046,2.38463
0.178837,23.0489,76.066,19.3024,1.27289,2.47354
0.171141,23.9621,76.5517,20.2424,1.297,2.42275
0.180088,24.0344,76.7827,20.303,1.28769,2.44374
0.261306,23.245,75.5089,19.5051,1.27788,2.46206
0.126959,22.8491,74.7595,19.1542,1.27715,2.41772
0.331595,23.4094,74.4379,19.6079,1.28139,2.52009
26.9138,26.3846,73.4941,21.4101,1.27916,3.69534
0.170391,23.5443,74.2733,19.758,1.2816,2.50476
0.129635,23.29,74.457,19.4961,1.2777,2.51625
0.101083,23.4929,75.8361,19.8333,1.28023,2.37936
0.345545,23.604,75.9774,19.7925,1.28118,2.53033
26.6796,26.3651,73.9861,21.4111,1.27903,3.67503
0.192189,23.2785,74.8614,19.5408,1.27653,2.46121
0.221463,23.5163,77.2393,19.9663,1.2805,2.26945
16.5243,25.6436,74.608,21.1601,1.28574,3.19773
13.0262,24.9184,75.3017,20.5618,1.28135,3.07519
0.491484,23.7433,74.2394,19.7864,1.28132,2.67559
1.18748,23.858,73.0795,19.8219,1.27988,2.75619
0.0768285,23.7298,76.7239,20.134,1.29128,2.3045
0.320966,22.9097,74.6465,19.0624,1.27307,2.57426
20.7691,25.5746,73.0053,20.9431,1.27831,3.35318
0.192159,22.8095,76.8379,19.2789,1.27629,2.25434
0.184182,23.6163,74.1592,19.8825,1.28268,2.45112
0.349375,24.256,75.0596,20.2951,1.28249,2.67843
0.155925,23.5294,77.4185,19.7696,1.27857,2.48125
0.142791,23.6173,76.2868,19.7267,1.27519,2.61539
0.112775,23.2051,77.1092,19.6547,1.28404,2.26644
0.351111,24.0269,75.5068,20.2666,1.28641,2.47395
0.123687,23.5472,74.5612,19.7907,1.27709,2.4794
0.321658,24.1363,75.4071,20.244,1.28615,2.60618
0.145449,23.0198,77.533,19.5056,1.28325,2.23101
0.37364,23.4686,77.0002,19.6563,1.28828,2.52402
0.163635,23.7411,74.5911,19.9018,1.28361,2.55571
0.684194,23.9779,75.1064,19.9758,1.28421,2.71797
0.294057,24.2956,73.5866,20.2183,1.28292,2.79441
0.162975,23.2304,77.1418,19.5699,1.2861,2.37433
0.148276,23.05,77.1678,19.4662,1.28553,2.29828
0.153013,23.6326,76.5096,19.9151,1.28624,2.43125
0.309617,24.0947,75.2289,20.3438,1.28525,2.46568
0.244794,23.2783,76.6255,19.6452,1.2822,2.35097
0.286038,23.2575,76.3814,19.4057,1.27871,2.57306
0.680072,23.1755,72.0951,19.2844,1.27653,2.61456
0.151088,23.7417,76.7886,20.0504,1.2877,2.40359
0.160653,23.8784,76.7103,20.1554,1.29028,2.43264
3.89671,24.608,74.4867,20.2832,1.27889,3.04592
0.12827,23.6345,75.3253,19.7706,1.28162,2.58223
