Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0,520.313,4,10,31.2733,145,71,257
0.66006,703.742,4,10,24.5111,409,62,182
0.0984049,590.912,4,10,23.53,252,76,216
0.449658,772.301,4,10,31.4167,326,60,324
0.348642,867.519,4,10,25.3511,448,62,307
0.197639,686.347,4,10,24.3467,271,60,306
0.574406,891.005,4,10,35.9422,553,58,230
0.359852,662.508,4,10,27.6556,385,56,173
0.303875,862.734,4,10,31.88,575,56,181
0.405906,708.458,4,10,29.5689,410,59,191
0,432.855,4,10,34.7,148,57,182
0.182642,790.437,5,10,32.9711,433,72,237
0.73046,921.565,4,10,35.1817,631,57,184
0.618019,795.805,5,10,31.5733,434,73,240
0.113203,758.572,5,10,31.2467,412,71,228
0.311411,668.59,4,10,27.5467,390,56,175
0.108558,732.916,4,10,33.8222,451,56,178
0.679805,1383.08,7,10,34.4567,916,99,311
0.897813,847.967,5,10,24.595,489,71,238
0.412013,895.704,4,10,35.365,616,56,175
0.356212,587.635,4,10,32.89,289,59,194
0,383.312,4,10,23.14,112,56,170
0.680902,544.558,4,10,28.82,269,56,173
0.641734,1443.96,8,10,33.3833,902,116,369
0.548599,952.256,5,10,34.4417,607,70,224
0.615634,1115.07,6,10,30.088,705,84,270
0.72623,703.678,4,10,29.7333,422,56,179
0.0534635,519.412,4,10,25.91,243,56,175
0.356061,1028.27,6,10,35.22,619,85,273
0.632754,933.386,5,10,31.2317,578,71,233
0.682324,868.272,5,10,27.4683,514,74,232
0.669954,1179.14,5,10,37.608,820,70,235
0.182246,511.503,4,10,25.1967,237,57,171
0.878314,528.174,4,10,24.6133,240,57,186
0,389.4,4,10,24.4867,117,56,171
0.815003,692.819,4,10,27.82,398,58,189
0.0334747,591.749,4,10,35.21,306,56,181
0.343573,723.917,4,10,32.5311,441,56,178
0.556022,740.259,4,10,35.4089,460,56,177
0.0489477,581.156,4,10,31.05,282,70,183
0.66264,566.643,4,10,29.7933,275,57,188
0.562728,918.184,5,10,31.0067,560,72,234
0.0905219,668.508,4,10,26.72,375,57,186
0.740315,765.338,5,10,29.3622,415,71,229
0.704381,796.15,4,10,24.74,415,60,272
0.898355,1174.03,6,10,35.64,769,84,266
0.33194,564.785,4,10,32.3333,289,56,174
0.645154,563.907,4,10,30.75,286,56,177
0.737271,753.761,5,10,30.6467,417,70,218
0.845728,688.564,4,10,25.8978,388,57,196
0.559383,564.363,4,10,31.15,285,56,178
0.40857,747.43,4,10,34.88,464,56,180
0.516439,1212.71,6,10,37.1707,808,84,266
0.79652,531.313,4,10,24.8467,248,57,180
0.534248,758.173,4,10,36.9089,478,56,174
0.608892,899.719,5,10,29.9533,550,73,228
0.275656,580.518,4,10,34.19,300,56,180
0.446636,860.028,4,10,31.7533,571,56,180
0.0510684,644.186,5,10,35.2167,306,70,220
0.542093,1554.07,8,10,31.7933,1018,112,362
0.138246,508.642,4,10,23.81,229,56,176
0.404478,682.266,4,10,27.9111,392,58,184
0.580154,870.394,5,10,27.615,524,70,226
0.233444,727.344,4,10,33.6044,446,56,176
0.497335,573.681,4,10,32.0267,295,56,176
0.398659,553.693,4,10,30.08,273,56,178
0.181458,570.922,4,10,32.2367,292,56,177
0.609647,642.741,4,10,24.8467,360,56,179
0.538624,762.55,4,10,36.3089,474,57,183
0.212779,547.139,4,10,28.5467,262,56,182
0.341087,613.15,4,10,37.5567,333,57,177
0.204286,859.13,4,10,31.9267,569,56,182
0.860819,675.488,4,10,25.7822,382,57,190
0,392.213,4,10,23.2867,113,56,178
0,388.097,4,10,23.58,115,56,171
0.866979,532.533,4,10,25.2967,248,56,183
0.012573,582.352,4,10,35.1067,302,57,176
0.787971,997.771,6,10,25.3587,598,84,262
0.170957,701.437,4,10,30.2133,412,57,184
0.479226,773.639,4,10,38.5667,491,56,179
0.129255,640.459,4,10,25.3022,361,56,175
0.718902,604.637,4,10,32.7667,299,60,201
0.904686,520.122,4,10,24.1367,238,57,180
0.77897,693.958,4,10,27.76,404,56,187
0.0228311,577.687,4,10,34.6133,298,56,178
0.505866,750.586,4,10,36.28,467,56,179
0.880001,750.217,4,10,36.2311,470,57,177
0.206687,787.761,5,10,32.5556,438,71,230
0,394.328,4,10,25,119,57,174
0.851147,678.679,4,10,26.8911,393,56,182
0.557397,1479.14,8,10,29.2657,950,112,357
0.408202,577.827,4,10,30.7433,278,60,193
0,379.083,4,10,22.8267,110,56,168
0.695575,581.217,4,10,30.1267,280,60,195
0.444918,572.226,4,10,32.1967,288,57,181
0.183704,1076.07,6,10,36.9833,661,84,278
0.850746,539.385,4,10,25.3733,249,58,188
0.605752,564.282,4,10,29.7467,283,56,178
0.335962,694.3,4,10,29.3356,410,56,177
0.830661,682.182,4,10,26.8578,387,59,189
