Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.638803,2753.79,6,31,10.05,1620,0,1385,9,222,462,594
0,1698.65,6,31,3.35,569,0,490,3,75,463,587
0.817782,4508.39,6,31,20.1,3325,0,2848,18,452,466,632
0.806029,4331.96,6,31,20.1,3197,0,2714,19,456,472,582
0.79034,4044.03,6,31,16.75,2854,0,2454,16,377,459,644
0.598161,4250.8,6,31,16.75,2981,0,2582,15,380,466,706
0.844364,4334.95,6,31,20.1,3232,0,2744,18,462,465,568
0.846582,5273.89,6,31,20.1,3973,0,3389,18,558,519,694
0.792293,4815.77,6,31,16.75,3492,0,3002,15,466,517,715
0.841932,4391.91,6,31,16.75,3182,0,2689,15,471,516,614
0.784087,4379.45,6,31,16.75,3165,0,2675,15,468,515,614
0.57656,4615.47,6,31,16.75,3377,0,2890,15,466,518,630
0.829154,4530.77,6,31,16.75,3270,0,2781,15,468,511,663
0.932309,5080.15,6,31,20.1,3859,0,3274,18,561,513,627
0.818982,3957.54,6,31,13.4,2684,0,2296,12,371,509,670
0.772947,5270.6,6,31,20.1,3997,0,3406,18,564,516,662
0.552045,5113.06,6,31,20.1,3899,0,3316,18,555,516,614
0.769076,3987.97,6,31,13.4,2698,0,2306,12,373,515,687
0.777823,5115.44,6,31,20.1,3883,0,3299,18,557,512,639
0.781682,4626.95,6,31,16.75,3336,0,2851,15,465,512,694
0.783073,5198.48,6,31,20.1,3929,0,3342,18,562,511,676
0,1848.77,6,31,3.35,645,0,548,3,93,499,631
0.673172,4665.06,6,31,16.75,3367,0,2882,15,465,506,709
0.651787,4532.39,6,31,16.75,3305,0,2819,15,466,510,638
0.523279,4653.15,6,31,16.75,3389,0,2903,17,462,508,676
0.576385,4497.19,6,31,16.75,3248,0,2767,15,458,509,658
0.842751,5302.39,6,31,20.1,4008,0,3423,18,562,510,701
0.778487,3962.41,6,31,13.4,2681,0,2294,12,370,507,685
0.856361,4360.66,6,31,16.75,3175,0,2692,15,462,506,602
0.715352,4016.48,6,31,13.4,2735,0,2351,12,368,506,684
0.156434,2454.57,6,31,6.7,1271,0,1075,6,187,499,609
0.928016,5408.12,6,31,20.1,4094,0,3513,18,553,522,699
0.806347,5276.82,6,31,20.1,3990,0,3403,18,561,521,679
