1.43666,0.414304,2.29622,-0.510854,-0.910592,-0.641294,-1.26176,0.0141357,0.0605828,-0.0269342,-0.0286163,-0.00142131,-0.205855,-0.000566637,
1.43668,0.414499,2.29613,-0.510912,-0.910627,-0.641762,-1.26176,0.00501826,0.0487996,-0.0230331,-0.0144466,-0.00882289,-0.116874,-0.000511959,
1.43668,0.414663,2.29606,-0.510935,-0.910687,-0.642034,-1.26176,0.000425605,0.0408587,-0.0174766,-0.00575375,-0.0148221,-0.0680363,-2.43041e-05,
1.43668,0.414802,2.296,-0.510937,-0.910755,-0.642196,-1.26176,-0.00221139,0.0348671,-0.013384,-0.000453886,-0.017025,-0.0404741,0.000265355,
1.43666,0.414923,2.29596,-0.510927,-0.910823,-0.642295,-1.26176,-0.00366336,0.0301883,-0.0104843,0.00263536,-0.0171413,-0.0246555,0.000408405,
1.43664,0.415029,2.29593,-0.510909,-0.910888,-0.642356,-1.26176,-0.00436644,0.026433,-0.00841528,0.00431737,-0.0162824,-0.0154338,0.00046534,
1.43662,0.415122,2.2959,-0.510889,-0.910949,-0.642396,-1.26175,-0.0046059,0.023343,-0.0069137,0.00512319,-0.0150315,-0.00996898,0.000474441,
1.43661,0.415205,2.29588,-0.510867,-0.911003,-0.642423,-1.26175,-0.00456829,0.0207454,-0.00579924,0.00539616,-0.0136779,-0.0066719,0.000458253,
1.43659,0.415279,2.29586,-0.510846,-0.911053,-0.642441,-1.26175,-0.00437325,0.0185238,-0.00495055,0.00535485,-0.0123569,-0.00464194,0.000429701,
1.43657,0.415346,2.29584,-0.510825,-0.911097,-0.642455,-1.26175,-0.00409591,0.016598,-0.00428654,0.00513656,-0.0111262,-0.00336252,0.000396039,
1.43656,0.415405,2.29582,-0.510806,-0.911137,-0.642465,-1.26175,-0.00378248,0.014912,-0.00375323,0.00482635,-0.0100051,-0.00253383,0.00036123,
1.43654,0.415459,2.29581,-0.510788,-0.911173,-0.642473,-1.26175,-0.00346062,0.0134252,-0.00331452,0.00447606,-0.00899491,-0.0019799,0.000327357,
1.43653,0.415507,2.2958,-0.510772,-0.911206,-0.642479,-1.26174,-0.00314635,0.012107,-0.00294618,0.00411657,-0.00808936,-0.00159629,0.000295444,
1.43652,0.415551,2.29579,-0.510756,-0.911235,-0.642485,-1.26174,-0.0028484,0.0109342,-0.00263168,0.00376568,-0.00727921,-0.00132033,0.000265925,
1.43651,0.415591,2.29578,-0.510743,-0.911261,-0.642489,-1.26174,-0.00257107,0.00988798,-0.00235959,0.0034331,-0.00655479,-0.001114,0.000238914,
1.4365,0.415626,2.29577,-0.51073,-0.911285,-0.642493,-1.26174,-0.00231598,0.00895303,-0.00212182,0.0031236,-0.00590689,-0.000953919,0.000214359,
1.43649,0.415659,2.29576,-0.510719,-0.911306,-0.642496,-1.26174,-0.00208319,0.00811648,-0.00191248,0.00283898,-0.00532715,-0.000825548,0.000192122,
1.43648,0.415688,2.29576,-0.510709,-0.911325,-0.642499,-1.26174,-0.00187185,0.00736735,-0.00172715,0.00257928,-0.00480813,-0.000719673,0.000172031,
1.43648,0.415715,2.29575,-0.510699,-0.911342,-0.642502,-1.26174,-0.00168069,0.00669612,-0.00156243,0.00234358,-0.00434323,-0.000630349,0.000153903,
1.43647,0.41574,2.29574,-0.510691,-0.911358,-0.642504,-1.26174,-0.0015082,0.00609445,-0.00141561,0.00213043,-0.00392664,-0.00055365,0.000137557,
1.43647,0.415762,2.29574,-0.510683,-0.911372,-0.642506,-1.26174,-0.00135281,0.00555501,-0.00128449,0.00193815,-0.00355323,-0.000486909,0.000122822,
1.43646,0.415782,2.29573,-0.510676,-0.911385,-0.642507,-1.26174,-0.001213,0.00507127,-0.00116723,0.00176501,-0.00321842,-0.000428258,0.000109539,
1.43646,0.415801,2.29573,-0.510669,-0.911397,-0.642509,-1.26174,-0.00108729,0.00463744,-0.00106226,0.00160928,-0.00291819,-0.000376342,9.75619e-05,
1.43645,0.415818,2.29573,-0.510664,-0.911408,-0.64251,-1.26174,-0.000974339,0.00424836,-0.000968215,0.00146933,-0.00264892,-0.000330142,8.67599e-05,
1.43645,0.415833,2.29572,-0.510658,-0.911417,-0.642511,-1.26174,-0.00087288,0.00389939,-0.000883932,0.00134365,-0.00240741,-0.000288866,7.70128e-05,
1.43645,0.415848,2.29572,-0.510653,-0.911426,-0.642512,-1.26174,-0.00078177,0.00358642,-0.00080837,0.00123083,-0.0021908,-0.000251879,6.82128e-05,
1.43644,0.415861,2.29572,-0.510649,-0.911434,-0.642513,-1.26174,-0.000699968,0.00330573,-0.000740612,0.00112958,-0.0019965,-0.000218658,6.02629e-05,
1.43644,0.415873,2.29571,-0.510645,-0.911441,-0.642514,-1.26174,-0.000626533,0.00305401,-0.000679843,0.00103875,-0.00182223,-0.000188761,5.30758e-05,
1.43644,0.415884,2.29571,-0.510641,-0.911448,-0.642515,-1.26174,-0.000560615,0.00282828,-0.000625338,0.00095728,-0.00166592,-0.000161811,4.65731e-05,
1.43644,0.415895,2.29571,-0.510637,-0.911454,-0.642515,-1.26174,-0.000501447,0.00262588,-0.00057645,0.000884221,-0.00152574,-0.000137481,4.06844e-05,
1.43643,0.415905,2.29571,-0.510634,-0.91146,-0.642516,-1.26174,-0.000448342,0.00244441,-0.000532599,0.000818715,-0.00140003,-0.000115484,3.53465e-05,
1.43643,0.415914,2.29571,-0.510631,-0.911465,-0.642516,-1.26174,-0.000400678,0.00228172,-0.000493267,0.000759991,-0.0012873,-9.55683e-05,3.05027e-05,
1.43643,0.415922,2.2957,-0.510628,-0.911469,-0.642516,-1.26174,-0.000357899,0.00213588,-0.000457988,0.000707357,-0.00118622,-7.75097e-05,2.61021e-05,
1.43643,0.41593,2.2957,-0.510625,-0.911474,-0.642517,-1.26174,-0.000319504,0.00200518,-0.000426348,0.00066019,-0.00109561,-6.11097e-05,2.20991e-05,
1.43643,0.415938,2.2957,-0.510623,-0.911478,-0.642517,-1.26174,-0.000285045,0.00188805,-0.000397971,0.000617929,-0.00101438,-4.61914e-05,1.84526e-05,
1.43643,0.415945,2.2957,-0.510621,-0.911482,-0.642517,-1.26174,-0.000254119,0.0017831,-0.000372524,0.000580072,-0.000941584,-3.2597e-05,1.51259e-05,
1.43643,0.415952,2.2957,-0.510618,-0.911485,-0.642517,-1.26174,-0.000226362,0.0016891,-0.000349705,0.000546169,-0.00087635,-2.01855e-05,1.20861e-05,
1.43643,0.415958,2.2957,-0.510616,-0.911488,-0.642517,-1.26174,-0.000201451,0.0016049,-0.000329246,0.000515813,-0.000817906,-8.83111e-06,9.30357e-06,
1.43643,0.415964,2.29569,-0.510614,-0.911491,-0.642517,-1.26174,-0.000179093,0.00152952,-0.000310905,0.000488642,-0.000765556,1.57886e-06,6.75179e-06,
1.43643,0.41597,2.29569,-0.510613,-0.911494,-0.642517,-1.26174,-0.000159027,0.00146204,-0.000294463,0.00046433,-0.000718677,1.1145e-05,4.40695e-06,
1.43642,0.415976,2.29569,-0.510611,-0.911497,-0.642517,-1.26174,-0.000141017,0.00140165,-0.000279728,0.000442582,-0.00067671,1.99574e-05,2.24772e-06,
1.43642,0.415981,2.29569,-0.510609,-0.9115,-0.642517,-1.26174,-0.000124853,0.00134764,-0.000266523,0.000423137,-0.000639151,2.80966e-05,2.54944e-07,
1.43642,0.415986,2.29569,-0.510607,-0.911502,-0.642517,-1.26174,-0.000110346,0.00129934,-0.000254693,0.000405759,-0.000605549,3.56345e-05,-1.58855e-06,
1.43642,0.415991,2.29569,-0.510606,-0.911504,-0.642517,-1.26174,-9.73252e-05,0.00125617,-0.000244095,0.000390235,-0.0005755,4.26356e-05,-3.29815e-06,
1.43642,0.415996,2.29569,-0.510604,-0.911507,-0.642516,-1.26174,-8.56385e-05,0.0012176,-0.000234605,0.000376376,-0.00054864,4.91575e-05,-4.8877e-06,
1.43642,0.416001,2.29569,-0.510603,-0.911509,-0.642516,-1.26174,-7.51491e-05,0.00118317,-0.000226108,0.000364011,-0.000524643,5.52516e-05,-6.36956e-06,
1.43642,0.416006,2.29569,-0.510602,-0.911511,-0.642516,-1.26174,-6.57343e-05,0.00115245,-0.000218503,0.000352988,-0.000503217,6.09641e-05,-7.75487e-06,
1.43642,0.41601,2.29569,-0.5106,-0.911513,-0.642516,-1.26174,-5.72838e-05,0.00112506,-0.000211698,0.000343168,-0.000484098,6.63361e-05,-9.05359e-06,
