Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.9940505663650837,6.182962877273621,67.86337304115295,24,16.39344262295082
1,0.9960293892744568,4.126708854421192,142.2594940662384,43,19.672131147540984
2,0.9938663837661931,6.3751255906351805,81.92496466636658,25,21.311475409836063
3,0.9936564910116111,6.593673741969906,119.726158618927,23,16.39344262295082
4,0.9939343161307003,6.305267832253027,55.368680000305176,21,16.39344262295082
5,0.9933939485960023,6.867389986845048,58.06231641769409,13,27.86885245901639
6,0.9938340890607869,6.4075629433599515,45.97288537025452,17,21.311475409836063
7,0.9956959823987105,4.472438880040947,135.43158292770386,34,27.86885245901639
8,0.995987050250717,4.169739865896325,105.83808040618896,33,26.229508196721312
9,0.9942052435929144,6.020816795798769,59.3594274520874,20,22.950819672131146
10,0.9935915473131038,6.662374823374151,93.26602506637573,29,19.672131147540984
11,0.9957540288025759,4.414476044831154,97.04554080963135,44,22.950819672131146
12,0.9931420871025176,7.130507628479725,67.97961497306824,16,26.229508196721312
13,0.9967535650823885,3.3756831111342267,118.89837121963501,41,34.42622950819672
14,0.9933766513177271,6.887461712391626,59.853450298309326,23,22.950819672131146
15,0.9942903276438955,5.9320735392867086,62.56074357032776,21,13.114754098360656
16,0.994452563277262,5.7631898958677255,68.82684135437012,20,16.39344262295082
17,0.9803907348401205,20.37076076776153,188.81272983551025,24,42.62295081967213
18,0.994264515664121,5.95787664448129,47.10210943222046,22,14.754098360655737
19,0.9944751919323348,5.738709053688655,67.64552116394043,26,18.0327868852459
