Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
0.244584,9.15015,4.70242,3.17312,1.03775,2.62134,4.8694
0.0870856,12.4036,6.1806,4.3403,1.2758,3.4473,1.72065
0.392403,9.39192,5.00543,3.43269,1.10461,2.57754,3.37474
0.0754357,10.3563,5.17346,3.49914,1.03825,2.93631,2.07501
0.103029,10.6985,7.76778,3.93857,1.05284,3.23642,7.17012
1.07487,8.77638,5.02998,3.10939,1.04492,2.42512,5.16462
0.564552,8.81191,4.39315,3.03222,1.03851,2.40134,9.88101
0.0888591,10.0481,5.03959,3.43392,1.03527,2.79957,1.90498
0.0958623,10.0688,5.09659,3.39526,1.04469,2.81723,1.77733
6.13049,8.83424,4.07252,2.96389,1.03552,2.43242,1934.56
0.537271,10.2943,6.05401,3.43989,1.03928,3.44815,2.4118
0.626761,9.36149,4.73498,3.26162,1.04167,2.61228,37.8102
0.0834568,11.1291,6.77975,3.87208,1.04091,3.35096,1.60254
0.0922933,9.9861,4.81465,3.32139,1.03514,2.80966,1.77646
0.0878594,10.3853,5.46731,3.62248,1.0371,2.87545,1.78002
0.107329,10.3103,5.73471,3.35274,1.04845,3.4714,1.7842
0.380572,9.3158,5.06359,3.29245,1.02835,2.70977,3.46228
0.173137,9.22855,4.38848,3.11302,1.03864,2.63211,3.23128
0.0875903,9.9265,5.28998,3.41762,1.03395,2.76356,1.72241
0.0963469,10.517,5.76041,3.69704,1.04216,2.93765,1.77754
0.0920566,10.3526,9.70782,4.18705,1.04314,2.86289,2.53022
0.092935,11.2337,6.34917,3.9797,1.03916,3.20989,1.62522
0.0972395,9.99454,4.83737,3.2985,1.04358,2.92606,1.78757
0.120967,12.4535,6.6958,4.03787,1.05291,4.36218,1.50523
0.094156,12.8489,5.66816,4.73615,1.22455,3.58948,1.71999
0.106937,12.3906,7.05689,4.71823,1.13006,3.35303,1.65505
0.095527,10.7395,5.6713,3.77498,1.03318,3.01929,1.75709
0.105041,11.3127,6.67813,3.87405,1.04124,3.62188,1.42308
0.365066,9.09406,4.2118,3.04728,1.03567,2.62126,3.90879
0.439682,8.96457,4.93128,3.13456,1.02619,2.53524,10.7776
0.0903431,10.661,5.41417,3.64468,1.02824,3.06933,1.80979
0.143262,9.47652,4.5687,3.2379,1.0332,2.74024,3.09289
0.0870702,10.3907,4.956,3.44914,1.05296,3.03733,2.51489
0.0931612,10.8313,6.68316,3.86721,1.03473,3.075,16.6632
0.0907773,10.2226,5.17603,3.49307,1.03621,2.9286,1.80802
0.113551,10.6235,8.7252,4.10933,1.03956,2.98296,3.48297
0.0956493,10.1267,5.54536,3.53766,1.03394,2.79379,1.8123
0.0967726,10.4976,5.57962,3.63363,1.04031,2.9203,1.74524
0.125801,10.7709,4.76301,3.37195,1.04004,3.6064,2.44239
0.105868,10.0712,5.37903,3.38845,1.03997,3.03624,1.65957
0.179262,9.10005,4.69456,3.09258,1.02765,2.66798,4.90663
0.109283,11.0655,6.8228,3.78642,1.03833,3.546,6.10296
0.219879,8.98316,4.62905,3.07755,1.0401,2.54887,4.4256
0.101327,11.0638,6.67774,3.74825,1.0328,3.59543,1.83334
