Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.0523289,3508.5,4,19,100,3035,150,264
0.144673,4181.99,4,19,100,3699,127,293
0.388338,5807.97,6,19,100,5203,186,355
0.433256,3208.98,4,19,100,2724,149,277
0.172227,4003.32,4,19,100,3562,124,260
0.781234,4900.24,6,19,100,4299,186,353
0.139589,4934.3,5,19,100,4418,155,297
0.0442299,3134.62,4,19,100,2666,150,261
0.61143,5694.91,6,19,100,5085,187,363
0.411651,5032.28,6,19,100,4379,211,381
0.158589,4101.86,5,19,100,3524,180,338
0.18263,4124.95,5,19,100,3571,155,335
0.228718,5156.21,6,19,100,4514,205,376
0.31729,3790.06,4,19,100,3365,124,245
0.00466666,2230.31,4,19,100,1753,159,260
0.0121815,2196.97,4,19,100,1766,140,235
0.498186,5634.46,7,19,100,4930,218,424
0.0050955,2144.48,4,19,100,1693,158,239
0.0375517,2164.88,5,19,100,1683,163,265
0.101376,3903.07,4,19,100,3470,124,252
0.547311,4860.74,5,19,100,4329,155,316
0.534526,3768.73,4,19,100,3345,124,244
0.130931,3156.8,4,19,100,2673,149,278
0.916584,4827.7,5,19,100,4301,155,315
0.0395707,3228.71,4,19,100,2672,157,341
0.330854,2559.77,4,19,100,2053,140,308
0.248091,4709.96,5,19,100,3981,200,460
0.0774274,4844.89,6,19,100,4219,187,377
0.271543,3896.17,4,19,100,3474,124,243
0.157961,3954.44,4,19,100,3545,124,228
0.0566545,3016.89,4,19,100,2545,149,267
0.123508,5108.79,6,19,100,4413,211,420
0.26444,4892.26,5,19,100,4366,156,310
0.912652,5586.75,6,19,100,4977,187,365
0.563661,4075.25,4,19,100,3620,124,272
0.105919,3111.65,4,19,100,2668,124,261
0.313644,5032.94,5,19,100,4505,155,310
0.0647777,3893.36,4,19,100,3475,125,236
0.153045,3788.31,4,19,100,3362,124,247
0.835217,4732.81,6,19,100,4096,211,369
0.0389891,3188.16,4,19,100,2706,150,273
0.0647878,3922.39,5,19,100,3365,174,328
0.36727,3043.49,4,19,100,2614,125,247
0.38377,5065.44,6,19,100,4401,209,393
0.209271,2933.31,4,19,100,2458,151,268
0.154739,3123.71,4,19,100,2637,149,280
0.774978,8937.44,9,19,100,8007,279,581
0.374323,6115.46,8,19,100,5245,286,517
0.187486,4995.19,6,19,100,4302,212,414
0.0319265,4111.62,4,19,100,3657,124,272
0.439384,3952.84,4,19,100,3532,124,238
0.0996726,4042.71,5,19,100,3501,156,324
0.0827734,3977.3,5,19,100,3420,179,319
0.215408,3877.98,4,19,100,3447,124,249
0.148029,3893.77,4,19,100,3459,124,253
0.401013,3835.33,4,19,100,3396,125,254
0.0851302,3835.54,5,19,100,3273,181,323
0.287499,5725.77,6,19,100,5113,187,363
0.191075,3957.29,4,19,100,3530,124,242
0.497427,5185.76,6,19,100,4560,186,378
0.281868,4027.23,4,19,100,3600,126,241
0.0870956,3993.12,4,19,100,3552,124,260
0.123816,2280.65,4,19,100,1845,131,246
0.143412,5177.8,6,19,100,4483,213,419
0.0613994,4191.13,5,19,100,3601,180,350
0,1345.04,4,19,100,891,149,249
0.37062,2900.64,4,19,100,2456,127,261
0.156912,3123.24,4,19,100,2626,149,290
0.0870963,3068.41,4,19,100,2643,124,244
0.478126,4268.49,5,19,100,3681,179,348
0.0868619,4023.6,5,19,100,3488,156,319
0.0799015,2928.97,4,19,100,2516,124,233
0.938261,5856.87,6,19,100,5234,186,375
0.326195,4839.5,5,19,100,4316,156,306
0.510195,4171.3,5,19,100,3611,162,338
0.0462306,2155.68,4,19,100,1724,142,237
0.464034,4136.33,5,19,100,3616,155,305
0.235679,2942.43,4,19,100,2495,127,263
0.291122,3091.8,4,19,100,2606,149,280
0.147205,4078.45,5,19,100,3505,182,333
0.548936,6269.83,7,19,100,5531,218,455
0.689175,6252.81,7,19,100,5482,241,463
0.172036,3905.35,5,19,100,3391,155,300
0.345906,4103.07,5,19,100,3540,175,328
0.0246542,2185.21,4,19,100,1759,125,246
0.279792,3961.74,4,19,100,3523,125,255
0.190483,4932.76,6,19,100,4320,186,365
0.586972,5116.18,5,19,100,4571,156,327
0.0363122,3102.86,4,19,100,2666,130,248
0.140992,3138.27,4,19,100,2686,124,270
0.444854,4090.35,4,19,100,3641,124,265
0.0815458,3982.06,4,19,100,3556,124,243
0.238668,3954.2,4,19,100,3524,125,248
0.271518,4986.98,5,19,100,4434,155,338
0.102911,4119.23,5,19,100,3578,155,326
0.786617,5009.23,5,19,100,4471,155,321
0.311281,3913.75,4,19,100,3471,124,259
0.607725,3783.61,4,19,100,3338,124,262
0.341428,4838.69,6,19,100,4252,186,339
0.101874,3132.08,4,19,100,2633,149,289
