Iteration,Cost,Cost reduction,time (ms)
0,25.951,0.264325,472.092
1,15.2793,0.566851,960.481
2,15.2793,0.566851,1456.94
3,12.4547,0.646927,1552.27
4,12.4547,0.646927,2036.82
5,12.4105,0.648178,2130.52
