MSE,Frobenius Error,Elementnorm Error,Max Error (abs),Max Error (rel),Cost Reduction,% Derivatives
1646.51,0.000230107,0.00166423,1.29816e+06,0.0161136,0.634537,5.43077
62.9526,0.000348231,0.00362006,67019.9,0.00712873,0.590565,7.45641
55985.3,0.00445097,0.00680555,1.20223e+07,1.13014,0.621677,10.3949
4213.36,0.00410701,0.00636956,756905,0.542109,0.184153,10.6615
2773.21,0.00269487,0.00494932,513237,0.42128,0.380524,13.1641
27.4689,0.000436716,0.00284076,16124.4,0.0309408,0,7.18462
27.4689,0.000436794,0.00284077,16124.4,0.0309408,0,7.14872
27.4689,0.000436794,0.00284077,16124.4,0.0309408,0,7.14872
230.662,4.77128e-05,0.000662889,334025,0.00134121,0.843822,6.43077
68.0593,0.000201779,0.00235782,93946.1,0.0160867,0.260629,6.63077
17.8913,0.000389583,0.00474446,8283.94,0.010496,0.235768,7.3641
148.696,0.00116224,0.00438522,39982,0.104634,0,9.18462
2080.43,0.000130067,0.00559438,1.23385e+06,0.00407968,0.679491,8.5641
35205.5,0.000260818,0.00195082,2.8426e+07,0.0342481,0,6.11795
13301.5,0.000948111,0.00825612,1.72115e+07,0.0546561,0,6.28718
27692,0.00420821,0.0118591,1.03355e+07,1.07546,0.3472,9.02564
20.4397,0.000115283,0.00107926,3301.49,0.0119243,0.812207,7.69744
322.983,0.000592503,0.00371323,383252,0.0341476,0.407208,6.25641
27.8504,0.000540108,0.00396616,10261,0.0560752,0.258013,8.25641
187.488,0.000947679,0.00546845,115547,0.0841966,0.419741,8.52308
93.3672,6.14834e-05,0.000929522,115425,0.00135351,0.790153,6.63077
99.1677,0.000328302,0.00248791,111593,0.00758225,0.0208912,6.63077
16.357,0.000484667,0.00301684,11938.8,0.0420266,0,8.32308
16.357,0.000484667,0.00301684,11938.8,0.0420266,0,8.32308
27232.6,0.00633886,0.0351116,1.1096e+07,1.13903,0.509306,6.6
1.16314e+06,0.00196634,0.00424169,1.72664e+09,0.247714,0.204371,9.91795
1199.8,0.00134234,0.00419854,681351,0.134848,0.194348,12.8051
376141,0.0498222,0.00624041,2.6083e+07,3.98938,0,12.8718
10.7211,0.000233824,0.000909297,1927.14,0.0132709,0.746737,7.3641
