Iteration,Cost,Cost reduction,time (ms)
0,20.4893,0.619056,17.836
1,15.6708,0.708643,32.939
2,8.39035,0.844004,48.549
3,8.01124,0.851052,63.421
4,8.01124,0.851052,76.919
5,7.46814,0.86115,81.772
6,7.46814,0.86115,96.333
