Iteration,Cost,Cost reduction,time (ms)
0,6.20211,0.685695,12.543
1,1.67014,0.915362,23.669
2,1.4571,0.926159,35.602
3,1.4571,0.926159,46.505
4,1.41774,0.928153,49.024
5,1.27445,0.935414,60.153
