Iteration,Cost,Cost reduction,time (ms)
0,5.362615436846427,0.0,40.79771041870117
1,5.021045833029406,0.06369459228235963,221.2216854095459
2,4.331434423531975,0.19229068827669948,1486.6998195648193
3,4.037889887196966,0.2470297498021763,2831.3000202178955
4,3.752054025462227,0.3003313271949474,3250.0507831573486
5,3.6070157890144383,0.32737750236000474,3758.422374725342
6,3.242359613165629,0.39537719022560547,4336.331605911255
7,2.9217314476212035,0.4551667032571377,4877.050399780273
8,2.580203324027968,0.5188535604661411,5401.2041091918945
9,2.3808893149231922,0.5560208739630763,6825.254201889038
10,2.2102379174427664,0.5878432933571436,7302.775144577026
11,2.169679032829274,0.5954065589112636,7980.905055999756
12,2.0946734174412773,0.6093933189673053,8677.236795425415
13,1.9828211836422582,0.6302510953855964,9043.331384658813
14,1.978637416721025,0.6310312682267228,9542.41156578064
15,1.9733232379828365,0.6320222359365599,10131.206035614014
16,1.9718185248056033,0.6323028290902092,10703.046560287476
17,1.947813869945331,0.6367791252451296,11258.636474609375
18,1.9310627081046803,0.6399028177861896,11847.445726394653
19,1.9013770120815787,0.6454384927516424,12495.806694030762
20,1.8809522649706274,0.6492472214124025,12985.946416854858
21,1.8369860479688354,0.657445873267932,13466.892004013062
22,1.836233676779464,0.6575861725674494,14266.351222991943
