Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
39.264,0,22.5,22.87,2.762,7.31,0,0,0
33.695,0,6.25,15.635,2.784,8.256,0,0,0
39.556,0,12.5,21.001,2.826,8.286,0,0,0
35.171,0,7.5,15.433,2.763,8.58,0,0,0
40.845,0,21.25,20.266,2.974,8.85,0,0,0
39.882,0,21.25,22.697,2.962,6.866,0,0,0
34.061,0,13.75,18.63,2.816,5.43,0,0,0
32.82,0,10,16.36,2.8,6.318,0,0,0
32.874,0,2.5,13.608,2.803,8.452,0,0,0
33.264,0,2.5,14.139,2.989,8.391,0,0,0
40.2,0,11.25,20.755,3.078,8.37,0,0,0
35.161,0,10,17.598,2.799,7.023,0,0,0
33.881,0,2.5,14.327,2.832,9.038,0,0,0
36.751,0,11.25,18.795,3.1,6.578,0,0,0
37.161,0,2.5,14.793,3.005,9.786,0,0,0
33.685,0,6.25,15.266,3.189,7.067,0,0,0
34.61,0,2.5,14.285,2.922,9.4,0,0,0
39.042,0,7.5,18.834,2.888,9.045,0,0,0
42.556,0,16.25,21.279,2.977,10.5,0,0,0
42.176,0,17.5,22.803,2.955,8.684,0,0,0
41.82,0,17.5,21.988,3.251,8.415,0,0,0
40.621,0,17.5,19.763,3.354,9.036,0,0,0
37.224,0,17.5,18.345,3.456,7.639,0,0,0
37.128,0,10,17.551,3.489,8.269,0,0,0
34.153,0,5,15.334,3.445,7.666,0,0,0
34.047,0,5,14.914,3.419,8.164,0,0,0
31.461,0,5,13.755,3.097,7.339,0,0,0
31.858,0,2.5,13.515,3.07,7.888,0,0,0
32.887,0,5,14.626,3.027,7.575,0,0,0
33.253,0,6.25,14.64,3.031,8.074,0,0,0
36.915,0,8.75,18.243,3.127,7.726,0,0,0
34.234,0,10,15.862,3.203,7.735,0,0,0
40.078,0,15,21.146,3.162,8.115,0,0,0
34.393,0,6.25,14.424,3.143,8.534,0,0,0
33.342,0,5,14.304,3.123,7.88,0,0,0
34.962,0,6.25,15.681,3.203,8.061,0,0,0
40.542,0,15,20.518,3.247,8.553,0,0,0
43.101,0,17.5,22.415,3.456,8.363,0,0,0
39.363,0,12.5,19.642,3.439,8.057,0,0,0
48.01,0,22.5,27.244,3.441,8.597,0,0,0
55.218,0,33.75,33.145,3.56,9.045,0,0,0
51.794,0,32.5,32.465,3.8,5.923,0,0,0
45.088,0,23.75,24.432,3.76,7.338,0,0,0
51.739,0,22.5,30.301,3.612,7.586,0,0,0
49.866,0,27.5,29.178,3.716,6.141,0,0,0
57.248,0,32.5,36.842,3.695,6.646,0,0,0
64.172,0,38.75,41.175,3.758,8.137,0,0,0
66.911,0,43.75,43.553,3.782,9.76,0,0,0
68.9,0,43.75,49.185,3.655,5.875,0,0,0
69.657,0,43.75,49.441,3.774,6.149,0,0,0
74.17,0,43.75,48.981,3.924,10.666,0,0,0
50.172,0,21.25,29.441,3.717,6.09,0,0,0
51.205,0,21.25,31.796,3.591,5.278,0,0,0
51.305,0,20,28.863,3.543,7.939,0,0,0
45.565,0,13.75,22.89,3.465,7.853,0,0,0
42.069,0,13.75,19.356,3.462,9.424,0,0,0
45.797,0,17.5,25.163,3.548,6.917,0,0,0
44.135,0,17.5,23.778,3.408,6.434,0,0,0
43.637,0,21.25,24.253,3.51,6.816,0,0,0
44.319,0,18.75,21.873,3.592,9.384,0,0,0
41.37,0,17.5,20.51,3.563,7.833,0,0,0
43.094,0,17.5,23.037,3.576,7.207,0,0,0
41.429,0,16.25,22.37,3.536,6.83,0,0,0
40.585,0,12.5,19.983,3.524,8.207,0,0,0
37.549,0,7.5,20.131,3.409,5.489,0,0,0
34.676,0,7.5,18.04,3.205,5.453,0,0,0
36.191,0,7.5,18.873,3.218,5.929,0,0,0
36.048,0,5,16.9,3.194,7.706,0,0,0
36.011,0,6.25,16.559,3.166,7.513,0,0,0
36.802,0,6.25,16.7,3.184,8.204,0,0,0
37.372,0,6.25,16.84,3.26,8.884,0,0,0
43.435,0,13.75,21.447,3.268,9.589,0,0,0
38.479,0,12.5,19.86,3.234,5.925,0,0,0
38.287,0,12.5,19.797,3.162,6.472,0,0,0
36.627,0,12.5,17.782,3.263,6.745,0,0,0
37.627,0,12.5,17.282,3.327,8.058,0,0,0
36.219,0,12.5,17.526,3.372,6.846,0,0,0
37.002,0,11.25,17.477,3.289,7.863,0,0,0
40.765,0,11.25,21.43,3.385,7.77,0,0,0
38.998,0,11.25,19.817,3.313,7.938,0,0,0
33.507,0,6.25,14.892,3.288,7.486,0,0,0
32.797,0,5,16.292,3.321,5.647,0,0,0
33.035,0,6.25,16.428,3.125,5.977,0,0,0
33.965,0,6.25,16.681,3.179,6.366,0,0,0
35.255,0,6.25,16.22,3.125,7.958,0,0,0
32.887,0,6.25,16.269,3.059,5.841,0,0,0
32.784,0,6.25,16.592,3.12,5.562,0,0,0
32.4,0,6.25,16.219,3.123,5.555,0,0,0
33.464,0,6.25,16.497,3.035,6.563,0,0,0
34.615,0,6.25,16.084,3.02,8.016,0,0,0
36.342,0,6.25,16.777,3.048,9.081,0,0,0
42.032,0,11.25,20.736,3.082,9.677,0,0,0
43.347,0,13.75,21.577,3.309,9.447,0,0,0
41.99,0,15,19.768,3.327,9.395,0,0,0
42.34,0,22.5,23.677,3.34,7.419,0,0,0
37.748,0,13.75,17.035,3.37,8.803,0,0,0
41.386,0,20,21.158,3.48,8.384,0,0,0
36.611,0,16.25,17.013,3.579,8.049,0,0,0
37.541,0,15,19.043,3.332,6.919,0,0,0
