Iteration,Cost,Cost reduction,time (ms)
0,11.9619,0.535029,13.881
1,5.7317,0.777204,24.048
2,3.54551,0.862183,33.433
3,3.09519,0.879687,43.329
4,2.93458,0.88593,52.966
5,2.81124,0.890724,62.38
