1,0,0.005,0
0,1,0,0.00305365
0,0,1,0
0,-9.27329e-12,0,0.61073
1,0,0.005,0
0,1,0,0.00315097
0,0,1,0
0,-8.80963e-12,0,0.630193
1,0,0.005,0
0,1,0,0.00324828
0,0,1,0
0,-8.34596e-12,0,0.649657
1,0,0.005,0
0,1,0,0.0033456
0,0,1,0
0,-7.8823e-12,0,0.66912
1,0,0.005,0
0,1,0,0.00344292
0,0,1,0
0,-7.41863e-12,0,0.688584
1,0,0.005,0
0,1,0,0.00354024
0,0,1,0
0,-6.95497e-12,0,0.708047
1,0,0.005,0
0,1,0,0.00363755
0,0,1,0
0,-6.4913e-12,0,0.727511
1,0,0.005,0
0,1,0,0.00373487
0,0,1,0
0,-6.02764e-12,0,0.746974
1,0,0.005,0
0,1,0,0.00383219
0,0,1,0
0,-5.56397e-12,0,0.766438
1,0,0.005,0
0,1,0,0.00392951
0,0,1,0
0,-5.10031e-12,0,0.785901
1,0,0.005,0
0,1,0,0.00402682
0,0,1,0
0,-4.63664e-12,0,0.805365
1,0,0.005,0
0,1,0,0.00412414
0,0,1,0
0,-4.17298e-12,0,0.824828
1,0,0.005,0
0,1,0,0.00422146
0,0,1,0
0,-3.70932e-12,0,0.844292
1,0,0.005,0
0,1,0,0.00431878
0,0,1,0
0,-3.24565e-12,0,0.863755
1,0,0.005,0
0,1,0,0.00441609
0,0,1,0
0,-2.78199e-12,0,0.883219
1,0,0.005,0
0,1,0,0.00451341
0,0,1,0
0,-2.31832e-12,0,0.902682
1,0,0.005,0
0,1,0,0.00461073
0,0,1,0
0,-1.85466e-12,0,0.922146
1,0,0.005,0
0,1,0,0.00470805
0,0,1,0
0,-1.39099e-12,0,0.941609
1,0,0.005,0
0,1,0,0.00480536
0,0,1,0
0,-9.27329e-13,0,0.961073
1,0,0.005,0
0,1,0,0.00490268
0,0,1,0
0,-4.63664e-13,0,0.980536
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.005
0,0,1,0
0,0,0,1
1,0,0.005,0
0,1,0,0.00317231
0,0,1,0
0,-9.73922e-13,0,0.634463
1,0,0.005,0
0,1,0,0.00317235
0,0,1,0
0,-9.78383e-13,0,0.634469
1,0,0.005,0
0,1,0,0.00317238
0,0,1,0
0,-9.82844e-13,0,0.634476
1,0,0.005,0
0,1,0,0.00317241
0,0,1,0
0,-9.87305e-13,0,0.634483
1,0,0.005,0
0,1,0,0.00317245
0,0,1,0
0,-9.91766e-13,0,0.63449
1,0,0.005,0
0,1,0,0.00317248
0,0,1,0
0,-9.96227e-13,0,0.634496
1,0,0.005,0
0,1,0,0.00317252
0,0,1,0
0,-1.00069e-12,0,0.634503
1,0,0.005,0
0,1,0,0.00317255
0,0,1,0
0,-1.00515e-12,0,0.63451
1,0,0.005,0
0,1,0,0.00317258
0,0,1,0
0,-1.00961e-12,0,0.634517
1,0,0.005,0
0,1,0,0.00317262
0,0,1,0
0,-1.01407e-12,0,0.634524
1,0,0.005,0
0,1,0,0.00317265
0,0,1,0
0,-1.01853e-12,0,0.63453
1,0,0.005,0
0,1,0,0.00317269
0,0,1,0
0,-1.02299e-12,0,0.634537
1,0,0.005,0
0,1,0,0.00317272
0,0,1,0
0,-1.02745e-12,0,0.634544
1,0,0.005,0
0,1,0,0.00317275
0,0,1,0
0,-1.03192e-12,0,0.634551
1,0,0.005,0
0,1,0,0.00317279
0,0,1,0
0,-1.03638e-12,0,0.634558
1,0,0.005,0
0,1,0,0.00317282
0,0,1,0
0,-1.04084e-12,0,0.634564
1,0,0.005,0
0,1,0,0.00317286
0,0,1,0
0,-1.0453e-12,0,0.634571
1,0,0.005,0
0,1,0,0.00317289
0,0,1,0
0,-1.04976e-12,0,0.634578
1,0,0.005,0
0,1,0,0.00317292
0,0,1,0
0,-1.05422e-12,0,0.634585
1,0,0.005,0
0,1,0,0.00317296
0,0,1,0
0,-1.05868e-12,0,0.634592
1,0,0.005,0
0,1,0,0.00317299
0,0,1,0
0,-1.06314e-12,0,0.634598
1,0,0.005,0
0,1,0,0.00317578
0,0,1,0
0,-1.06459e-12,0,0.635155
1,0,0.005,0
0,1,0,0.00317856
0,0,1,0
0,-1.06603e-12,0,0.635712
1,0,0.005,0
0,1,0,0.00318134
0,0,1,0
0,-1.06747e-12,0,0.636268
1,0,0.005,0
0,1,0,0.00318413
0,0,1,0
0,-1.06891e-12,0,0.636825
1,0,0.005,0
0,1,0,0.00318691
0,0,1,0
0,-1.07036e-12,0,0.637382
1,0,0.005,0
0,1,0,0.00318969
0,0,1,0
0,-1.0718e-12,0,0.637939
1,0,0.005,0
0,1,0,0.00319248
0,0,1,0
0,-1.07324e-12,0,0.638495
1,0,0.005,0
0,1,0,0.00319526
0,0,1,0
0,-1.07469e-12,0,0.639052
1,0,0.005,0
0,1,0,0.00319804
0,0,1,0
0,-1.07613e-12,0,0.639609
1,0,0.005,0
0,1,0,0.00320083
0,0,1,0
0,-1.07757e-12,0,0.640165
1,0,0.005,0
0,1,0,0.00320361
0,0,1,0
0,-1.07901e-12,0,0.640722
1,0,0.005,0
0,1,0,0.00320639
0,0,1,0
0,-1.08046e-12,0,0.641279
1,0,0.005,0
0,1,0,0.00320918
0,0,1,0
0,-1.0819e-12,0,0.641835
1,0,0.005,0
0,1,0,0.00321196
0,0,1,0
0,-1.08334e-12,0,0.642392
1,0,0.005,0
0,1,0,0.00321474
0,0,1,0
0,-1.08479e-12,0,0.642949
1,0,0.005,0
0,1,0,0.00321753
0,0,1,0
0,-1.08623e-12,0,0.643506
1,0,0.005,0
0,1,0,0.00322031
0,0,1,0
0,-1.08767e-12,0,0.644062
1,0,0.005,0
0,1,0,0.00322309
0,0,1,0
0,-1.08912e-12,0,0.644619
1,0,0.005,0
0,1,0,0.00322588
0,0,1,0
0,-1.09056e-12,0,0.645176
1,0,0.005,0
0,1,0,0.00322866
0,0,1,0
0,-1.092e-12,0,0.645732
1,0,0.005,0
0,1,0,0.00322904
0,0,1,0
0,-1.10334e-12,0,0.645808
1,0,0.005,0
0,1,0,0.00322942
0,0,1,0
0,-1.11468e-12,0,0.645884
1,0,0.005,0
0,1,0,0.0032298
0,0,1,0
0,-1.12601e-12,0,0.64596
1,0,0.005,0
0,1,0,0.00323018
0,0,1,0
0,-1.13735e-12,0,0.646035
1,0,0.005,0
0,1,0,0.00323056
0,0,1,0
0,-1.14869e-12,0,0.646111
1,0,0.005,0
0,1,0,0.00323093
0,0,1,0
0,-1.16002e-12,0,0.646187
1,0,0.005,0
0,1,0,0.00323131
0,0,1,0
0,-1.17136e-12,0,0.646263
1,0,0.005,0
0,1,0,0.00323169
0,0,1,0
0,-1.1827e-12,0,0.646338
1,0,0.005,0
0,1,0,0.00323207
0,0,1,0
0,-1.19404e-12,0,0.646414
1,0,0.005,0
0,1,0,0.00323245
0,0,1,0
0,-1.20537e-12,0,0.64649
1,0,0.005,0
0,1,0,0.00323283
0,0,1,0
0,-1.21671e-12,0,0.646566
1,0,0.005,0
0,1,0,0.00323321
0,0,1,0
0,-1.22805e-12,0,0.646642
1,0,0.005,0
0,1,0,0.00323359
0,0,1,0
