Iteration,Cost,Cost reduction,time (ms)
0,68.5055,0.0910818,5545.7
1,54.8821,0.271834,11114.8
2,38.1737,0.493519,16767.3
3,35.2217,0.532685,22460.2
4,35.2217,0.532685,28099.8
5,34.4258,0.543244,28694.5
