Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
369.74,0,0,12.2176,100,8.2638,0.970574,1.50985,0
283.456,0,0,12.0112,100,8.1212,0.966391,1.43873,0
846.209,0,0,11.4028,100,7.59638,0.951573,1.4047,0
404.304,0,0,11.7842,100,7.92639,0.96229,1.41726,0
373.068,0,0,11.8379,100,7.9797,0.963653,1.41556,0
995.744,0,0,11.3203,100,7.52578,0.957069,1.39001,0
266.894,0,0,11.8615,100,7.96175,0.970334,1.42986,0
195.273,0,0,12.0111,100,8.07933,0.970763,1.44764,0
269.64,0,0,11.8897,100,8.0007,0.969303,1.42601,0
914.555,0,0,11.6563,100,7.79416,0.965097,1.41716,0
683.034,0,0,11.3645,100,7.56091,0.961507,1.38907,0
278.447,0,0,11.8459,100,7.96283,0.96854,1.42488,0
484.882,0,0,11.2928,100,7.49905,0.96359,1.38,0
348.294,0,0,12.3369,100,8.33388,0.983205,1.47035,0
266.563,0,0,12.1393,100,8.16929,0.978501,1.45453,0
274.766,0,0,11.8701,100,7.95454,0.972577,1.42832,0
564.938,0,0,11.4447,100,7.61346,0.966156,1.39577,0
331.087,0,0,12.0776,100,8.13778,0.978487,1.43921,0
586.772,0,0,11.9111,100,7.98821,0.974131,1.43915,0
1031.66,0,0,11.7105,100,7.82446,0.973912,1.41673,0
323.072,0,0,11.8261,100,7.90934,0.976749,1.42678,0
282.659,0,0,11.7621,100,7.86643,0.969535,1.42275,0
637.899,0,0,11.8621,100,7.94596,0.978438,1.42916,0
359.326,0,0,11.9988,100,8.06037,0.981392,1.43338,0
197.835,0,0,12.2193,100,8.24104,0.985626,1.451,0
819.579,0,0,11.2357,100,7.43821,0.964335,1.37862,0
594.772,0,0,11.3325,100,7.52688,0.963496,1.3852,0
181.948,0,0,11.8324,100,7.93064,0.977609,1.42277,0
272.164,0,0,12.3439,100,8.34858,0.985643,1.46135,0
439.243,0,0,12.0455,100,8.09839,0.983609,1.43844,0
468.391,0,0,11.5553,100,7.68813,0.968,1.398,0
566.529,0,0,11.7183,100,7.83369,0.972305,1.41184,0
293.807,0,0,12.2762,100,8.30123,0.986571,1.44784,0
880.751,0,0,11.587,100,7.72916,0.969898,1.40221,0
335.141,0,0,12.2455,100,8.2635,0.986531,1.4532,0
324.269,0,0,11.8371,100,7.92951,0.977152,1.42467,0
287.094,0,0,11.8989,100,7.97108,0.983299,1.42824,0
707.962,0,0,12.2722,100,8.33753,0.980915,1.43833,0
580.151,0,0,11.7591,100,7.85498,0.979177,1.42361,0
396.284,0,0,12.0576,100,8.09983,0.982392,1.44332,0
189.79,0,0,12.2566,100,8.26322,0.989453,1.45602,0
283.701,0,0,12.0606,100,8.11545,0.985135,1.43795,0
924.354,0,0,11.7464,100,7.83443,0.980775,1.41857,0
363.553,0,0,12.2821,100,8.30472,0.987798,1.45015,0
628.803,0,0,11.9648,100,8.02657,0.980792,1.43383,0
1026.96,0,0,11.5313,100,7.65764,0.972725,1.41259,0
449.085,0,0,11.656,100,7.77271,0.972758,1.4153,0
275.53,0,0,12.2666,100,8.27142,0.990174,1.45615,0
633.71,0,0,11.4928,100,7.64784,0.96984,1.39971,0
604.876,0,0,11.4781,100,7.62807,0.968084,1.39682,0
912.736,0,0,11.3951,100,7.55114,0.968571,1.39679,0
188.253,0,0,11.9953,100,8.0432,0.983737,1.43886,0
364.204,0,0,11.7785,100,7.85994,0.980979,1.42442,0
367.121,0,0,12.1868,100,8.21663,0.988033,1.44734,0
311.204,0,0,12.0346,100,8.08093,0.985485,1.43708,0
311.937,0,0,11.6677,100,7.78043,0.976522,1.41076,0
666.343,0,0,11.2445,100,7.4231,0.969626,1.38542,0
756.88,0,0,11.6354,100,7.75081,0.978302,1.41273,0
735.109,0,0,12.2542,100,8.24965,0.992476,1.45857,0
