Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
10.319,0,100,6.839,0.913,1.263,0,0,0
10.435,0,100,7.094,0.871,1.195,0,0,0
11.164,0,100,7.61,0.898,1.289,0,0,0
10.896,0,100,7.342,0.918,1.283,0,0,0
11.076,0,100,7.449,0.922,1.348,0,0,0
11.391,0,100,7.675,0.901,1.393,0,0,0
11.849,0,100,8.087,0.917,1.347,0,0,0
10.986,0,100,7.289,0.957,1.35,0,0,0
10.45,0,100,6.658,0.922,1.409,0,0,0
11.115,0,100,7.321,0.944,1.412,0,0,0
10.226,0,100,6.626,0.944,1.277,0,0,0
10.218,0,100,6.656,0.93,1.268,0,0,0
10.342,0,100,6.673,0.941,1.375,0,0,0
10.325,0,100,6.614,0.954,1.367,0,0,0
10.323,0,100,6.619,0.952,1.347,0,0,0
10.969,0,100,7.337,0.921,1.31,0,0,0
10.342,0,100,6.608,0.951,1.328,0,0,0
10.088,0,100,6.628,0.898,1.232,0,0,0
10.693,0,100,7.027,0.933,1.35,0,0,0
10.152,0,100,6.493,0.951,1.322,0,0,0
10.747,0,100,6.987,0.959,1.372,0,0,0
10.252,0,100,6.617,0.936,1.294,0,0,0
10.316,0,100,6.511,0.94,1.335,0,0,0
10.512,0,100,6.815,0.937,1.356,0,0,0
10.439,0,100,6.733,0.947,1.317,0,0,0
10.536,0,100,6.734,1.001,1.393,0,0,0
10.853,0,100,7.186,0.941,1.39,0,0,0
10.993,0,100,7.168,0.937,1.441,0,0,0
10.896,0,100,7.139,0.927,1.416,0,0,0
11.274,0,100,7.48,0.971,1.375,0,0,0
10.543,0,100,6.954,0.955,1.295,0,0,0
10.803,0,100,6.983,0.929,1.385,0,0,0
10.962,0,100,7.242,0.938,1.364,0,0,0
11.081,0,100,7.251,0.954,1.283,0,0,0
10.583,0,100,6.815,0.944,1.371,0,0,0
10.515,0,100,6.802,0.951,1.34,0,0,0
10.359,0,100,6.719,0.925,1.36,0,0,0
10.551,0,100,6.956,0.951,1.267,0,0,0
9.883,0,100,6.396,0.919,1.259,0,0,0
10.909,0,100,7.109,1.044,1.33,0,0,0
10.312,0,100,6.716,0.947,1.28,0,0,0
10.4,0,100,6.778,0.949,1.305,0,0,0
10.26,0,100,6.574,0.962,1.282,0,0,0
10.218,0,100,6.57,0.97,1.304,0,0,0
10.475,0,100,6.818,0.993,1.289,0,0,0
10.469,0,100,6.744,1.001,1.319,0,0,0
10.542,0,100,6.754,0.962,1.427,0,0,0
10.27,0,100,6.765,0.929,1.246,0,0,0
10.085,0,100,6.562,0.945,1.233,0,0,0
10.361,0,100,6.768,0.944,1.247,0,0,0
10.689,0,100,6.973,0.97,1.243,0,0,0
10.381,0,100,6.784,0.928,1.294,0,0,0
10.583,0,100,6.921,0.934,1.276,0,0,0
10.6,0,100,7.035,0.951,1.267,0,0,0
10.826,0,100,7.042,0.986,1.389,0,0,0
10.792,0,100,7.008,0.98,1.271,0,0,0
10.628,0,100,7.016,0.97,1.276,0,0,0
10.597,0,100,6.951,0.974,1.29,0,0,0
10.636,0,100,6.996,0.941,1.305,0,0,0
9.972,0,100,6.309,0.968,1.312,0,0,0
10.684,0,100,6.765,0.969,1.278,0,0,0
10.628,0,100,6.936,0.935,1.324,0,0,0
10.225,0,100,6.74,0.929,1.292,0,0,0
10.416,0,100,6.818,0.93,1.274,0,0,0
10.216,0,100,6.58,1.008,1.332,0,0,0
10.508,0,100,6.854,1.013,1.254,0,0,0
10.817,0,100,7.161,0.946,1.368,0,0,0
10.633,0,100,7.102,0.928,1.299,0,0,0
10.72,0,100,7.063,0.93,1.279,0,0,0
10.41,0,100,6.892,0.925,1.315,0,0,0
10.532,0,100,6.827,0.983,1.325,0,0,0
10.721,0,100,6.941,0.959,1.426,0,0,0
11.047,0,100,7.295,0.977,1.338,0,0,0
10.366,0,100,6.694,0.923,1.387,0,0,0
10.489,0,100,6.78,0.931,1.409,0,0,0
10.515,0,100,6.984,0.925,1.27,0,0,0
10.377,0,100,6.815,0.947,1.254,0,0,0
10.479,0,100,6.879,0.944,1.302,0,0,0
10.985,0,100,7.354,0.95,1.282,0,0,0
10.669,0,100,6.902,0.945,1.385,0,0,0
10.848,0,100,7.086,0.961,1.314,0,0,0
10.641,0,100,6.996,0.924,1.306,0,0,0
10.766,0,100,7.186,0.933,1.317,0,0,0
10.95,0,100,7.181,0.93,1.447,0,0,0
11.747,0,100,7.979,0.968,1.334,0,0,0
11.201,0,100,7.572,0.914,1.309,0,0,0
11.181,0,100,7.502,0.935,1.337,0,0,0
10.77,0,100,7.196,0.918,1.303,0,0,0
10.756,0,100,6.98,0.963,1.304,0,0,0
11.088,0,100,7.331,0.955,1.427,0,0,0
11.426,0,100,7.561,0.955,1.42,0,0,0
11.543,0,100,7.691,0.944,1.467,0,0,0
11.394,0,100,7.649,0.951,1.348,0,0,0
11.48,0,100,7.662,0.938,1.415,0,0,0
10.672,0,100,6.876,0.93,1.341,0,0,0
11.367,0,100,7.614,0.928,1.35,0,0,0
11.613,0,100,7.705,0.952,1.407,0,0,0
10.75,0,100,6.946,0.955,1.4,0,0,0
10.38,0,100,6.57,0.958,1.336,0,0,0
10.325,0,100,6.653,0.935,1.43,0,0,0
10.839,0,100,7.055,0.941,1.422,0,0,0
11.02,0,100,7.229,0.966,1.429,0,0,0
10.595,0,100,6.953,1.004,1.336,0,0,0
10.569,0,100,6.802,1.014,1.293,0,0,0
10.721,0,100,7.02,0.982,1.421,0,0,0
11.037,0,100,6.996,1.311,1.351,0,0,0
10.064,0,100,6.558,0.933,1.278,0,0,0
10.824,0,100,6.835,0.972,1.416,0,0,0
10.921,0,100,7.279,0.967,1.309,0,0,0
10.555,0,100,6.674,0.962,1.538,0,0,0
9.775,0,100,6.259,0.926,1.231,0,0,0
10.078,0,100,6.397,1.005,1.382,0,0,0
10.233,0,100,6.442,0.963,1.35,0,0,0
10.183,0,100,6.582,0.918,1.344,0,0,0
10.852,0,100,7.227,0.939,1.325,0,0,0
10.948,0,100,7.321,0.919,1.441,0,0,0
10.626,0,100,6.927,0.939,1.34,0,0,0
10.52,0,100,6.895,0.93,1.343,0,0,0
10.934,0,100,7.236,0.933,1.33,0,0,0
10.535,0,100,6.815,0.943,1.398,0,0,0
10.899,0,100,7.052,0.976,1.422,0,0,0
10.963,0,100,7.191,0.923,1.45,0,0,0
11.574,0,100,7.648,0.982,1.427,0,0,0
11.155,0,100,7.466,0.928,1.344,0,0,0
11.627,0,100,7.789,0.967,1.397,0,0,0
11.994,0,100,8.183,0.968,1.378,0,0,0
10.148,0,100,6.511,0.923,1.336,0,0,0
10.716,0,100,6.928,0.973,1.371,0,0,0
11.84,0,100,7.998,0.984,1.402,0,0,0
11.834,0,100,8.01,0.986,1.387,0,0,0
11.689,0,100,7.821,0.949,1.445,0,0,0
11.028,0,100,7.235,0.957,1.39,0,0,0
10.988,0,100,7.346,0.928,1.359,0,0,0
10.581,0,100,6.92,0.936,1.328,0,0,0
11.096,0,100,7.321,0.943,1.338,0,0,0
10.617,0,100,6.894,0.977,1.345,0,0,0
10.578,0,100,6.851,0.951,1.359,0,0,0
10.81,0,100,7.144,0.948,1.391,0,0,0
11.357,0,100,7.716,0.985,1.324,0,0,0
11.124,0,100,7.491,0.928,1.319,0,0,0
11.549,0,100,7.695,0.948,1.38,0,0,0
11.53,0,100,7.691,0.948,1.429,0,0,0
11.006,0,100,7.182,1.02,1.391,0,0,0
11.349,0,100,7.708,0.924,1.356,0,0,0
11.749,0,100,7.708,0.991,1.561,0,0,0
11.305,0,100,7.46,0.952,1.422,0,0,0
10.906,0,100,7.275,0.939,1.342,0,0,0
10.735,0,100,6.998,0.95,1.371,0,0,0
10.172,0,100,6.532,0.939,1.347,0,0,0
10.629,0,100,7.029,0.973,1.311,0,0,0
10.684,0,100,6.825,0.972,1.429,0,0,0
10.789,0,100,6.972,0.953,1.391,0,0,0
10.463,0,100,6.786,0.921,1.447,0,0,0
10.471,0,100,6.74,0.936,1.386,0,0,0
10.69,0,100,6.836,1.218,1.339,0,0,0
10.594,0,100,6.874,0.969,1.32,0,0,0
10.677,0,100,6.994,0.942,1.334,0,0,0
10.67,0,100,6.796,1.007,1.439,0,0,0
10.797,0,100,7.083,0.961,1.404,0,0,0
10.884,0,100,6.891,0.989,1.426,0,0,0
10.754,0,100,7.042,0.927,1.453,0,0,0
11.654,0,100,7.775,0.951,1.434,0,0,0
11.848,0,100,8.091,0.923,1.45,0,0,0
11.564,0,100,7.766,0.93,1.444,0,0,0
11.629,0,100,7.837,0.948,1.376,0,0,0
11.972,0,100,8.155,0.965,1.355,0,0,0
11.681,0,100,7.869,0.941,1.389,0,0,0
11.387,0,100,7.536,0.962,1.382,0,0,0
11.744,0,100,7.831,0.972,1.419,0,0,0
11.235,0,100,7.401,0.982,1.422,0,0,0
11.998,0,100,8.048,0.962,1.484,0,0,0
12.24,0,100,8.271,0.993,1.446,0,0,0
12.13,0,100,8.19,1.039,1.427,0,0,0
13,0,100,8.988,1.031,1.414,0,0,0
13.047,0,100,8.815,1.298,1.382,0,0,0
10.687,0,100,6.983,0.951,1.318,0,0,0
10.891,0,100,7.098,0.971,1.438,0,0,0
10.882,0,100,7.12,0.99,1.306,0,0,0
11.237,0,100,7.432,0.972,1.403,0,0,0
11.339,0,100,7.433,0.968,1.431,0,0,0
12.788,0,100,8.588,1.171,1.47,0,0,0
12.685,0,100,8.618,1.018,1.467,0,0,0
12.742,0,100,8.243,1.147,1.85,0,0,0
12.742,0,100,8.684,0.982,1.473,0,0,0
12.84,0,100,8.595,1.172,1.484,0,0,0
12.931,0,100,8.695,1.003,1.587,0,0,0
12.851,0,100,8.825,1.1,1.359,0,0,0
12.622,0,100,8.488,1.051,1.478,0,0,0
12.525,0,100,8.319,1.196,1.484,0,0,0
12.325,0,100,8.147,1.015,1.479,0,0,0
12.891,0,100,8.746,1.171,1.453,0,0,0
12.597,0,100,8.48,1.005,1.451,0,0,0
12.543,0,100,8.363,1.049,1.499,0,0,0
13.304,0,100,9.165,0.98,1.481,0,0,0
13.371,0,100,9.062,0.991,1.629,0,0,0
13.656,0,100,9.358,0.986,1.576,0,0,0
12.325,0,100,7.986,1.194,1.503,0,0,0
12.528,0,100,8.238,1.058,1.559,0,0,0
12.596,0,100,8.454,1.009,1.567,0,0,0
11.72,0,100,7.718,1.005,1.456,0,0,0
11.471,0,100,7.503,0.989,1.444,0,0,0
12.066,0,100,7.997,1.026,1.443,0,0,0
11.675,0,100,7.744,0.971,1.477,0,0,0
11.848,0,100,7.815,0.977,1.447,0,0,0
11.718,0,100,7.846,0.967,1.436,0,0,0
11.928,0,100,7.823,0.979,1.452,0,0,0
11.655,0,100,7.78,0.966,1.453,0,0,0
11.82,0,100,7.859,0.98,1.366,0,0,0
12.037,0,100,8.113,0.962,1.456,0,0,0
12.143,0,100,8.21,1.003,1.469,0,0,0
11.602,0,100,7.686,0.943,1.415,0,0,0
11.256,0,100,7.426,0.96,1.42,0,0,0
11.345,0,100,7.443,0.972,1.458,0,0,0
11.344,0,100,7.508,0.97,1.307,0,0,0
11.205,0,100,7.394,0.969,1.36,0,0,0
10.772,0,100,7.048,0.939,1.388,0,0,0
10.917,0,100,7.18,0.938,1.317,0,0,0
10.737,0,100,7.091,0.951,1.282,0,0,0
10.398,0,100,6.823,0.923,1.297,0,0,0
10.613,0,100,6.851,0.926,1.332,0,0,0
11.272,0,100,7.598,0.917,1.338,0,0,0
11.528,0,100,7.807,0.941,1.314,0,0,0
11.525,0,100,7.645,0.979,1.362,0,0,0
10.977,0,100,7.133,0.937,1.378,0,0,0
11.426,0,100,7.458,0.94,1.56,0,0,0
11.605,0,100,7.667,0.991,1.442,0,0,0
11.189,0,100,7.555,0.933,1.335,0,0,0
12.235,0,100,8.266,0.981,1.471,0,0,0
11.979,0,100,8.087,0.954,1.373,0,0,0
12.213,0,100,8.184,0.978,1.446,0,0,0
11.991,0,100,8.132,0.949,1.351,0,0,0
11.87,0,100,7.902,0.975,1.428,0,0,0
11.71,0,100,7.754,0.993,1.497,0,0,0
11.906,0,100,7.811,0.995,1.481,0,0,0
12.024,0,100,8.051,0.963,1.523,0,0,0
11.833,0,100,7.657,0.987,1.508,0,0,0
11.768,0,100,7.76,0.954,1.546,0,0,0
11.646,0,100,7.349,0.967,1.526,0,0,0
11.703,0,100,7.762,0.977,1.44,0,0,0
12.554,0,100,8.488,0.99,1.482,0,0,0
12.311,0,100,8.247,1.133,1.406,0,0,0
12.687,0,100,8.464,0.996,1.49,0,0,0
12.706,0,100,8.51,1.173,1.483,0,0,0
12.781,0,100,8.62,0.98,1.484,0,0,0
12.703,0,100,8.662,1.025,1.503,0,0,0
12.594,0,100,8.472,1.017,1.537,0,0,0
12.667,0,100,8.495,0.982,1.628,0,0,0
13.884,0,100,9.626,0.996,1.635,0,0,0
13.146,0,100,8.941,1.031,1.523,0,0,0
14.086,0,100,9.643,1.068,1.514,0,0,0
12.912,0,100,8.767,0.988,1.523,0,0,0
13.45,0,100,9.154,0.997,1.546,0,0,0
12.946,0,100,8.782,1.001,1.618,0,0,0
12.991,0,100,8.592,0.998,1.614,0,0,0
13.484,0,100,9.222,1.005,1.579,0,0,0
13.38,0,100,9.137,1.011,1.571,0,0,0
12.665,0,100,8.552,0.974,1.5,0,0,0
12.731,0,100,8.609,1.002,1.516,0,0,0
13.14,0,100,9.02,0.981,1.447,0,0,0
12.846,0,100,8.792,0.984,1.416,0,0,0
12.877,0,100,8.77,0.977,1.492,0,0,0
12.692,0,100,8.58,1.034,1.435,0,0,0
11.979,0,100,8.051,1.026,1.444,0,0,0
11.95,0,100,7.943,1.006,1.454,0,0,0
11.764,0,100,7.925,0.986,1.404,0,0,0
11.919,0,100,7.904,0.962,1.427,0,0,0
11.4,0,100,7.603,0.951,1.364,0,0,0
10.241,0,100,6.47,0.973,1.347,0,0,0
10.629,0,100,6.791,0.955,1.486,0,0,0
11.533,0,100,7.643,0.956,1.384,0,0,0
11.442,0,100,7.579,0.932,1.434,0,0,0
11.656,0,100,7.92,0.931,1.304,0,0,0
11.09,0,100,7.374,0.954,1.339,0,0,0
10.692,0,100,6.952,0.941,1.329,0,0,0
10.186,0,100,6.645,0.951,1.29,0,0,0
10.297,0,100,6.559,0.984,1.375,0,0,0
10.811,0,100,7.084,0.966,1.356,0,0,0
11.525,0,100,7.609,0.997,1.397,0,0,0
11.474,0,100,7.593,0.927,1.458,0,0,0
11.633,0,100,7.708,0.948,1.372,0,0,0
10.926,0,100,7.225,0.921,1.366,0,0,0
11.554,0,100,7.842,0.936,1.309,0,0,0
10.77,0,100,6.92,0.947,1.466,0,0,0
10.713,0,100,6.931,0.962,1.338,0,0,0
11.091,0,100,7.256,0.948,1.421,0,0,0
11.677,0,100,7.764,0.964,1.433,0,0,0
11.852,0,100,7.929,0.981,1.396,0,0,0
11.657,0,100,7.63,0.969,1.561,0,0,0
11.412,0,100,7.696,0.943,1.398,0,0,0
12.238,0,100,8.127,0.964,1.554,0,0,0
11.961,0,100,8.061,1.006,1.415,0,0,0
12.074,0,100,8.04,0.975,1.513,0,0,0
11.393,0,100,7.474,0.984,1.422,0,0,0
11.715,0,100,7.678,1.006,1.424,0,0,0
11.803,0,100,7.861,0.981,1.508,0,0,0
11.523,0,100,7.668,0.973,1.422,0,0,0
12.033,0,100,8.071,0.959,1.484,0,0,0
12.004,0,100,7.935,0.993,1.492,0,0,0
11.733,0,100,7.952,0.954,1.37,0,0,0
11.267,0,100,7.489,0.965,1.367,0,0,0
11.134,0,100,7.349,0.961,1.36,0,0,0
11.405,0,100,7.575,0.965,1.389,0,0,0
11.765,0,100,7.966,0.976,1.346,0,0,0
11.332,0,100,7.534,0.973,1.385,0,0,0
11.063,0,100,7.279,0.975,1.388,0,0,0
11.113,0,100,7.296,0.975,1.411,0,0,0
11.225,0,100,7.371,0.972,1.402,0,0,0
11.079,0,100,7.377,0.965,1.311,0,0,0
10.422,0,100,6.773,0.921,1.326,0,0,0
10.698,0,100,6.961,0.934,1.337,0,0,0
10.749,0,100,6.915,0.95,1.449,0,0,0
10.945,0,100,7.201,0.964,1.419,0,0,0
11.347,0,100,7.45,0.963,1.415,0,0,0
11.673,0,100,7.692,0.966,1.4,0,0,0
11.055,0,100,7.249,0.919,1.416,0,0,0
11.561,0,100,7.738,0.945,1.428,0,0,0
11.848,0,100,8.037,0.948,1.436,0,0,0
12.242,0,100,8.298,0.959,1.445,0,0,0
12.297,0,100,8.424,0.974,1.327,0,0,0
11.898,0,100,8.085,0.954,1.339,0,0,0
11.109,0,100,7.331,0.974,1.458,0,0,0
11.042,0,100,7.172,0.982,1.394,0,0,0
11.873,0,100,8.011,1,1.364,0,0,0
11.55,0,100,7.691,0.956,1.493,0,0,0
11.68,0,100,7.686,0.957,1.578,0,0,0
11.269,0,100,7.433,0.963,1.395,0,0,0
11.882,0,100,8.035,0.943,1.397,0,0,0
11.846,0,100,7.901,0.96,1.391,0,0,0
11.746,0,100,7.785,0.961,1.467,0,0,0
10.105,0,100,6.453,0.95,1.313,0,0,0
10.239,0,100,6.533,0.984,1.377,0,0,0
10.228,0,100,6.623,0.976,1.315,0,0,0
9.827,0,100,6.165,0.963,1.353,0,0,0
10.458,0,100,6.866,0.961,1.287,0,0,0
10.233,0,100,6.666,0.976,1.235,0,0,0
9.753,0,100,6.221,0.96,1.278,0,0,0
10.327,0,100,6.736,0.962,1.294,0,0,0
10.665,0,100,7.065,0.953,1.241,0,0,0
10.483,0,100,6.968,0.96,1.226,0,0,0
10.159,0,100,6.557,0.974,1.268,0,0,0
10.817,0,100,7.107,0.973,1.353,0,0,0
10.671,0,100,6.917,0.958,1.29,0,0,0
10.183,0,100,6.631,0.925,1.273,0,0,0
10.931,0,100,7.322,0.94,1.269,0,0,0
10.159,0,100,6.726,0.921,1.246,0,0,0
11.188,0,100,7.573,0.929,1.288,0,0,0
11.032,0,100,7.434,0.922,1.333,0,0,0
10.736,0,100,7.021,0.976,1.351,0,0,0
11.279,0,100,7.498,0.952,1.355,0,0,0
11.643,0,100,7.781,0.997,1.346,0,0,0
11.715,0,100,7.878,0.958,1.371,0,0,0
10.908,0,100,7.036,0.981,1.448,0,0,0
10.762,0,100,7.063,0.944,1.344,0,0,0
10.369,0,100,6.739,0.966,1.275,0,0,0
10.393,0,100,6.725,0.922,1.399,0,0,0
10.832,0,100,6.911,0.944,1.4,0,0,0
10.677,0,100,6.889,0.935,1.413,0,0,0
11.042,0,100,7.122,0.982,1.379,0,0,0
10.977,0,100,7.289,0.928,1.328,0,0,0
11.359,0,100,7.498,0.943,1.381,0,0,0
11.204,0,100,7.314,0.941,1.473,0,0,0
11.609,0,100,7.273,0.942,1.462,0,0,0
11.558,0,100,7.671,0.929,1.42,0,0,0
11.523,0,100,7.646,0.973,1.412,0,0,0
11.753,0,100,7.841,0.948,1.407,0,0,0
12.081,0,100,8.142,1.037,1.372,0,0,0
11.802,0,100,7.833,0.967,1.487,0,0,0
12.342,0,100,8.294,0.998,1.473,0,0,0
11.859,0,100,7.827,0.996,1.503,0,0,0
12.307,0,100,8.194,0.997,1.573,0,0,0
12.704,0,100,8.3,0.968,1.862,0,0,0
12.437,0,100,8.159,1,1.408,0,0,0
12.286,0,100,8.237,1.001,1.379,0,0,0
11.867,0,100,7.813,0.996,1.38,0,0,0
11.651,0,100,7.639,0.974,1.438,0,0,0
11.496,0,100,7.481,0.993,1.429,0,0,0
11.849,0,100,7.893,0.981,1.41,0,0,0
11.472,0,100,7.563,0.973,1.442,0,0,0
12.143,0,100,8.167,0.97,1.474,0,0,0
11.813,0,100,7.936,0.98,1.439,0,0,0
12.294,0,100,8.338,0.941,1.467,0,0,0
11.183,0,100,7.345,0.968,1.341,0,0,0
10.838,0,100,7.099,1,1.352,0,0,0
11.149,0,100,7.4,1.015,1.332,0,0,0
11.465,0,100,7.599,0.963,1.397,0,0,0
11.269,0,100,7.395,0.947,1.294,0,0,0
10.744,0,100,6.975,0.925,1.372,0,0,0
11.292,0,100,7.451,0.941,1.439,0,0,0
11.642,0,100,7.913,0.922,1.33,0,0,0
12.105,0,100,7.978,0.947,1.672,0,0,0
11.575,0,100,7.641,0.946,1.398,0,0,0
11.433,0,100,7.776,0.931,1.332,0,0,0
11.364,0,100,7.476,0.982,1.412,0,0,0
11.804,0,100,7.941,1.017,1.397,0,0,0
11.488,0,100,7.74,0.962,1.385,0,0,0
11.186,0,100,7.281,0.956,1.489,0,0,0
11.066,0,100,7.353,0.951,1.359,0,0,0
11.142,0,100,7.472,0.952,1.361,0,0,0
11.059,0,100,7.458,0.933,1.31,0,0,0
11.449,0,100,7.524,0.964,1.342,0,0,0
11.361,0,100,7.673,0.941,1.379,0,0,0
11.5,0,100,7.541,0.963,1.491,0,0,0
11.55,0,100,7.811,0.937,1.366,0,0,0
11.463,0,100,7.597,0.97,1.404,0,0,0
11.17,0,100,7.496,0.95,1.354,0,0,0
11.765,0,100,7.91,0.969,1.344,0,0,0
11.436,0,100,7.597,0.956,1.42,0,0,0
13.186,0,100,8.967,0.967,1.653,0,0,0
12.473,0,100,8.455,0.963,1.489,0,0,0
12.451,0,100,8.516,0.956,1.426,0,0,0
12.752,0,100,8.721,0.963,1.468,0,0,0
12.098,0,100,8.029,1.053,1.458,0,0,0
11.831,0,100,7.815,1.004,1.528,0,0,0
11.743,0,100,7.949,0.985,1.337,0,0,0
11.411,0,100,7.714,0.946,1.343,0,0,0
11.74,0,100,7.848,0.958,1.349,0,0,0
11.627,0,100,7.77,0.953,1.423,0,0,0
11.672,0,100,7.849,0.973,1.377,0,0,0
11.597,0,100,7.697,0.975,1.428,0,0,0
11.624,0,100,7.817,0.976,1.386,0,0,0
12.066,0,100,8.153,1.002,1.434,0,0,0
12.258,0,100,8.344,0.998,1.398,0,0,0
12.208,0,100,8.345,0.955,1.504,0,0,0
12.162,0,100,8.21,0.976,1.448,0,0,0
12.176,0,100,8.391,0.952,1.407,0,0,0
12.823,0,100,8.478,0.996,1.774,0,0,0
12.264,0,100,8.351,0.976,1.451,0,0,0
11.399,0,100,7.412,1.038,1.44,0,0,0
11.393,0,100,7.568,0.959,1.418,0,0,0
12.232,0,100,8.16,1.008,1.41,0,0,0
12.349,0,100,8.235,1.047,1.526,0,0,0
11.627,0,100,7.756,0.962,1.38,0,0,0
11.472,0,100,7.692,0.944,1.405,0,0,0
12.286,0,100,8.193,0.972,1.437,0,0,0
12.158,0,100,8.214,0.943,1.425,0,0,0
12.561,0,100,8.077,0.953,1.958,0,0,0
11.884,0,100,7.935,0.964,1.453,0,0,0
11.811,0,100,7.816,1.009,1.418,0,0,0
12.017,0,100,8.027,0.953,1.513,0,0,0
12.209,0,100,8.243,0.986,1.436,0,0,0
11.638,0,100,7.855,0.951,1.379,0,0,0
11.636,0,100,7.765,0.971,1.363,0,0,0
12.033,0,100,8.263,0.982,1.357,0,0,0
12.105,0,100,8.059,0.995,1.395,0,0,0
12.923,0,100,9.013,0.971,1.385,0,0,0
13.186,0,100,8.93,0.973,1.512,0,0,0
12.768,0,100,8.694,1.008,1.535,0,0,0
12.287,0,100,8.28,0.99,1.451,0,0,0
12.901,0,100,8.805,1.011,1.491,0,0,0
13.106,0,100,8.899,0.996,1.586,0,0,0
