Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.9868702933234378,13.645078498605338,18.456697463989258,11,21.311475409836063
1,0.9953934282803072,4.787671624894044,72.23077487945557,43,21.311475409836063
2,0.994992281944052,5.204895499199752,48.75542449951172,29,21.311475409836063
3,0.9966849827544327,3.445749380395487,115.36608719825745,61,21.311475409836063
4,0.9957994409369223,4.3664738401477,62.447922468185425,35,21.311475409836063
5,0.9950901668407274,5.104068529449189,77.83666467666626,35,21.311475409836063
6,0.9939721837953218,6.2640560532341505,34.354716777801514,23,21.311475409836063
7,0.9959240323207178,4.2354650959489994,56.28603458404541,26,21.311475409836063
8,0.9961911013808763,3.9577162460494835,77.42104768753052,33,21.311475409836063
9,0.9938962636270867,6.341850440206338,32.199222803115845,17,21.311475409836063
10,0.9865101277814297,14.02438145846186,29.966845512390137,18,21.311475409836063
12,0.9951750991207059,5.016685548615667,91.32450842857361,46,21.311475409836063
13,0.9958227745676057,4.3435305808958935,91.15122985839844,45,21.311475409836063
14,0.9952916465240239,4.896104047939577,72.74459552764893,37,21.311475409836063
15,0.9901329083056487,10.25143123794081,25.199531078338623,16,21.311475409836063
16,0.9959198055122462,4.2388830770458865,124.756187915802,44,21.311475409836063
17,0.9944108063681054,5.806241357425852,44.48818826675415,26,21.311475409836063
18,0.9943571256608686,5.861675712815109,68.26312756538391,30,21.311475409836063
19,0.9874492638695048,13.036656148123583,28.77071237564087,16,21.311475409836063
