Iteration,Cost,Cost reduction,time (ms)
0,5598.26,0.00115305,130.504
1,5559.68,0.00803738,219.021
2,5509.54,0.0169831,307.088
3,4469.26,0.202591,401.939
4,1734.72,0.69049,496.445
5,761.425,0.864146,601.934
