Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.0226465,1.33945,1632.58,7,31,5.74286,671,0,570,6,94,347,559
0.0261148,1.84273,1628.16,7,31,5.74286,704,0,603,6,93,351,515
0.294128,3.32266,2736.9,7,31,14.3571,1774,0,1522,15,234,347,558
0,9.54455,1273.37,7,31,2.87143,357,0,307,3,46,354,506
0.106994,1.29204,1650.6,7,31,5.74286,699,0,597,6,94,360,538
0.365665,8.44031,1960.96,7,31,8.61429,1023,0,871,9,141,355,531
0.283891,2.38199,2373.16,7,31,11.4857,1411,0,1208,12,188,348,554
0.499308,1.13687,2386.65,7,31,11.4857,1425,0,1221,12,188,347,554
0.639096,1.76887,3034.06,7,31,17.2286,2073,0,1764,18,286,343,556
0.0509635,3.26163,1613.21,7,31,5.74286,695,0,592,6,95,354,508
0.250855,1.79881,2398.16,7,31,11.4857,1419,0,1213,12,190,347,569
0,3.1943,1258.82,7,31,2.87143,357,0,305,4,48,357,485
0.0125746,1.23208,1667.31,7,31,5.74286,706,0,601,6,97,356,547
0.199316,2.23694,2009.01,7,31,8.61429,1070,0,914,9,145,353,527
0.442618,2.08705,2434.86,7,31,11.4857,1441,0,1230,12,196,352,575
0.0507702,2.5595,1711.78,7,31,5.74286,745,0,639,6,98,352,557
0.0285332,3.8555,1641.17,7,31,5.74286,716,0,610,6,98,353,513
0.579817,1.54641,3118.2,7,31,17.2286,2153,0,1836,18,295,344,557
0.0063943,15.1855,1777.36,7,31,5.74286,792,0,673,6,110,359,566
0.281199,2.49225,2305.36,7,31,8.61429,1283,0,1088,9,183,372,587
0.0975307,7.69402,1816.63,7,31,5.74286,864,0,734,6,121,369,520
0.761333,1.69716,3634.58,7,31,17.2286,2571,0,2183,18,361,387,609
0.0536227,1.31928,1783.6,7,31,5.74286,829,0,701,6,121,364,531
0.730852,2.73717,3108.42,7,31,14.3571,2107,0,1784,15,301,380,560
0.0257852,1.53416,1811.42,7,31,5.74286,814,0,684,6,122,366,573
