Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.583191,2426.79,1187.92,9,13,6.42336,517.409,1.589,295.056,12.034,208.704,212.444,413.542
0.657624,1770.29,1001.68,8,13,5.47179,411.135,1.299,214.419,10.653,184.742,189.497,358.768
0.619633,1592.2,736.889,7,13,2.21685,240.603,0.931,67.208,8.625,163.821,166.869,287.804
0.606765,2112.85,873.37,8,13,2.31795,301.906,1.018,102.604,10.31,187.95,189.706,339.05
0.365446,3394.6,726.589,7,13,1.63516,232.681,0.871,56.924,8.602,166.263,169.213,282.714
0.613061,2237.31,1054.14,10,13,1.9759,357.45,1.275,106.325,13.135,236.682,238.468,412.571
0.848368,692.287,716.868,7,13,0.838095,215.125,0.834,38.961,8.85,166.463,166.373,293.271
0.570399,1940.28,1043.46,10,13,1.98718,351.946,1.277,101.955,13.887,234.79,242.375,401.101
0.847814,821.626,935.973,9,13,1.6547,307.209,1.089,81.406,11.647,213.038,217.845,366.505
0.496653,2525.87,845.934,7,13,3.75385,319.855,1.072,145.773,8.853,164.131,167.52,316.428
0.586267,2360.07,1222.07,9,13,6.68091,540.19,1.618,317.368,11.988,209.189,217.508,420.201
0.733218,1460.73,1147.07,9,13,6.13048,477.783,1.538,258.064,11.465,206.688,218.656,405.263
0.863821,589.067,1067.37,10,13,2.53385,358.748,1.298,106.466,13.739,237.215,244.665,416.701
0.635836,1778.64,1407.74,10,13,7.13179,649.695,1.806,402.503,12.729,232.613,243.601,467.019
0.322279,3197.44,694.019,6,13,4.35812,256.693,0.998,106.157,7.341,142.182,147.407,248.611
0.789318,1003.15,1358.23,10,13,6.22,597.394,1.757,348.706,13.706,233.197,245.752,466.167
0.407297,3105.12,843.15,7,13,4.3326,326.654,1.144,150.459,9.521,165.508,170.434,302.977
0.678044,1675.2,1417.2,10,13,8.00256,661.134,1.867,413.147,13.462,232.627,244.569,464.849
0.692134,1561.78,1048.47,8,13,6.58974,447.091,1.39,247.609,10.17,187.9,197.626,359.684
0.590219,2039.5,1382.89,10,13,6.9159,610.126,1.832,358.99,12.984,236.29,249.012,474.683
0.567508,1964.21,1080.5,8,13,6.67115,471.412,1.438,268.745,11.814,189.391,202.483,361.983
0.305262,3863.62,691.664,6,13,3.6453,249.338,0.93,98.187,7.333,142.87,149.283,250.138
0.731446,1248.55,1346.46,10,13,5.76462,580.275,1.738,328.092,13.229,237.184,250.254,468.095
0.604043,1665.51,869.61,8,13,2.69423,292.529,1.148,87.996,10.237,193.123,198.981,333.324
0.880682,499.483,1074.9,10,13,1.98308,358.143,1.257,103.44,12.994,240.42,253.61,415.112
0.829325,819.476,728.73,7,13,0.767766,217.391,0.826,39.081,8.422,169.041,178.932,287.507
0.850623,666.428,733.674,7,13,1.01685,222.572,0.853,42.933,8.696,170.072,179.259,285.747
0.872347,591.193,1045.72,10,13,1.37692,332.618,1.191,73.873,14.444,243.076,257.569,406.806
0.574908,2465.59,1187.14,9,13,5.16923,484.17,1.518,256.419,11.692,214.511,233.294,422.503
0.743252,1293.91,1240.5,9,13,6.93789,543.482,1.658,316.748,11.691,213.359,230.816,419.03
0.318903,4004.6,689.804,6,13,3.10513,240.681,0.945,86.701,8.238,144.774,156.598,249.002
0.78155,1125.04,1380.3,10,13,6.41846,607.696,1.843,353.347,13.677,238.798,260.907,460.418
0.639672,2042.83,1420.24,10,13,6.66769,625.208,1.803,371.711,13.364,238.302,264.729,480.871
0.754517,1140.52,1233.64,9,13,6.18462,518.425,1.677,289.15,12.363,215.206,243.14,422.812
0.754095,1230.91,1515.14,10,13,8.64,724.891,2.047,467.856,13.262,241.693,265.594,473.538
0.687534,1659.9,1479.66,10,13,8.57282,684.401,2.019,428.276,13.684,240.39,268.377,476.148
0.478873,2347.57,899.868,8,13,3.04551,304.222,1.202,97.722,11.28,193.993,213.028,335.424
0.854044,665.376,1170.83,10,13,3.06308,421.141,1.42,164.138,13.32,242.234,262.814,437.385
0.632836,1853.4,884.815,7,13,4.08278,341.412,1.13,161.44,9.532,169.288,184.01,313.916
0.789707,1075.53,1389.66,10,13,6.48308,591.754,1.799,334.626,13.505,241.792,271.54,476.385
0.60078,2205.97,1177.85,8,13,6.0641,490.993,1.688,269.532,10.852,208.897,242.356,396.703
0.62089,1871.1,1303.13,9,13,5.10484,517.437,1.875,267.271,12.848,235.415,274.761,461.336
0.837649,715.923,1220.99,10,13,2.91026,414.342,1.686,142.804,13.233,256.576,300.331,453.47
0.810699,873.166,912.628,8,13,1.2359,277.801,1.138,64.253,9.947,202.436,235.048,352.144
0.877183,609.129,1155.8,10,13,1.60154,360.426,1.469,90.917,12.737,255.274,297.409,444.747
0.811997,899.29,783.565,7,13,0.830769,228.461,1.003,42.745,9.154,175.537,204.83,303.847
0.859402,753.857,1016.18,9,13,1.28775,310.649,1.333,70.354,12.415,226.525,264.349,391.311
0.79224,897.309,1234.38,10,13,2.59538,423.113,1.618,149.565,14.095,257.804,301.038,458.592
