Iteration,Cost,Cost reduction,time (ms)
0,7.753087436846476,0.0,30.774593353271484
1,7.668289573116262,0.010937302645035785,215.33942222595215
2,5.720318244949366,0.26218834863597607,689.8844242095947
3,4.939147856488958,0.3629443887069165,2495.3348636627197
4,4.096190684267809,0.4716697421983531,4673.707008361816
5,3.618446141394971,0.5332896512686882,5640.138387680054
6,3.4846344628002623,0.5505487986321979,6406.787395477295
7,3.2252101934330093,0.5840095678393581,7390.596389770508
8,3.1647918424628543,0.5918023796014205,8502.147197723389
9,2.930698251617145,0.6219959757336118,9403.545379638672
10,2.796055358885499,0.6393623338236492,10643.850564956665
11,2.7275904749305764,0.6481929944491883,11602.247953414917
12,2.6720616680452833,0.6553551485378154,12544.307708740234
13,2.5291935920184736,0.6737823979646477,13234.325408935547
14,2.469900412140102,0.681430084174993,14038.60855102539
15,2.4021462975078505,0.6901690691515134,14993.444681167603
16,2.3382429376538054,0.6984113804081034,15899.92380142212
17,2.2340659303629713,0.7118482219424491,16636.857986450195
18,2.092866117187132,0.7300602973673681,17443.03250312805
19,2.052715438017555,0.7352389670904466,18268.32890510559
20,2.0172140532137512,0.7398179667590281,19200.845956802368
21,1.97359139103208,0.7454444558882949,20150.280714035034
22,1.939377030835963,0.7498574539970888,21153.98621559143
23,1.8853605929178252,0.7568245414133128,22066.627264022827
24,1.7300551949951055,0.7768559674984401,22932.57737159729
25,1.7188755894635435,0.7782979227998122,23978.0216217041
26,1.7148082277185572,0.7788225346758058,24952.454566955566
27,1.7146392807244308,0.7788443256069029,26188.93837928772
