Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0,31.144,4,2,0.4,4,3,13
0.68323,15.824,4,2,0.4,3,0,6
0.620203,11.918,4,2,0.4,0,0,4
0.33608,10.493,4,2,0.4,0,0,4
0,8.31,4,2,0.4,0,0,4
0,8.494,4,2,0.4,0,0,4
0.583111,9.354,4,2,0.4,0,0,4
0.566728,9.365,4,2,0.4,0,0,4
0,8.433,4,2,0.4,0,0,4
0,8.698,4,2,0.4,0,0,4
0.435089,9.655,4,2,0.4,0,0,4
0.644397,11.543,4,2,0.4,0,0,4
0.522191,9.567,4,2,0.4,0,0,4
0.722341,11.562,4,2,0.4,0,0,4
0,8.687,4,2,0.4,0,0,4
0.582882,9.852,4,2,0.4,0,0,4
0.749001,9.755,4,2,0.4,0,0,4
0,10.057,4,2,0.4,0,0,4
0.527113,11.116,4,2,0.4,0,0,4
0.711468,13.533,4,2,0.4,0,0,5
0.370369,10.041,4,2,0.4,0,0,4
0,9.375,4,2,0.4,0,0,4
0.547993,10.81,4,2,0.4,0,0,4
0,8.27,4,2,0.4,0,0,4
0.58631,10.49,4,2,0.4,0,0,4
0.684021,11.884,4,2,0.4,0,0,4
0,8.439,4,2,0.4,0,0,4
0.814901,11.019,4,2,0.4,0,0,4
0,8.471,4,2,0.4,0,0,4
0,8.461,4,2,0.4,0,0,4
0.241417,9.34,4,2,0.4,0,0,4
0.595829,19.294,7,2,0.4,0,0,7
0,8.335,4,2,0.4,0,0,4
0.678976,9.48,4,2,0.4,0,0,4
0,8.306,4,2,0.4,0,0,4
0.724467,14.263,5,2,0.4,0,0,5
0,8.803,4,2,0.4,0,0,4
0,11.767,4,2,0.4,1,0,5
0.764304,23.742,8,2,0.4,0,0,8
0,8.911,4,2,0.4,0,0,4
0.753265,11.904,4,2,0.4,0,0,4
0,8.639,4,2,0.4,0,0,4
0.492139,9.597,4,2,0.4,0,0,4
0,9.282,4,2,0.4,0,0,4
0.634187,11.179,4,2,0.4,0,0,4
0,8.475,4,2,0.4,0,0,4
0.653645,10.44,4,2,0.4,0,0,4
0,8.364,4,2,0.4,0,0,4
0,8.416,4,2,0.4,0,0,4
0.156367,9.415,4,2,0.4,0,0,4
0.488198,9.64,4,2,0.4,0,0,4
0.715695,9.417,4,2,0.4,0,0,4
0.0256995,9.253,4,2,0.4,0,0,4
0.681332,9.437,4,2,0.4,0,0,4
0.53293,11.448,4,2,0.4,0,0,4
0,8.959,4,2,0.4,0,0,4
0,8.906,4,2,0.4,0,0,4
0.730823,12.118,4,2,0.4,0,0,4
0.773932,10.185,4,2,0.4,0,0,4
0.82079,9.989,4,2,0.4,0,0,4
0,8.932,4,2,0.4,0,0,4
0.0683539,9.646,4,2,0.4,0,0,4
0.553511,9.755,4,2,0.4,0,0,4
0.242191,9.714,4,2,0.4,0,0,4
0,8.561,4,2,0.4,0,0,4
0.687455,11.082,4,2,0.4,0,0,4
0.574315,10.541,4,2,0.4,0,0,4
0.722917,10.442,4,2,0.4,0,0,4
0.70039,9.558,4,2,0.4,0,0,4
0.545302,9.225,4,2,0.4,0,0,4
0.601612,9.33,4,2,0.4,0,0,4
0.69996,9.31,4,2,0.4,0,0,4
0.660749,9.476,4,2,0.4,0,0,4
0.0625839,9.252,4,2,0.4,0,0,4
0,8.259,4,2,0.4,0,0,4
0,8.63,4,2,0.4,0,0,4
0.724412,12.734,4,2,0.4,0,0,4
0.701702,9.743,4,2,0.4,0,0,4
0,8.421,4,2,0.4,0,0,4
0.724126,9.901,4,2,0.4,0,0,4
0,8.518,4,2,0.4,0,0,4
0,8.66,4,2,0.4,0,0,4
0,8.653,4,2,0.4,0,0,4
0.553441,9.645,4,2,0.4,0,0,4
0.353555,9.956,4,2,0.4,0,0,4
0.53947,9.576,4,2,0.4,0,0,4
0.576498,14.934,5,2,0.4,0,0,5
0.770586,19.548,7,2,0.4,0,0,7
0.349561,9.699,4,2,0.4,0,0,4
0.76491,9.673,4,2,0.4,0,0,4
0,8.455,4,2,0.4,0,0,4
0.689415,11.507,4,2,0.4,0,0,4
0.592754,11.333,4,2,0.4,0,0,4
0,8.213,4,2,0.4,0,0,4
0.608506,21.693,7,2,0.4,1,0,8
0.638979,9.667,4,2,0.4,0,0,4
0,8.617,4,2,0.4,0,0,4
0,8.494,4,2,0.4,0,0,4
0,9.247,4,2,0.4,0,0,4
0,8.854,4,2,0.4,1,0,4
