Iteration,Cost,Cost reduction,time (ms)
0,2.20032,0.100608,99.304
1,2.08918,0.146037,173.341
2,2.08918,0.146037,243.222
3,2.08918,0.146037,287.61
4,2.08784,0.146584,333.983
5,2.08784,0.146584,404.311
6,2.08784,0.146584,448.245
