Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.000787249,335.204,6,10,0.583333,44,0,12,0,29,66,189
0.179902,447.837,6,10,1.1,109,0,26,0,77,72,224
0.593175,413.138,6,10,1.58333,97,0,32,0,59,72,204
0.613058,438.484,6,10,1.78333,118,0,38,0,74,71,207
0.311197,446.161,6,10,1.95,126,0,43,0,76,71,207
0.172154,372.342,6,10,1.05,68,0,20,0,44,69,196
0.251251,380.273,6,10,0.9,70,0,17,0,48,73,199
0.220215,449.336,6,10,1.91667,121,0,38,1,76,71,214
0.326807,452.449,6,10,1.26667,117,0,29,1,79,73,219
0.218827,430.546,6,10,1.15,108,0,25,0,76,69,209
0.198334,451.193,6,10,1.71667,122,0,41,0,76,72,213
0.489683,471.89,6,10,2,125,0,42,0,78,80,221
0.29006,452.169,6,10,1.48833,115,0,32,0,76,70,220
0.643111,386.901,6,10,1.31667,94,0,26,1,63,70,184
0.000203564,355.189,6,10,0.85,51,0,18,0,30,68,198
0.279198,456.017,6,10,2.48333,114,0,46,0,64,78,219
0.174567,366.051,6,10,1.08333,70,0,23,0,44,71,184
0.139728,411.797,6,10,1.26667,94,0,29,0,61,70,207
0.649839,377.527,6,10,0.9,82,0,18,0,60,68,189
0,323.229,6,10,0.3,24,0,7,0,16,71,192
0.234033,417.357,6,10,1.63333,98,0,35,0,60,70,206
0,309.386,6,10,0.433333,25,0,9,0,15,66,185
0.437551,463.635,6,10,2.08333,132,0,44,2,80,71,218
0.36837,454.968,6,10,1.18333,114,0,29,0,79,75,221
0.00143654,297.336,6,10,0.383333,40,0,7,0,31,70,156
0.819592,359.901,6,10,0.566667,81,0,13,0,63,71,174
0.248564,473.062,6,10,1.96667,133,0,45,0,80,75,220
0.260328,447.205,6,10,1.55,117,0,36,0,76,71,217
0.0749826,422.464,6,10,0.983333,106,0,28,0,74,70,204
0.260719,404.4,6,10,0.833333,84,0,21,0,58,69,211
0.300064,427.486,6,10,2.25,123,0,40,0,77,72,195
0.58914,500.34,6,10,1.71667,132,0,42,2,82,79,245
0.599031,385.861,6,10,1.11667,100,0,20,0,72,68,178
0.146121,441.692,6,10,1.06667,111,0,26,1,78,71,216
0.312745,352.801,6,10,0.866667,66,0,17,0,46,68,185
0.276341,407.349,6,10,1.85,96,0,29,0,61,72,200
0.609892,496.572,6,10,2.3,141,0,49,1,84,86,227
0.52491,478.76,6,10,2.2,147,0,48,0,92,71,216
0.107645,394.127,6,10,1.1,76,0,25,1,46,72,205
0.237319,387.766,6,10,1.13333,74,0,23,1,48,71,200
0.261796,370.315,6,10,1.51667,73,0,26,0,44,69,190
