Commanded Joint 0 Position,Commanded Joint 1 Position,Commanded Joint 2 Position,Commanded Joint 3 Position,Commanded Joint 4 Position,Commanded Joint 5 Position,Commanded Joint 6 Position,Commanded Joint 0 Velocity,Commanded Joint 1 Velocity,Commanded Joint 2 Velocity,Commanded Joint 3 Velocity,Commanded Joint 4 Velocity,Commanded Joint 5 Velocity,Commanded Joint 6 Velocity,Commanded Joint 0 Torque,Commanded Joint 1 Torque,Commanded Joint 2 Torque,Commanded Joint 3 Torque,Commanded Joint 4 Torque,Commanded Joint 5 Torque,Commanded Joint 6 Torque,Actual Joint 0 Position,Actual Joint 1 Position,Actual Joint 2 Position,Actual Joint 3 Position,Actual Joint 4 Position,Actual Joint 5 Position,Actual Joint 6 Position,Actual Joint 0 Velocity,Actual Joint 1 Velocity,Actual Joint 2 Velocity,Actual Joint 3 Velocity,Actual Joint 4 Velocity,Actual Joint 5 Velocity,Actual Joint 6 Velocity,Actual Joint 0 Torque,Actual Joint 1 Torque,Actual Joint 2 Torque,Actual Joint 3 Torque,Actual Joint 4 Torque,Actual Joint 5 Torque,Actual Joint 6 Torque,EE ext force 0,EE ext force 1,EE ext force 2,EE ext force 3,EE ext force 4,EE ext force 5,joint ext torque 0,joint ext torque 1,joint ext torque 2,joint ext torque 3,joint ext torque 4,joint ext torque 5,joint ext torque 6,
0.0202528,-0.0550587,0.51015,-1.5676,0.0372947,-0.00688584,0.531417,0.0108089,0.029969,0.0152242,-0.144363,-0.0783466,0.200346,-0.00128072,0,0,0,0,0,0,0,0.0201692,-0.0551799,0.510031,-1.56616,0.0380205,1.56194,1.31683,0.000291657,0.000626311,0.000154109,0.000754748,0.00601259,0.00122253,0.000536861,0.209842,-27.5319,-0.836168,27.0026,0.495907,3.06603,0.0779268,2.10261,1.85217,2.00081,-0.926064,1.14531,0.173253,0.19933,0.451554,0.164736,0.208205,0.158259,-0.271697,0.0947902,
0.0203093,-0.0548572,0.510227,-1.56822,0.0369155,-0.00605058,0.531411,0.0141251,0.0503812,0.0193216,-0.155094,-0.0947798,0.208816,-0.00135975,0,0,0,0,0,0,0,0.0201692,-0.0551799,0.510031,-1.56616,0.0380205,1.56194,1.31683,0.000291657,0.000626311,0.000154109,0.000754748,0.00601259,0.00122253,0.000536861,0.209842,-27.5319,-0.836168,27.0026,0.495907,3.06603,0.0779268,2.23666,1.88879,2.02966,-0.960616,1.22876,0.150405,0.177603,0.490839,0.141947,0.203862,0.142668,-0.272688,0.0961483,
0.0201735,-0.0551772,0.510035,-1.56616,0.0380775,-0.00883703,0.531434,0.000277527,3.16333e-05,0.000327375,0.000123725,0.00245537,0.000822496,-1.04704e-06,0,0,0,0,0,0,0,0.0201692,-0.0551799,0.510031,-1.56616,0.0380205,1.56194,1.31683,0.000291657,0.000626311,0.000154109,0.000754748,0.00601259,0.00122253,0.000536861,0.209842,-27.5319,-0.836168,27.0026,0.495907,3.06603,0.0779268,2.13662,1.82471,2.08183,-0.892332,1.13054,0.149968,0.174974,0.424932,0.141164,0.24213,0.147939,-0.266359,0.0955503,
0.0201746,-0.0551773,0.510037,-1.56616,0.0380854,-0.00883437,0.531434,0.000268857,-2.63155e-05,0.000327161,0.000104514,0.00196693,0.000664008,-1.97531e-06,0,0,0,0,0,0,0,0.0201692,-0.0551799,0.510031,-1.56616,0.0380205,1.56194,1.31683,0.000291657,0.000626311,0.000154109,0.000754748,0.00601259,0.00122253,0.000536861,0.209842,-27.5319,-0.836168,27.0026,0.495907,3.06603,0.0779268,2.13662,1.82471,2.08183,-0.892332,1.13054,0.149968,0.174974,0.424932,0.141164,0.24213,0.147939,-0.266359,0.0955503,
0.0201756,-0.0551776,0.510038,-1.56616,0.0380917,-0.00883228,0.531434,0.000254921,-7.42458e-05,0.000320008,9.27277e-05,0.0015799,0.000524317,-2.51377e-06,0,0,0,0,0,0,0,0.0201692,-0.0551799,0.510031,-1.56616,0.0380205,1.56194,1.31683,0.000291657,0.000626311,0.000154109,0.000754748,0.00601259,0.00122253,0.000536861,0.209842,-27.5319,-0.836168,27.0026,0.495907,3.06603,0.0779268,1.88594,1.58949,2.04886,-0.708899,0.934707,0.113381,0.138067,0.3106,0.0993197,0.28639,0.149624,-0.243236,0.0949187,
0.0201765,-0.055178,0.510039,-1.56616,0.0380968,-0.00883067,0.531434,0.000237998,-0.000114149,0.000308601,8.53799e-05,0.0012708,0.000402873,-2.74477e-06,0,0,0,0,0,0,0,0.0201731,-0.0552664,0.510032,-1.56651,0.0379024,1.56234,1.31684,-0.00703213,-0.0058994,-0.0025923,-0.0302023,0.00402647,0.0471942,0.00107579,0.209842,-26.4092,-0.788561,25.3085,0.60577,2.81426,0.0641939,1.88594,1.58949,2.04886,-0.708899,0.934707,0.113381,0.138067,0.3106,0.0993197,0.28639,0.149624,-0.243236,0.0949187,
0.0201774,-0.0551786,0.51004,-1.56616,0.0381008,-0.00882947,0.531434,0.000219696,-0.000147401,0.000294846,8.08452e-05,0.00102179,0.000298048,-2.76036e-06,0,0,0,0,0,0,0,0.0201731,-0.0552664,0.510032,-1.56651,0.0379024,1.56234,1.31684,-0.00703213,-0.0058994,-0.0025923,-0.0302023,0.00402647,0.0471942,0.00107579,0.209842,-26.4092,-0.788561,25.3085,0.60577,2.81426,0.0641939,0.780579,1.24492,1.46518,-0.60146,0.332497,0.266676,0.286025,0.0764707,0.25808,0.167,0.143438,-0.2608,0.0931908,
0.0201782,-0.0551793,0.510042,-1.56616,0.0381041,-0.00882864,0.531434,0.000201102,-0.00017509,0.000280048,7.81267e-05,0.000819414,0.000207938,-2.63611e-06,0,0,0,0,0,0,0,0.0201731,-0.0552664,0.510032,-1.56651,0.0379024,1.56234,1.31684,-0.00703213,-0.0058994,-0.0025923,-0.0302023,0.00402647,0.0471942,0.00107579,0.209842,-26.4092,-0.788561,25.3085,0.60577,2.81426,0.0641939,1.51043,1.73412,0.824999,-1.10673,1.11069,0.285452,0.301643,0.618385,0.298034,-0.143885,0.148574,-0.239898,0.0922047,
0.0201789,-0.0551801,0.510043,-1.56616,0.0381067,-0.00882812,0.531434,0.000182916,-0.000198122,0.000265072,7.65746e-05,0.000653498,0.000130653,-2.42745e-06,0,0,0,0,0,0,0,0.0201731,-0.0552664,0.510032,-1.56651,0.0379024,1.56234,1.31684,-0.00703213,-0.0058994,-0.0025923,-0.0302023,0.00402647,0.0471942,0.00107579,0.209842,-26.4092,-0.788561,25.3085,0.60577,2.81426,0.0641939,1.51043,1.73412,0.824999,-1.10673,1.11069,0.285452,0.301643,0.618385,0.298034,-0.143885,0.148574,-0.239898,0.0922047,
0.0201796,-0.055181,0.510044,-1.56616,0.0381088,-0.00882786,0.531434,0.000165573,-0.000217262,0.000250473,7.57546e-05,0.000516326,6.44388e-05,-2.17295e-06,0,0,0,0,0,0,0,0.0201731,-0.0552664,0.510032,-1.56651,0.0379024,1.56234,1.31684,-0.00703213,-0.0058994,-0.0025923,-0.0302023,0.00402647,0.0471942,0.00107579,0.209842,-26.4092,-0.788561,25.3085,0.60577,2.81426,0.0641939,2.38146,2.07792,0.998092,-1.3269,1.66543,0.197429,0.217986,0.885223,0.211449,-0.143501,0.127639,-0.20836,0.0920304,
0.0201802,-0.0551819,0.510045,-1.56616,0.0381104,-0.00882783,0.531434,0.000149318,-0.000233155,0.000236591,7.53764e-05,0.000402013,7.71657e-06,-1.8986e-06,0,0,0,0,0,0,0,0.0201731,-0.0552664,0.510032,-1.56651,0.0379024,1.56234,1.31684,-0.00703213,-0.0058994,-0.0025923,-0.0302023,0.00402647,0.0471942,0.00107579,0.209842,-26.4092,-0.788561,25.3085,0.60577,2.81426,0.0641939,2.38146,2.07792,0.998092,-1.3269,1.66543,0.197429,0.217986,0.885223,0.211449,-0.143501,0.127639,-0.20836,0.0920304,
0.0201807,-0.0551829,0.510045,-1.56616,0.0381116,-0.00882799,0.531434,0.000134272,-0.000246347,0.000223616,7.52471e-05,0.000306036,-4.0905e-05,-1.62138e-06,0,0,0,0,0,0,0,0.0201731,-0.0552422,0.510023,-1.56664,0.0377946,1.56261,1.31684,0.00317206,0.000251958,0.00107037,0.000834438,-0.0126958,-0.000512658,0.00183439,0.0828892,-27.5597,-0.812364,27.2763,1.36291,3.29857,0.0641939,2.61452,1.97063,1.52806,-1.10783,1.60277,0.0806875,0.0893423,0.740845,0.0963216,0.0787268,0.119841,-0.169011,0.0938666,
0.0201812,-0.0551839,0.510046,-1.56616,0.0381125,-0.00882832,0.531434,0.000120473,-0.000257296,0.00021164,7.52416e-05,0.000224902,-8.26344e-05,-1.35201e-06,0,0,0,0,0,0,0,0.0201731,-0.0552422,0.510023,-1.56664,0.0377946,1.56261,1.31684,0.00317206,0.000251958,0.00107037,0.000834438,-0.0126958,-0.000512658,0.00183439,0.0828892,-27.5597,-0.812364,27.2763,1.36291,3.29857,0.0641939,2.61452,1.97063,1.52806,-1.10783,1.60277,0.0806875,0.0893423,0.740845,0.0963216,0.0787268,0.119841,-0.169011,0.0938666,
0.0201816,-0.055185,0.510047,-1.56616,0.0381132,-0.0088288,0.531434,0.000107903,-0.000266385,0.000200688,7.52807e-05,0.000155884,-0.000118511,-1.09687e-06,0,0,0,0,0,0,0,0.0201731,-0.0552422,0.510023,-1.56664,0.0377946,1.56261,1.31684,0.00317206,0.000251958,0.00107037,0.000834438,-0.0126958,-0.000512658,0.00183439,0.0828892,-27.5597,-0.812364,27.2763,1.36291,3.29857,0.0641939,2.28381,2.02177,1.43253,-1.16489,1.41323,0.195362,0.187841,0.661851,0.228524,0.0530986,0.137342,-0.187741,0.0952068,
0.020182,-0.0551861,0.510048,-1.56615,0.0381135,-0.0088294,0.531434,9.65106e-05,-0.000273935,0.000190741,7.53168e-05,9.68412e-05,-0.000149423,-8.59448e-07,0,0,0,0,0,0,0,0.0201731,-0.0552422,0.510023,-1.56664,0.0377946,1.56261,1.31684,0.00317206,0.000251958,0.00107037,0.000834438,-0.0126958,-0.000512658,0.00183439,0.0828892,-27.5597,-0.812364,27.2763,1.36291,3.29857,0.0641939,2.28381,2.02177,1.43253,-1.16489,1.41323,0.195362,0.187841,0.661851,0.228524,0.0530986,0.137342,-0.187741,0.0952068,
0.0201824,-0.0551872,0.510049,-1.56615,0.0381137,-0.0088301,0.531434,8.62266e-05,-0.000280213,0.000181757,7.53235e-05,4.60777e-05,-0.000176122,-6.41249e-07,0,0,0,0,0,0,0,0.0201731,-0.0552422,0.510023,-1.56664,0.0377946,1.56261,1.31684,0.00317206,0.000251958,0.00107037,0.000834438,-0.0126958,-0.000512658,0.00183439,0.0828892,-27.5597,-0.812364,27.2763,1.36291,3.29857,0.0641939,2.07563,1.79022,1.67456,-0.958497,1.15983,0.146025,0.141885,0.475232,0.169099,0.165023,0.112504,-0.196741,0.0966958,
0.0201827,-0.0551884,0.510049,-1.56615,0.0381137,-0.0088309,0.531434,7.69699e-05,-0.000285441,0.000173675,7.5288e-05,2.23776e-06,-0.000199246,-4.42535e-07,0,0,0,0,0,0,0,0.0201749,-0.0552419,0.510028,-1.56663,0.0377973,1.56262,1.31683,0.000659785,5.32632e-05,0.00121654,-0.00944671,-0.00355015,-0.000667792,-0.000366042,0.0828892,-27.5597,-0.887743,27.2763,1.22833,3.26562,0.0980684,1.94044,1.61658,1.88865,-0.761947,0.969349,0.105844,0.0989415,0.326856,0.124246,0.279941,0.121724,-0.182847,0.0960084,
0.020183,-0.0551895,0.51005,-1.56615,0.0381136,-0.00883178,0.531434,6.86565e-05,-0.000289805,0.000166428,7.52068e-05,-3.57709e-05,-0.00021933,-2.62767e-07,0,0,0,0,0,0,0,0.0201749,-0.0552419,0.510028,-1.56663,0.0377973,1.56262,1.31683,0.000659785,5.32632e-05,0.00121654,-0.00944671,-0.00355015,-0.000667792,-0.000366042,0.0828892,-27.5597,-0.887743,27.2763,1.22833,3.26562,0.0980684,1.94044,1.61658,1.88865,-0.761947,0.969349,0.105844,0.0989415,0.326856,0.124246,0.279941,0.121724,-0.182847,0.0960084,
0.0201832,-0.0551907,0.510051,-1.56615,0.0381133,-0.00883272,0.531434,6.12027e-05,-0.000293456,0.000159947,7.50815e-05,-6.88357e-05,-0.000236826,-1.00936e-07,0,0,0,0,0,0,0,0.0201749,-0.0552419,0.510028,-1.56663,0.0377973,1.56262,1.31683,0.000659785,5.32632e-05,0.00121654,-0.00944671,-0.00355015,-0.000667792,-0.000366042,0.0828892,-27.5597,-0.887743,27.2763,1.22833,3.26562,0.0980684,2.35739,1.81761,1.59271,-0.982272,1.41032,0.0818756,0.0682197,0.631899,0.114836,0.108579,0.129999,-0.194223,0.0947193,
0.0201834,-0.0551919,0.510051,-1.56615,0.0381129,-0.00883373,0.531434,5.45279e-05,-0.000296521,0.000154164,7.49169e-05,-9.76839e-05,-0.000252113,4.42236e-08,0,0,0,0,0,0,0,0.0201749,-0.0552419,0.510028,-1.56663,0.0377973,1.56262,1.31683,0.000659785,5.32632e-05,0.00121654,-0.00944671,-0.00355015,-0.000667792,-0.000366042,0.0828892,-27.5597,-0.887743,27.2763,1.22833,3.26562,0.0980684,2.35739,1.81761,1.59271,-0.982272,1.41032,0.0818756,0.0682197,0.631899,0.114836,0.108579,0.129999,-0.194223,0.0947193,
0.0201836,-0.0551931,0.510052,-1.56615,0.0381124,-0.00883479,0.531434,4.85562e-05,-0.000299105,0.000149011,7.47196e-05,-0.000122916,-0.000265511,1.74089e-07,0,0,0,0,0,0,0,0.0201749,-0.0552419,0.510028,-1.56663,0.0377973,1.56262,1.31683,0.000659785,5.32632e-05,0.00121654,-0.00944671,-0.00355015,-0.000667792,-0.000366042,0.0828892,-27.5597,-0.887743,27.2763,1.22833,3.26562,0.0980684,2.15132,1.87054,1.59939,-1.035,1.26079,0.166002,0.154208,0.551762,0.198991,0.113924,0.122683,-0.209052,0.0922559,
0.0201838,-0.0551943,0.510052,-1.56615,0.0381119,-0.0088359,0.531434,4.32169e-05,-0.000301295,0.000144428,7.44966e-05,-0.000145031,-0.000277286,2.90057e-07,0,0,0,0,0,0,0,0.0201749,-0.0552419,0.510028,-1.56663,0.0377973,1.56262,1.31683,0.000659785,5.32632e-05,0.00121654,-0.00944671,-0.00355015,-0.000667792,-0.000366042,0.0828892,-27.5597,-0.887743,27.2763,1.22833,3.26562,0.0980684,2.15132,1.87054,1.59939,-1.035,1.26079,0.166002,0.154208,0.551762,0.198991,0.113924,0.122683,-0.209052,0.0922559,
0.0201839,-0.0551955,0.510053,-1.56615,0.0381112,-0.00883705,0.531434,3.84452e-05,-0.000303163,0.000140355,7.42548e-05,-0.000164449,-0.000287665,3.93484e-07,0,0,0,0,0,0,0,0.0201703,-0.0552472,0.51002,-1.5666,0.0377977,1.56264,1.31683,0.00109352,-0.000392291,0.000218022,-0.000656233,-0.0136306,-0.000923796,0.00014584,0.158268,-27.4843,-0.812364,26.8518,1.22284,3.17864,0.0907442,1.92029,1.87312,1.70504,-1.00387,1.04954,0.23376,0.229713,0.417035,0.257732,0.177133,0.13159,-0.207794,0.0912692,
0.0201841,-0.0551967,0.510053,-1.56615,0.0381105,-0.00883824,0.531434,3.41818e-05,-0.000304766,0.000136741,7.40007e-05,-0.000181521,-0.000296837,4.85654e-07,0,0,0,0,0,0,0,0.0201703,-0.0552472,0.51002,-1.5666,0.0377977,1.56264,1.31683,0.00109352,-0.000392291,0.000218022,-0.000656233,-0.0136306,-0.000923796,0.00014584,0.158268,-27.4843,-0.812364,26.8518,1.22284,3.17864,0.0907442,2.02571,1.98747,1.32226,-1.19367,1.29764,0.256562,0.267034,0.633555,0.27473,-0.00944958,0.131111,-0.234614,0.0916282,
0.0201842,-0.0551979,0.510054,-1.56615,0.0381097,-0.00883946,0.531434,3.03731e-05,-0.000306153,0.000133537,7.37401e-05,-0.000196548,-0.000304964,5.67759e-07,0,0,0,0,0,0,0,0.0201703,-0.0552472,0.51002,-1.5666,0.0377977,1.56264,1.31683,0.00109352,-0.000392291,0.000218022,-0.000656233,-0.0136306,-0.000923796,0.00014584,0.158268,-27.4843,-0.812364,26.8518,1.22284,3.17864,0.0907442,2.02571,1.98747,1.32226,-1.19367,1.29764,0.256562,0.267034,0.633555,0.27473,-0.00944958,0.131111,-0.234614,0.0916282,
0.0201843,-0.0551992,0.510055,-1.56615,0.0381088,-0.00884071,0.531434,2.69709e-05,-0.000307366,0.000130699,7.34781e-05,-0.000209785,-0.000312181,6.40888e-07,0,0,0,0,0,0,0,0.0201703,-0.0552472,0.51002,-1.5666,0.0377977,1.56264,1.31683,0.00109352,-0.000392291,0.000218022,-0.000656233,-0.0136306,-0.000923796,0.00014584,0.158268,-27.4843,-0.812364,26.8518,1.22284,3.17864,0.0907442,1.68317,1.89304,1.46705,-1.05901,0.983487,0.311546,0.336278,0.431829,0.310617,0.0971597,0.155672,-0.219356,0.0912437,
0.0201844,-0.0552004,0.510055,-1.56615,0.038108,-0.00884198,0.531434,2.39316e-05,-0.000308435,0.000128188,7.3219e-05,-0.000221452,-0.000318604,7.06031e-07,0,0,0,0,0,0,0,0.0201703,-0.0552472,0.51002,-1.5666,0.0377977,1.56264,1.31683,0.00109352,-0.000392291,0.000218022,-0.000656233,-0.0136306,-0.000923796,0.00014584,0.158268,-27.4843,-0.812364,26.8518,1.22284,3.17864,0.0907442,1.68317,1.89304,1.46705,-1.05901,0.983487,0.311546,0.336278,0.431829,0.310617,0.0971597,0.155672,-0.219356,0.0912437,
0.0201845,-0.0552016,0.510056,-1.56615,0.038107,-0.00884328,0.531434,2.12163e-05,-0.000309389,0.000125969,7.29664e-05,-0.000231737,-0.000324331,7.6408e-07,0,0,0,0,0,0,0,0.0201464,-0.0552615,0.509964,-1.56662,0.0378814,1.56263,1.31683,-0.00127174,-0.00144736,-0.000806619,0.00111192,0.0115424,0.00119737,0.000127896,0.134464,-27.5081,-0.986925,27.3001,0.440975,3.21892,0.0907442,1.87024,1.63083,1.62577,-0.819438,1.04177,0.139857,0.177706,0.425155,0.118429,0.172024,0.145561,-0.197315,0.0913682,
0.0203936,-0.0554437,0.510258,-1.56592,-0.0181899,-0.0448543,0.531279,-0.00517016,0.000914274,-0.00513841,-0.00233576,-0.336058,-0.217401,-0.00069815,0,0,0,0,0,0,0,0.0201464,-0.0552615,0.509964,-1.56662,0.0378814,1.56263,1.31683,-0.00127174,-0.00144736,-0.000806619,0.00111192,0.0115424,0.00119737,0.000127896,0.134464,-27.5081,-0.986925,27.3001,0.440975,3.21892,0.0907442,1.87024,1.63083,1.62577,-0.819438,1.04177,0.139857,0.177706,0.425155,0.118429,0.172024,0.145561,-0.197315,0.0913682,
0.0203372,-0.0555774,0.51017,-1.56638,-0.00808675,-0.0382329,0.531349,-0.00442637,0.000201795,-0.00431033,-0.00212964,-0.257557,-0.174261,-0.000340672,0,0,0,0,0,0,0,0.0201464,-0.0552615,0.509964,-1.56662,0.0378814,1.56263,1.31683,-0.00127174,-0.00144736,-0.000806619,0.00111192,0.0115424,0.00119737,0.000127896,0.134464,-27.5081,-0.986925,27.3001,0.440975,3.21892,0.0907442,2.39461,1.87261,1.50121,-1.05486,1.48448,0.102364,0.14612,0.69654,0.0834805,0.0536776,0.124331,-0.208734,0.0915046,
