Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
2.01765,14.658,63.9156,6.35435,1.37831,5.29108,0.310624
0.622325,12.5424,37.6612,4.07951,1.38855,5.4275,0.371999
1.72657,14.9279,64.9562,6.4662,1.38565,5.41306,0.283276
0.405737,12.9813,45.8618,4.76124,1.41661,5.12718,0.399277
0.630236,13.097,45.1286,4.78936,1.42194,5.19569,0.3403
0.787399,12.585,37.3056,4.00738,1.42188,5.47966,0.390503
1.23981,14.9912,60.0019,6.04531,1.48159,5.70915,0.369034
2.48732,13.862,48.8717,5.0699,1.44282,5.6358,0.287034
0.856751,13.8608,47.0572,4.97265,1.4858,5.61351,0.386416
1.21556,16.7182,70.1225,7.05127,1.62105,6.12779,0.316782
0.709358,14.0954,49.5221,5.12955,1.48821,5.70488,0.314661
1.21007,16.5442,69.667,6.8939,1.57624,6.22196,0.336262
1.21106,15.2629,60.596,5.98926,1.51496,5.9624,0.362111
1.37806,14.0408,49.4238,5.03902,1.46248,5.81394,0.403787
0.417023,11.8998,27.6992,3.1771,1.41657,5.62964,0.344408
2.67046,16.4232,75.0552,7.23725,1.50385,5.90624,0.286852
1.21817,14.7141,55.3866,5.5421,1.50249,5.89082,0.361937
0.507148,12.9963,41.8506,4.4619,1.45112,5.38045,0.381796
0.825232,15.2589,59.267,5.9662,1.53962,5.94032,0.316832
0.827475,13.5629,45.2878,4.70731,1.4625,5.65455,0.363107
0.405619,12.61,37.2497,4.09698,1.41717,5.40131,0.393419
3.22928,19.4213,95.0786,9.28088,1.67241,6.5053,0.177451
2.81045,18.6672,84.664,8.41119,1.67681,6.58507,0.255265
2.76182,15.8945,64.7532,6.3996,1.55712,6.10289,0.31042
0.788886,13.5658,44.4651,4.7182,1.45739,5.66282,0.391375
1.12038,15.8365,69.3779,6.80846,1.55789,5.61922,0.293686
0.643452,12.4279,36.8338,4.00069,1.45353,5.24373,0.420793
0.619066,13.9796,51.5407,5.3256,1.46848,5.45401,0.357315
1.19843,14.611,54.4961,5.51897,1.50699,5.80972,0.33886
3.51126,18.0463,79.7289,7.64796,1.63209,6.85423,0.303479
0.930002,14.7955,54.6123,5.65351,1.50974,5.85115,0.335895
2.55591,15.55,63.1313,6.28277,1.53615,5.91096,0.340269
1.14118,16.0312,66.5652,6.56576,1.59087,6.00691,0.309342
1.04132,14.0912,49.828,5.09426,1.51909,5.67689,0.337703
0.781813,13.9472,47.3876,4.94077,1.47735,5.77191,0.346559
1.37708,15.3833,64.431,6.37207,1.51583,5.70855,0.33067
2.89466,17.0519,75.1106,7.29838,1.56327,6.35725,0.267676
0.935094,13.5026,44.1224,4.57744,1.49159,5.66818,0.332207
2.33489,15.2642,62.3846,6.25941,1.49432,5.72947,0.324464
2.48324,15.0879,59.1802,5.84438,1.53174,5.92493,0.268884
0.360147,12.5455,37.4055,4.12155,1.46092,5.23325,0.396667
1.34246,14.7043,57.981,5.82603,1.51202,5.5725,0.376475
0.847523,13.617,46.6226,4.81887,1.46691,5.59581,0.378996
1.11194,14.1667,51.2441,5.21373,1.44933,5.78255,0.324445
1.94568,17.0693,73.8635,7.15781,1.6156,6.40354,0.325844
0.647372,13.577,43.9757,4.65693,1.50049,5.63489,0.376599
2.09497,14.9404,59.3378,6.09137,1.43664,5.68832,0.303987
0.835933,14.1025,51.4639,5.26156,1.49204,5.59648,0.332433
1.48976,15.3428,61.9091,6.06638,1.53918,5.94403,0.316163
0.995527,15.5376,62.7887,6.22849,1.57769,5.88654,0.393592
1.7161,13.2104,38.9842,4.14056,1.47932,5.83678,0.384244
0.840023,12.7614,41.8425,4.43387,1.40505,5.25553,0.355841
0.894781,13.0752,44.3625,4.67084,1.39548,5.3334,0.406314
0.63404,11.992,27.8681,3.20949,1.40704,5.68786,0.389346
0.467294,11.5275,28.536,3.25173,1.39925,5.20659,0.413632
1.26841,13.8575,52.9406,5.44638,1.39313,5.34742,0.34339
0.786188,13.2847,43.5272,4.53297,1.44452,5.59424,0.339782
0.510665,12.1945,32.3077,3.60234,1.44243,5.41951,0.363249
0.600396,12.784,41.8623,4.50304,1.404,5.18054,0.400299
0.458915,13.1358,40.6371,4.44425,1.45786,5.49542,0.385999
0.380866,11.6628,29.9785,3.40505,1.41521,5.16154,0.367206
2.43594,17.4231,80.6523,7.78552,1.53664,6.26979,0.323153
0.730021,13.238,41.3457,4.41856,1.4783,5.59505,0.370552
