Iteration,Cost,Cost reduction,time (ms)
0,30.0244,0.220393,293.058
1,30.0244,0.220393,534.485
2,30.0244,0.220393,691.196
3,29.9981,0.221075,848.392
4,27.3442,0.289987,1101.2
5,15.9357,0.586216,1383.69
