Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.49757659725841163,2.557043029500842,3.992025136947632,9,3.278688524590164
1,0.3636467371517186,3.267169654577139,5.575993776321411,7,3.278688524590164
4,0.3065514886808678,3.6547229055978967,4.967118978500366,6,3.278688524590164
7,0.24728218964343396,3.7641414238470388,7.713390588760376,6,3.278688524590164
10,0.30377902126910505,3.7335653679986254,4.616667985916138,6,3.278688524590164
12,0.41177008654211633,3.209418782109035,11.761748313903809,10,3.278688524590164
13,0.2712945784940658,4.010234583831881,7.396700143814087,7,3.278688524590164
14,0.40890291756808417,3.281001769698734,6.241805791854858,10,3.278688524590164
16,0.32837005057408963,3.241914403331309,7.297869920730591,8,3.278688524590164
17,0.2987293114520506,3.3550401518569477,7.956611633300781,8,3.278688524590164
