Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.73947,12.569,4,2,17.875,2,0,4
0.88911,17.554,6,2,15.1833,0,0,6
0.681584,14.014,5,2,9.42,0,0,5
0.863274,25.274,9,2,8.43333,0,0,9
0.971412,25.558,9,2,16.4889,1,0,9
0.718152,25.948,9,2,19.0111,0,0,9
0.850552,19.294,7,2,11.1143,0,0,7
0.866466,20.892,7,2,10.8571,0,0,8
0.965416,29.298,10,2,19.03,2,0,10
0.898312,31.218,10,2,24.38,9,0,11
0.761014,23.377,7,2,14.9286,4,0,8
0.774874,12.057,4,2,10.625,0,0,4
0.75341,12.322,4,2,14.175,0,0,4
0.672907,14.046,4,2,12.85,1,0,4
0.483288,26.183,9,2,18.0889,1,0,9
0.889798,28.098,10,2,9.46,0,0,10
0.921593,29.045,10,2,7.01,0,0,11
0.965016,25.25,9,2,17.4333,0,0,9
0.882174,17.931,6,2,18.6167,1,0,6
0.750942,19.836,7,2,14.2429,0,0,7
0.880375,29.58,10,2,17.15,1,0,10
0.747314,27.985,8,2,35.2125,8,0,8
0.944913,15.5,5,2,17.42,1,0,5
0.716927,20.654,7,2,16.9,2,0,7
0.564569,17.617,6,2,15.9333,0,0,6
0.89802,17.914,6,2,18.1167,2,0,6
0.853037,28.84,10,2,19.66,4,0,10
0.866137,20.716,7,2,14.3286,0,0,7
0.491884,11.342,4,2,17.6333,0,0,4
0.594427,11.115,4,2,13.3667,0,0,4
0.584787,22.766,7,2,17.7857,4,0,7
0.866992,20.083,7,2,8.01429,1,0,7
0.837576,20.6,7,2,19.1143,2,0,7
0.757505,9.365,4,2,3.75,0,0,4
0.799102,25.157,9,2,17.4444,0,0,9
0.753022,9.395,4,2,12.55,0,0,4
0.866192,19.787,7,2,20.3,0,0,7
0.702314,14.362,5,2,12.38,0,0,5
0.802972,14.118,5,2,6.04,0,0,5
0.735401,17.975,6,2,19.3333,0,0,6
0.727809,12.039,4,2,12.175,0,0,4
0.626706,12.197,4,2,20.975,0,0,4
0.847365,12.109,4,2,15.625,0,0,4
0.842409,26.985,9,2,17.9556,2,0,9
0.905727,28.835,10,2,12.03,0,0,10
0.883039,19.686,7,2,13.4,1,0,7
0.874838,26.98,10,2,8.33,0,0,10
0.939719,22.369,8,2,15.2125,1,0,8
0.853363,14.405,5,2,20.92,0,0,5
0.949792,28.08,10,2,17.8,0,0,10
0.515076,12.356,4,2,11.9,1,0,4
0.949446,28.53,10,2,13.69,1,0,10
0.969747,28.539,10,2,18.76,0,0,10
0.980358,22.543,8,2,18.1125,0,0,8
0.666212,14.359,5,2,5.18,0,0,5
0.505682,11.762,4,2,17.525,0,0,4
0.759513,11.869,4,2,18.975,1,0,4
0.733822,11.262,4,2,2.8,0,0,4
0.805607,16.709,6,2,11.8833,0,0,6
0.913863,27.403,10,2,11.47,0,0,10
0.797706,22.884,8,2,18.4625,0,0,8
0.976146,28.379,10,2,18.54,1,0,10
0.600753,11.965,4,2,7.3,1,0,4
0.84648,28.353,10,2,16.51,2,0,10
0.909259,23.343,8,2,18.325,2,0,8
0.924089,22.81,8,2,21.775,1,0,8
0.593308,15.623,5,2,21.22,0,0,6
0.898827,19.799,7,2,18.9,1,0,7
0.881652,17.013,6,2,12.4,0,0,6
0.324274,10.615,4,2,15.3,0,0,4
0.830511,15.562,5,2,10.34,2,0,5
0.900473,29.668,10,2,13.67,1,0,10
0.919913,17.476,6,2,12.55,1,0,6
0.64484,11.134,4,2,19.7333,1,0,4
0.751791,15.097,5,2,11.68,1,0,5
0.789977,11.921,4,2,17,0,0,4
0.753574,18.3,5,2,9.86,5,0,5
0.8402,20.538,7,2,20.0429,1,0,7
0.384671,14.781,5,2,21.64,1,0,5
0.896908,19.368,7,2,8.67143,0,0,7
0.776951,20.057,7,2,18.4429,0,0,7
0.795919,15.397,5,2,18.56,0,0,6
0.944488,26.167,9,2,13,0,0,9
0.599577,21.803,7,2,18.1857,2,0,7
0,10.004,4,2,19.3,1,0,5
0.65086,23.911,8,2,13.9875,2,0,8
0.569076,15.182,5,2,13.7,0,0,5
0.783105,12.084,4,2,4.625,0,0,4
0.759524,20.215,7,2,14.7714,0,0,7
0.809327,14.987,5,2,12.2,1,0,5
0.790881,14.485,5,2,19.14,0,0,5
0.720458,11.687,4,2,11.25,0,0,4
0.661127,11.559,4,2,8.95,0,0,4
0.764006,17.642,6,2,16.1667,0,0,6
0.747734,23.439,8,2,16.7875,0,0,8
0.678014,11.836,4,2,11.625,0,0,4
0.118738,9.429,4,2,18.35,0,0,4
0.818301,28.377,10,2,15.46,1,0,10
0.779847,17.852,6,2,15.9,1,0,6
0.846746,14.882,5,2,19.86,0,0,5
