Final cost,Average optimisation time,Average percent derivs,Average time derivs,Average time BP,Average time FP,average_surprise
3.57089,15.1082,99.3333,9.82732,1.39167,2.28637,1.2089
1.58828,16.8133,99.3333,10.4425,1.81976,2.48173,1.18316
1.39706,16.7552,99.3333,10.4222,1.8272,2.42013,1.1365
2.62191,16.3653,99.3333,9.94425,1.80533,2.57745,1.11297
1.60447,16.2464,99.3333,9.92736,1.81573,2.4673,1.11618
2.52618,17.2674,99.3333,10.6311,1.82139,2.69756,1.1882
1.67335,16.5347,99.3333,10.2781,1.82475,2.38184,1.18861
1.6668,16.3803,99.3333,9.99861,1.81218,2.52616,1.07113
3.17273,17.3862,99.3333,10.7914,1.82014,2.62794,1.15387
1.4972,16.6824,99.3333,10.3767,1.82301,2.39953,1.1555
2.05764,16.6945,99.3333,9.98547,1.79674,2.8713,1.11543
1.57435,16.3827,99.3333,10.1109,1.8144,2.40579,1.07976
1.49512,16.3436,99.3333,9.9839,1.81036,2.51499,1.111
1.61539,16.4228,99.3333,10.0852,1.80954,2.47516,1.0409
1.68341,16.6423,99.3333,10.2327,1.81892,2.52946,1.1345
1.82095,16.4151,99.3333,10.0509,1.80981,2.50485,1.12912
1.61534,16.395,99.3333,10.0976,1.81978,2.42265,1.09998
1.8646,16.6695,99.3333,10.2831,1.82557,2.49433,1.13781
1.73527,16.5907,99.3333,10.1937,1.82532,2.51486,1.13385
1.62719,16.7074,99.3333,10.3498,1.81829,2.4768,1.21592
1.6864,16.555,99.3333,10.1179,1.81678,2.57182,1.19622
1.61443,16.7598,99.3333,10.4197,1.82693,2.43713,1.20313
368.15,17.5394,99.3333,9.93538,1.78355,3.81827,0.816685
1.47525,16.5633,99.3333,10.1134,1.82626,2.56676,1.11657
1.59854,16.7624,99.3333,10.3917,1.8369,2.46568,1.18342
1.73935,16.5816,99.3333,10.2223,1.82919,2.48118,1.18608
1.5075,17.7147,99.3333,11.0645,1.83336,2.63075,1.20406
1.84756,16.6205,99.3333,10.1682,1.82913,2.56688,1.14301
1.5184,16.6257,99.3333,10.3136,1.82302,2.43236,1.13673
1.92052,18.3086,99.3333,11.6249,1.84841,2.57289,1.27476
2.13608,16.4027,99.3333,10.0022,1.8156,2.54657,1.08621
1.50106,16.5874,99.3333,10.1973,1.82382,2.50536,1.16515
1.78498,16.7517,99.3333,10.3474,1.83087,2.509,1.17113
2.57468,16.7212,99.3333,10.2254,1.82254,2.62865,1.18468
1.80136,16.4304,99.3333,10.1097,1.82748,2.45448,1.14695
1.55142,16.5559,99.3333,10.25,1.82414,2.42602,1.16608
1.52186,16.399,99.3333,10.0997,1.82814,2.41254,1.11941
1.51206,16.5481,99.3333,10.1197,1.82909,2.54804,1.13995
1.42854,16.3218,99.3333,9.993,1.80998,2.47329,1.07818
1.69816,16.6838,99.3333,10.3542,1.83404,2.4309,1.1746
1.34152,16.0398,99.3333,9.8698,1.81965,2.31593,1.02236
2.87975,16.4703,99.3333,9.98544,1.80949,2.63706,1.0796
1.28499,16.1222,99.3333,9.86183,1.81026,2.42412,1.11438
1.68726,16.5651,99.3333,10.1684,1.8209,2.51792,1.16359
168.721,17.0909,99.3333,10.0033,1.81697,3.25605,1.07278
2.1061,16.5575,99.3333,10.1969,1.82839,2.47209,1.10914
2.45868,16.8544,99.3333,10.325,1.83241,2.63141,1.20099
1.83581,16.4613,99.3333,10.0763,1.80926,2.52692,1.1621
1.49319,16.6057,99.3333,10.2191,1.8291,2.49765,1.11477
1.74368,16.852,99.3333,10.4855,1.8277,2.46185,1.22954
1.2435,16.0839,99.3333,9.77707,1.79885,2.47962,1.04901
1.67148,16.4139,99.3333,10.1587,1.82578,2.3826,1.13188
1.62024,16.9555,99.3333,10.4948,1.82485,2.55421,1.224
2.50901,16.5827,99.3333,9.94997,1.79733,2.80152,1.14783
1.72706,16.3332,99.3333,9.94141,1.80117,2.56509,1.14825
5.24609,16.6791,99.3333,9.9288,1.7941,2.93669,1.14723
1.56871,16.3864,99.3333,10.0681,1.81192,2.45837,1.11695
1.74221,16.4446,99.3333,10.0371,1.81065,2.5614,1.14059
1.47371,16.4302,99.3333,10.1259,1.8153,2.43708,1.15382
1.63109,16.7264,99.3333,10.4096,1.8311,2.41439,1.15414
1.58127,16.6984,99.3333,10.3665,1.82739,2.43383,1.18985
1.21657,16.143,99.3333,9.8229,1.80532,2.49591,1.073
1.58811,16.7908,99.3333,10.4337,1.82495,2.45169,1.16928
1.51887,16.4579,99.3333,10.1619,1.81793,2.41897,1.13596
1.58204,16.9489,99.3333,10.5631,1.83086,2.45493,1.14409
1.94058,17.2796,99.3333,10.6075,1.82021,2.73209,1.21289
85.2945,17.4228,99.3333,10.2143,1.80836,3.36594,0.935533
1.32517,16.254,99.3333,9.95432,1.80137,2.46382,1.0887
1.62392,16.6085,99.3333,10.1193,1.80196,2.64344,1.16081
1.60574,16.7943,99.3333,10.4149,1.82201,2.48562,1.22857
1.41558,16.4016,99.3333,10.1276,1.81825,2.40456,1.14018
1.57082,16.6657,99.3333,10.2339,1.82482,2.54635,1.16352
1.35835,16.2704,99.3333,9.81102,1.79973,2.64475,1.1337
1.79506,16.8697,99.3333,10.4807,1.82781,2.47419,1.24657
1.45744,16.1612,99.3333,9.9274,1.80585,2.40755,1.10902
1.60931,16.6672,99.3333,10.3682,1.82599,2.40328,1.19413
1481.85,19.8605,99.3333,9.7811,1.72287,6.42836,0.183356
1.53901,16.6584,99.3333,10.2578,1.8181,2.51688,1.16453
1.43418,16.3977,99.3333,10.115,1.81682,2.41025,1.0603
1.23774,16.147,99.3333,9.89166,1.80109,2.42177,1.0684
1.88868,17.6704,99.3333,11.121,1.83085,2.53011,1.26041
1.70592,16.3898,99.3333,9.91966,1.80299,2.64052,1.1044
1.6314,16.3739,99.3333,10.0455,1.81201,2.47823,1.13032
2.38342,16.2385,99.3333,9.85988,1.79508,2.55532,1.12452
2.39501,16.5022,99.3333,10.0086,1.80511,2.65443,1.11565
917.607,18.8716,99.3333,9.73261,1.74452,5.45342,0.494704
3.63256,16.8647,99.3333,10.3335,1.81769,2.62819,1.14444
1.98646,16.3224,99.3333,9.93061,1.81339,2.54571,1.13105
1.6676,16.6611,99.3333,10.3013,1.83235,2.46477,1.20748
3.81081,17.1983,99.3333,10.3101,1.79938,3.02378,1.30703
2.60593,16.6767,99.3333,10.0602,1.80797,2.7821,1.24991
1.7327,16.4106,99.3333,10.1344,1.81826,2.41734,1.13844
2.88722,17.4775,99.3333,10.8106,1.82272,2.6963,1.20997
1.74951,16.7705,99.3333,10.4155,1.83188,2.45321,1.17734
2.20044,16.4374,99.3333,10.0707,1.80939,2.50316,1.08904
1.5637,16.5141,99.3333,10.2066,1.82072,2.43233,1.17236
1.53012,16.6494,99.3333,10.2939,1.82796,2.46017,1.20458
1.81043,16.5353,99.3333,10.1529,1.81151,2.51905,1.15417
1.79975,16.3404,99.3333,9.98638,1.81482,2.49095,1.05754
1.68629,16.6602,99.3333,10.3388,1.83008,2.43257,1.17277
