Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.770095,16.1174,20.536,1,9,39.5,9.959,0.055,7.517,0.093,2.293,1.539,2.606
0.405078,27.834,16.949,1,9,45,10.146,0.055,7.869,0.132,2.087,1.542,2.491
0.0473262,48.4379,15.073,1,9,29.5,7.635,0.043,5.346,0.086,2.16,1.442,3.341
0.767163,36.5941,14.318,1,9,33.5,7.754,0.043,5.528,0.087,2.094,1.51,2.482
0.211061,28.2819,16.144,1,9,39.5,9.029,0.049,6.797,0.119,2.062,1.436,2.903
0.677115,16.0484,14.094,1,9,28,7.39,0.044,5.042,0.127,2.175,1.577,2.59
0.256265,28.893,14.931,1,9,20,6.609,0.036,3.909,0.105,2.557,2.06,3.49
0.416846,32.4263,18.33,1,9,37.5,10.008,0.056,7.536,0.134,2.281,1.52,3.07
0.043869,20.2572,15.255,1,9,23,7.485,0.047,5.145,0.076,2.214,1.54,3.28
0.683021,50.5542,15.92,1,9,28.5,8.456,0.063,5.816,0.09,2.469,1.586,3.18
0.671977,21.4972,16.262,1,9,42.5,9.676,0.054,7.313,0.129,2.179,1.43,2.654
0.107147,22.7658,16.105,1,9,34,9.175,0.052,6.39,0.118,2.614,1.458,2.954
0.280074,25.7722,13.69,1,9,26.5,7.09,0.044,4.807,0.094,2.144,1.62,2.384
0.660472,21.2881,14.844,1,9,35,7.72,0.048,5.381,0.095,2.195,1.597,2.774
0.895856,18.0869,17.244,1,9,49,10.244,0.061,7.943,0.11,2.129,1.602,2.756
0.277931,21.5627,11.974,1,9,13,4.976,0.034,2.66,0.113,2.166,1.546,2.989
0.109366,121.28,12.179,1,9,15,5.216,0.037,3.012,0.087,2.078,1.503,2.727
0.798718,20.6448,19.072,1,9,40,11.362,0.052,8.984,0.141,2.184,1.6,2.887
0.786358,24.5102,16.427,1,9,38,9.45,0.048,7.055,0.112,2.231,1.442,3.056
0.182166,38.8661,20.253,1,9,58.5,12.97,0.075,10.555,0.123,2.215,1.496,2.627
0.579094,39.0865,15.729,1,9,45.5,8.604,0.053,6.394,0.09,2.065,1.541,3.026
0.12862,27.5744,13.818,1,9,23.5,7.266,0.042,4.907,0.122,2.193,1.6,2.324
0.770398,24.9095,13.894,1,9,17.5,6.29,0.038,3.989,0.108,2.153,1.424,3.094
0.653976,35.3005,16.891,1,9,41,9.64,0.052,7.282,0.093,2.211,1.447,3.291
0.786677,20.4397,17.221,1,9,46.5,10.219,0.058,7.898,0.101,2.161,1.812,2.511
0.0161383,120.551,15.038,1,9,33.5,7.368,0.05,4.949,0.093,2.274,1.455,3.131
0.383537,65.7773,20.124,1,9,58,12.641,0.07,10.007,0.184,2.378,1.481,2.831
0.378442,33.2367,15.824,1,9,44,8.86,0.054,6.484,0.092,2.228,1.537,2.655
0.258989,68.9606,17.929,1,9,39,10.68,0.05,8.352,0.088,2.188,1.469,2.824
0.631013,14.646,16.853,1,9,49,10.105,0.061,7.683,0.101,2.258,1.479,2.761
0.0996319,66.4817,19.373,1,9,53.5,12.454,0.067,9.995,0.132,2.257,1.521,2.737
0.00553392,40.5389,18.44,1,9,51.5,11.239,0.063,8.818,0.125,2.23,1.573,3.017
0.759043,33.6713,17.494,1,9,44.5,10.449,0.064,8.051,0.141,2.191,1.68,2.697
0.103936,115.058,16.491,1,9,35.5,8.929,0.054,6.592,0.082,2.199,1.568,3.055
0.682667,22.6126,17.106,1,9,34.5,9.779,0.048,7.513,0.078,2.138,1.497,2.66
0.563665,45.545,19.427,1,9,49,12.353,0.067,10.011,0.098,2.174,1.511,2.901
0.679656,28.0793,17.565,1,9,45.5,10.829,0.06,8.502,0.118,2.146,1.428,2.77
0.33912,99.7757,14.256,1,9,25.5,7.086,0.041,4.748,0.072,2.223,1.532,3.142
