Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms)
0.826217,37.532,4,2,20.2,9,3,11
0.890882,35.155,10,2,20.2,6,0,12
0.730181,14.913,5,2,20.2,1,0,5
0.857616,19.297,6,2,20.2,2,0,6
0.977505,28.586,10,2,20.2,1,0,10
0.641639,17.001,5,2,20.2,3,0,5
0.890229,29.761,10,2,20.2,1,0,10
0.883729,23.807,8,2,20.2,4,0,8
0.230963,11.212,4,2,20.2,0,0,5
0.828285,25.93,7,2,20.2,5,0,8
0.778208,21.328,7,2,20.2,3,0,7
0.848182,16.167,5,2,20.2,2,0,5
0.811907,22.397,7,2,20.2,4,0,7
0.765145,21.912,7,2,20.2,5,0,7
0.149215,9.944,4,2,20.2,1,0,4
0.89516,24.321,8,2,20.2,5,0,8
0.924267,29.933,10,2,20.2,2,0,10
0.970625,24.954,8,2,20.2,2,0,8
0.879609,29.393,9,2,20.2,9,0,9
0.826319,20.051,6,2,20.2,3,0,7
0.67072,27.755,9,2,20.2,3,0,9
0.931258,29.843,10,2,20.2,0,0,10
0.949542,23.652,8,2,20.2,1,0,8
0.857349,28.873,10,2,20.2,2,0,10
0.160763,9.708,4,2,20.2,0,0,4
0.918312,29.672,10,2,20.2,2,0,10
0.87734,30.976,10,2,20.2,4,0,11
0.884263,24.343,8,2,20.2,2,0,8
0.918701,30.736,10,2,20.2,4,0,10
0.917954,29.692,10,2,20.2,1,0,11
0.805641,28.644,10,2,20.2,1,0,10
0.864819,23.157,8,2,20.2,0,0,8
0.819265,14.647,5,2,20.2,0,0,5
0.773777,14.113,4,2,20.2,1,0,4
0.827931,20.272,7,2,20.2,1,0,7
0.788435,18.044,6,2,20.2,0,0,6
0,8.938,4,2,20.2,0,0,4
0.758663,17.224,5,2,20.2,3,0,6
0.812751,18.579,6,2,20.2,0,0,6
0.797084,29.023,10,2,20.2,1,0,10
0.794147,20.442,7,2,20.2,0,0,7
0.752341,23.2,8,2,20.2,1,0,8
0.872226,28.438,10,2,20.2,0,0,10
0.468967,13.506,4,2,20.2,1,0,6
0.896902,23.534,8,2,20.2,1,0,8
0.915755,21.107,7,2,20.2,1,0,7
0.881317,29.707,10,2,20.2,2,0,10
0.869264,23.234,7,2,20.2,4,0,7
0.647536,21.068,7,2,20.2,1,0,7
0.9736,28.43,10,2,20.2,1,0,10
0.615052,17.515,6,2,20.2,0,0,6
0.946934,20.044,7,2,20.2,0,0,7
0,9.891,4,2,20.2,0,0,4
0.981858,29.86,10,2,20.2,3,0,10
0.687906,12.669,4,2,20.2,2,0,4
0.886843,29.816,10,2,20.2,2,0,10
0.741879,14.707,5,2,20.2,0,0,5
0.735702,12.333,4,2,20.2,0,0,4
0.849515,29.563,10,2,20.2,1,0,10
0.919537,29.232,10,2,20.2,2,0,10
0.879349,15.661,5,2,20.2,0,0,5
0.774799,10.796,4,2,20.2,0,0,4
0.663848,12.55,4,2,20.2,1,0,4
0.830343,28.185,9,2,20.2,1,0,10
0.941263,27.011,9,2,20.2,4,0,9
0.751977,15.181,5,2,20.2,0,0,5
0.303947,14.803,6,2,20.2,2,0,6
0.9158,26.932,9,2,20.2,0,0,9
0.895436,29.81,10,2,20.2,1,0,10
0,9.469,4,2,20.2,1,0,4
0.879365,30.424,10,2,20.2,2,0,10
0.911106,29.516,10,2,20.2,0,0,10
0.915935,23.848,8,2,20.2,2,0,8
0,9.509,4,2,20.2,0,0,4
0.800716,18.817,6,2,20.2,2,0,6
0.893238,27.109,9,2,20.2,2,0,9
0.774053,12.688,4,2,20.2,1,0,4
0.836576,21.025,7,2,20.2,1,0,7
0.512102,11.137,4,2,20.2,0,0,4
0.918729,22.849,8,2,20.2,1,0,8
0.80798,11.731,4,2,20.2,0,0,4
0.909741,25.714,9,2,20.2,0,0,9
0.876283,20.084,6,2,20.2,1,0,7
0.893439,29.509,10,2,20.2,1,0,10
0.968966,28.698,10,2,20.2,1,0,10
0.959787,26.869,9,2,20.2,2,0,9
0.683625,20.296,7,2,20.2,2,0,7
0.785292,12.061,4,2,20.2,0,0,4
0.78785,25.514,9,2,20.2,1,0,9
0.857763,25.67,9,2,20.2,0,0,9
0.751799,14.62,5,2,20.2,0,0,5
0.704694,9.931,4,2,20.2,0,0,4
0.725332,16.01,5,2,20.2,1,0,5
0.819139,12.725,4,2,20.2,0,0,4
0.758737,15.297,5,2,20.2,1,0,5
0.69517,12.461,4,2,20.2,1,0,4
0.25492,9.735,4,2,20.2,0,0,4
0.876259,29.68,10,2,20.2,1,0,10
0.808195,20.138,7,2,20.2,1,0,7
0.666864,9.533,4,2,20.2,0,0,4
