Cost reduction,Optimisation time (ms),Number iterations,Average num dofs,Average percent derivs,Total time derivs (ms),Total time keypoints (ms),Total time FD (ms),Total time interpolation (ms),Total time cost derivs (ms),Total time BP (ms),Total time FP (ms)
0.927655,57.221,6,2,0.133333,10,0,2,0,8,3,27
0.810398,47.251,6,2,0.166667,10,0,0,0,5,0,23
0.82136,50.986,6,2,0.2,12,0,0,0,6,0,24
0,36.39,6,2,0.0333333,2,0,0,0,1,2,20
0.769925,57.174,6,2,0.2,13,0,0,0,9,0,27
0.973814,46.213,6,2,0.133333,8,0,0,0,4,2,23
0.944756,55.758,6,2,0.2,12,0,0,0,7,0,27
0.816143,40.867,6,2,0.1,6,0,0,0,3,3,20
0.910405,44.367,6,2,0.1,6,0,0,0,4,3,23
0.78688,57.642,6,2,0.2,12,0,0,0,7,2,28
0.724379,49.689,6,2,0.166667,10,0,1,0,6,1,23
0.607347,38.435,6,2,0.0666667,4,0,0,0,2,4,19
0.893801,53.741,6,2,0.2,13,0,0,0,7,0,26
0.779598,55.371,6,2,0.2,13,0,0,0,7,0,27
0.678744,43.047,6,2,0.1,6,0,0,0,3,3,21
0.738231,45.92,6,2,0.133333,8,0,0,0,4,2,23
0.741968,56.209,6,2,0.2,12,0,0,0,7,1,27
0.848138,47.946,6,2,0.133333,8,0,0,0,5,2,23
0.624977,41.939,6,2,0.0666667,4,0,0,0,2,2,24
0.526753,38.85,6,2,0.0666667,4,0,0,0,2,2,20
0.853314,47.694,6,2,0.166667,10,0,0,0,5,1,23
0.939011,49.88,6,2,0.133333,8,0,0,0,6,1,25
0,37.627,6,2,0.0333333,2,0,0,0,2,4,21
0.979717,53.836,6,2,0.2,12,0,0,0,7,0,25
0.859587,47.589,6,2,0.166667,10,0,0,0,5,1,22
0.454107,40.876,6,2,0.0666667,5,0,1,0,2,2,23
0.760433,43.625,6,2,0.1,6,0,0,0,3,2,22
0.990699,52.151,6,2,0.166667,11,0,1,0,6,1,26
0.808064,45.422,6,2,0.133333,8,0,0,0,4,2,21
0.93287,43.421,6,2,0.1,6,0,0,0,3,2,23
0.611846,47.451,6,2,0.1,6,0,0,0,4,4,26
0.854517,51.072,6,2,0.166667,11,0,0,0,6,1,23
0.949093,45.808,6,2,0.133333,8,0,0,0,4,1,23
0.466146,38.405,6,2,0.0666667,4,0,0,0,2,3,19
0.803771,48.897,6,2,0.133333,9,0,1,0,5,1,22
0.7717,57.506,6,2,0.2,12,0,0,0,8,1,28
0.737726,42.527,6,2,0.1,6,0,1,0,3,3,21
0.728259,41.561,6,2,0.1,6,0,0,0,3,2,21
0.95483,51.477,6,2,0.166667,10,0,0,0,6,2,25
0.156324,44.579,6,2,0.1,6,0,0,0,3,2,23
0.80016,43.134,6,2,0.1,6,0,0,0,3,1,25
0.746592,41.467,6,2,0.1,6,0,0,0,3,3,20
0.0148906,41.227,6,2,0.0666667,4,0,0,0,2,4,21
0.653127,52.69,6,2,0.166667,10,0,1,0,8,1,26
0.505218,40.972,6,2,0.0666667,4,0,1,0,2,3,23
0.779384,42.673,6,2,0.1,6,0,1,0,3,2,21
0.880758,43.793,6,2,0.133333,8,0,0,0,4,2,22
0.243869,41.928,6,2,0.0666667,4,0,0,0,2,5,23
0,39.469,6,2,0.0333333,2,0,0,0,2,3,23
0.923199,52.412,6,2,0.166667,10,0,0,0,7,1,25
0.895964,43.122,6,2,0.1,6,0,0,0,3,2,20
0.868257,48.266,6,2,0.133333,9,0,1,0,4,3,26
0.97369,56.526,6,2,0.2,13,0,0,0,7,3,27
0.72931,49.651,6,2,0.166667,10,0,1,0,5,1,23
0,35.775,6,2,0.0333333,2,0,0,0,1,4,19
0.809153,53.054,6,2,0.2,12,0,0,0,6,0,24
0.887777,55.244,6,2,0.2,12,0,1,0,7,1,26
0.956581,50.96,6,2,0.166667,10,0,0,0,6,1,24
0.899821,38.752,6,2,0.0666667,4,0,0,0,2,2,21
0.789742,44.994,6,2,0.133333,8,0,1,0,4,2,22
0.766187,50.4,6,2,0.133333,8,0,0,0,5,1,27
0.944702,49.7,6,2,0.133333,9,0,0,0,6,3,24
0.926793,50.507,6,2,0.166667,10,0,0,0,5,2,24
0.812372,50.268,6,2,0.2,12,0,0,0,6,0,23
0.797637,51.929,6,2,0.166667,11,0,0,0,6,0,27
0.857409,51.226,6,2,0.166667,11,0,0,0,6,1,24
0.910754,47.28,6,2,0.133333,9,0,0,0,5,2,23
0.823499,48.064,6,2,0.166667,10,0,0,0,5,1,22
0.666028,51.673,6,2,0.166667,10,0,0,0,7,1,26
0.765416,60.3,6,2,0.2,14,0,1,0,8,2,29
0,36.723,6,2,0.0333333,2,0,0,0,1,5,20
0.971587,54.301,6,2,0.2,12,0,1,0,6,0,27
0.805547,40.504,6,2,0.0666667,4,0,0,0,2,3,24
0,39.451,6,2,0.0333333,2,0,0,0,1,4,24
0.793048,52.137,6,2,0.166667,10,0,0,0,8,1,25
0.747679,41.197,6,2,0.1,6,0,0,0,3,0,23
0.834674,39.285,6,2,0.0666667,4,0,0,0,2,2,21
0.806846,71.226,6,2,0.2,18,0,1,0,14,5,31
0.864176,59.173,6,2,0.2,14,0,1,0,10,0,28
0,34.887,6,2,0.0333333,2,0,0,0,2,0,18
0.973343,54.368,6,2,0.166667,11,0,0,0,9,2,25
0.857045,83.443,6,2,0.2,16,0,0,0,11,3,50
0.933353,75.6,6,2,0.2,12,0,0,0,8,1,45
0,68.549,6,2,0.0333333,2,0,0,0,1,6,52
0.905855,75.999,6,2,0.133333,12,0,2,0,8,3,46
0.842575,77,6,2,0.2,13,0,1,0,8,3,46
0.00485906,64.723,6,2,0.1,6,0,0,0,5,3,44
0.925656,56.442,6,2,0.1,7,0,0,0,4,4,33
0.977621,80.441,6,2,0.2,18,0,2,0,12,5,40
0.971219,63.865,6,2,0.2,15,0,2,0,9,3,26
0.889768,51.795,6,2,0.166667,12,0,1,0,7,2,25
0.915253,52.787,6,2,0.2,12,0,0,0,6,2,24
0.864122,51.007,6,2,0.2,12,0,0,0,6,0,24
0.590641,39.902,6,2,0.0666667,4,0,0,0,2,3,22
0.725074,52.97,6,2,0.166667,10,0,0,0,7,2,25
0.904398,44.537,6,2,0.1,6,0,0,0,4,2,25
0.244659,42.759,6,2,0.1,6,0,0,0,4,2,21
0.875705,45.044,6,2,0.133333,8,0,1,0,4,2,22
0.579836,45.857,6,2,0.1,7,0,0,0,4,2,25
0.128294,40.507,6,2,0.0666667,4,0,0,0,2,3,22
