Iteration,Cost,Cost reduction,time (ms)
0,9.83441,0.559369,6.277
1,9.7508,0.563115,11.037
2,9.7508,0.563115,16.375
3,9.7508,0.563115,18.537
4,9.7508,0.563115,21.254
5,9.7508,0.563115,23.687
